161
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|FXM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA_FXM|PVEM_PT_MORENA|PVEM_PT_FXM|PVEM_MORENA_FXM|PT_MORENA_FXM|PVEM_PT|PVEM_MORENA|PVEM_FXM|PT_MORENA|PT_FXM|MORENA_FXM|CNR|NULOS|TOTAL|JFYZ|NRNG|HDEB|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
30|2|122|B|1|0|R|408|8|4|273|E3002|63|11|26|10|3|4|65|3|4|12|3|11|1|8|3|2|5|10|2|8|4|2|4|0|1|0|202|74|62|65|2024|4|25|15|33|19|4|N
30|2|487|E|1|0|R|530|28|4|273|E3002|2|21|17|13|5|9|95|2|7|11|10|8|3|6|4|2|7|11|5|11|7|5|7|0|0|0|266|83|88|95|2024|4|25|15|33|55|4|N
30|2|490|B|1|0|R|413|28|4|273|E3002|4|22|22|7|8|1|78|2|2|9|5|10|0|2|17|1|9|4|6|6|3|5|5|0|1|0|225|75|71|78|2024|4|25|15|30|54|4|N
30|2|629|C|1|0|R|650|33|4|273|E3002|56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|12|25|1|N
30|2|1344|B|1|0|M|564|60|2|273|E3002|109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|16|31|1|N
30|2|1353|B|1|0|R|497|60|2|273|E3002|124|16|11|11|9|9|94|3|8|15|1|11|0|7|7|2|4|8|10|12|3|5|11|1|0|0|258|65|99|94|2024|4|25|13|16|54|4|N
30|3|1229|B|1|0|U|387|50|26|274|E3003|9|12|10|14|7|3|71|9|6|5|12|12|1|1|5|3|3|12|5|0|1|5|2|0|2|0|201|66|62|71|2024|4|25|13|33|31|4|N
30|3|4910|C|2|0|R|734|50|26|274|E3003|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|26|54|1|N
30|4|549|C|1|0|U|740|29|16|275|E3004|108|18|18|11|7|8|186|9|5|7|19|13|3|8|1|6|5|6|5|6|0|0|0|0|0|0|341|89|66|186|2024|4|25|15|5|3|4|N
30|4|563|C|1|0|U|563|29|16|275|E3004|114|14|16|5|3|4|134|1|3|13|12|13|3|5|3|2|1|1|6|3|3|1|3|0|20|2|271|76|39|134|2024|4|25|15|24|9|4|N
30|4|581|C|2|0|U|717|29|16|275|E3004|127|15|19|7|7|4|172|6|7|7|18|8|7|7|3|6|7|3|6|5|7|2|3|0|18|3|347|81|73|172|2024|4|25|15|39|2|4|N
30|4|4381|B|1|0|U|679|192|15|275|E3004|52|13|17|8|5|11|147|7|0|17|20|16|6|5|6|3|5|0|4|5|4|2|6|0|24|4|335|97|63|147|2024|4|25|14|16|41|4|N
30|4|4442|C|1|0|U|448|192|15|275|E3004|58|11|5|4|3|3|110|6|3|9|12|4|5|3|8|1|4|2|3|5|0|0|0|0|13|1|215|50|41|110|2024|4|25|15|18|36|4|N
30|4|4461|C|3|0|U|564|192|15|275|E3004|27|13|20|8|3|1|117|3|4|8|15|15|1|8|7|6|5|5|2|5|0|4|4|0|25|1|280|80|57|117|2024|4|25|14|17|14|4|N
30|4|4468|B|1|0|U|722|192|15|275|E3004|131|15|13|7|5|5|190|7|6|8|16|11|5|3|5|5|4|2|5|7|2|2|4|0|27|5|359|75|62|190|2024|4|25|15|19|27|4|N
30|4|4490|C|3|0|U|692|192|15|275|E3004|1|18|21|9|4|6|186|8|6|10|17|12|6|1|4|4|9|5|4|4|3|5|8|0|24|2|376|93|71|186|2024|4|25|14|9|55|4|N
30|4|4494|C|4|0|U|691|192|15|275|E3004|11|14|25|6|5|5|149|2|2|17|20|13|5|8|9|3|6|3|5|5|2|2|8|0|32|3|349|100|65|149|2024|4|25|15|6|29|4|N
30|5|3118|C|2|0|U|641|132|5|276|E3005|8|34|38|25|6|7|53|4|3|38|19|42|2|5|3|8|5|8|2|4|5|4|9|0|0|0|324|198|73|53|2024|4|25|14|2|53|4|N
30|5|3129|B|1|0|U|696|132|5|276|E3005|15|35|30|27|5|11|76|1|2|44|24|42|2|3|4|7|4|5|5|3|8|12|9|0|1|0|360|204|79|76|2024|4|25|15|9|4|4|N
30|5|3139|B|1|0|U|622|132|5|276|E3005|19|34|38|23|7|8|56|3|5|38|24|36|4|3|2|4|4|10|5|4|7|5|3|1|0|0|324|197|71|56|2024|4|25|15|38|29|4|N
30|5|3144|C|5|0|U|632|132|5|276|E3005|22|29|33|40|6|5|58|2|5|40|27|39|4|6|5|5|3|7|6|4|6|2|4|0|0|0|336|212|66|58|2024|4|25|14|9|8|4|N
30|5|3155|C|1|0|U|414|132|5|276|E3005|31|24|23|22|5|5|27|4|5|29|9|21|0|3|1|3|3|5|1|3|3|6|1|0|0|0|203|128|48|27|2024|4|25|15|7|18|4|N
30|5|3166|C|2|0|U|516|132|5|276|E3005|35|18|19|19|3|6|57|2|2|39|16|29|1|1|4|3|1|5|2|1|6|5|5|0|0|0|244|141|46|57|2024|4|25|14|13|44|4|N
30|5|3568|C|1|0|R|474|152|3|276|E3005|70|20|14|20|5|7|46|1|3|39|26|30|2|5|2|3|3|4|2|4|5|2|7|0|0|0|250|151|53|46|2024|4|25|15|25|56|4|N
30|5|3932|C|1|0|M|492|174|3|276|E3005|73|20|23|21|5|40|40|1|4|25|24|34|0|8|3|7|1|7|1|3|7|4|3|1|0|0|282|147|95|40|2024|4|25|15|33|22|4|N
30|5|3936|C|1|0|R|410|174|3|276|E3005|74|20|19|24|4|5|42|1|4|25|20|32|2|2|4|2|2|7|4|2|1|2|1|0|0|0|225|142|41|42|2024|4|25|15|25|25|4|N
30|5|3949|C|1|0|M|596|174|3|276|E3005|87|28|27|19|8|12|61|1|3|30|21|40|1|3|2|5|6|5|1|5|7|5|4|0|0|0|294|166|67|61|2024|4|25|15|37|11|4|N
30|5|3950|B|1|0|R|701|174|3|276|E3005|82|23|34|33|16|9|65|6|3|38|29|41|1|10|5|6|8|12|3|4|6|4|6|0|0|0|362|199|98|65|2024|4|25|15|12|11|4|N
30|5|3954|C|2|0|M|707|174|3|276|E3005|90|37|24|25|5|7|60|4|1|46|27|48|6|10|6|11|2|5|4|2|9|4|8|0|1|0|352|213|78|60|2024|4|25|15|46|44|4|N
30|5|3961|B|1|0|U|511|174|3|276|E3005|95|21|31|28|5|5|40|2|5|40|26|21|3|6|5|4|4|4|2|2|4|8|4|1|1|0|272|170|61|40|2024|4|25|15|16|34|4|N
30|5|3970|B|1|0|U|584|174|3|276|E3005|100|29|31|25|4|7|44|3|4|37|18|48|4|4|1|4|1|10|6|2|5|7|10|1|0|0|305|192|69|44|2024|4|25|15|15|22|4|N
30|5|4110|B|1|0|U|722|188|3|276|E3005|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|13|42|4|N
30|5|4133|C|1|0|U|459|188|3|276|E3005|145|22|25|19|5|4|40|1|5|30|18|36|2|3|5|4|4|3|2|7|7|6|3|0|0|0|251|152|59|40|2024|4|25|15|40|25|4|N
30|5|4138|C|1|0|U|642|188|3|276|E3005|108|34|30|27|5|7|61|5|6|42|24|35|4|6|2|4|3|9|3|1|6|9|2|0|0|0|325|196|68|61|2024|4|25|15|25|3|4|N
30|5|4146|C|1|0|U|721|188|3|276|E3005|146|33|48|30|5|10|57|4|3|37|24|40|0|5|4|5|6|9|4|5|7|7|7|1|0|0|351|212|82|57|2024|4|25|15|48|18|4|N
30|5|4154|C|2|0|R|656|188|3|276|E3005|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|59|3|4|N
30|6|940|B|1|0|U|542|42|5|277|E3006|72|18|24|34|8|9|59|6|10|17|10|9|0|4|9|7|4|8|8|16|10|7|11|0|0|0|288|112|117|59|2024|4|25|15|52|13|4|N
30|6|946|C|2|0|R|564|42|5|277|E3006|77|10|31|33|8|11|41|5|6|12|9|18|0|4|7|8|8|11|13|15|6|12|9|0|0|1|278|113|123|41|2024|4|25|15|46|46|4|N
30|6|2375|B|1|0|U|680|104|6|277|E3006|113|15|25|40|11|19|65|11|11|24|13|14|1|5|15|15|7|8|8|12|7|17|13|0|0|0|356|132|159|65|2024|4|25|15|26|7|4|N
30|6|2957|C|1|0|R|531|125|6|277|E3006|52|17|25|27|7|11|55|2|7|8|20|12|2|7|5|7|6|15|8|9|6|7|10|0|0|0|273|111|107|55|2024|4|25|15|6|0|4|N
30|6|4765|B|1|0|U|453|158|7|277|E3006|143|22|28|21|7|7|35|6|8|15|11|7|0|3|4|7|6|6|10|8|14|9|6|0|1|0|241|104|101|35|2024|4|25|14|15|5|4|N
30|6|4965|C|1|0|U|668|42|5|277|E3006|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|16|19|4|N
30|7|434|C|1|0|R|395|24|9|278|E3007|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|15|1|N
30|7|435|C|1|0|R|516|24|9|278|E3007|25|25|20|18|2|3|49|4|5|16|25|14|8|6|4|5|6|6|6|8|12|6|5|1|9|1|264|126|79|49|2024|4|25|14|17|5|4|N
30|7|450|E|1|0|R|735|24|9|278|E3007|34|25|39|18|5|5|75|7|7|27|31|19|7|9|9|9|7|5|6|5|11|9|9|0|10|2|356|166|103|75|2024|4|25|15|29|17|1|N
30|7|1840|B|1|0|R|665|88|9|278|E3007|49|21|37|18|5|4|67|10|7|18|25|18|7|7|9|5|4|6|6|14|19|5|4|1|10|3|330|144|106|67|2024|4|25|15|16|25|1|N
30|7|2369|B|1|0|R|359|103|7|278|E3007|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|13|19|1|N
30|8|74|B|1|0|M|426|4|13|279|E3008|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|15|42|4|N
30|8|184|C|1|0|U|708|10|8|279|E3008|28|21|22|37|9|6|48|9|9|28|23|24|3|11|10|12|8|5|12|10|9|11|9|1|3|0|340|158|131|48|2024|4|25|15|27|30|4|N
30|8|186|B|1|0|U|601|10|8|279|E3008|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|0|59|1|N
30|8|375|B|1|0|U|604|17|13|279|E3008|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|22|5|4|N
30|8|969|B|1|0|R|521|44|8|279|E3008|12|14|22|26|5|3|46|6|4|25|17|15|0|14|9|6|3|6|16|12|6|1|6|1|4|0|267|119|98|46|2024|4|25|15|22|34|1|N
30|8|3268|B|1|0|R|512|134|13|279|E3008|95|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|15|24|1|N
30|8|4183|B|1|0|U|697|190|13|279|E3008|70|22|21|34|10|7|57|8|12|31|30|22|2|18|9|12|16|5|12|10|9|5|6|0|2|0|360|162|139|57|2024|4|25|15|45|31|4|N
30|8|4184|B|1|0|U|459|190|13|279|E3008|68|12|19|23|6|1|31|6|9|18|14|17|1|8|8|2|5|3|7|10|5|7|3|0|1|0|216|104|80|31|2024|4|25|15|45|19|4|N
30|8|4184|C|1|0|U|458|190|13|279|E3008|68|15|15|20|4|7|38|6|7|20|11|11|1|6|11|9|6|11|6|9|4|3|4|0|2|0|226|93|93|38|2024|4|25|15|48|11|4|N
30|8|4188|B|1|0|U|388|190|13|279|E3008|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|6|35|1|N
30|9|465|C|2|0|M|617|26|12|280|E3009|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|10|40|4|N
30|9|472|E|1|0|R|190|26|12|280|E3009|11|2|8|5|3|2|26|2|1|3|9|3|2|3|0|0|1|5|1|5|4|3|3|1|1|3|96|32|34|26|2024|4|25|15|35|24|4|N
30|9|728|B|1|0|U|562|40|12|280|E3009|36|16|23|19|6|7|58|5|3|14|12|21|1|7|5|8|12|16|6|7|8|3|10|0|5|2|274|106|103|58|2024|4|25|11|49|18|4|N
30|9|4039|E|1|0|U|720|181|12|280|E3009|114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|28|55|4|N
30|9|4513|C|1|0|U|483|194|12|280|E3009|121|10|17|6|3|4|51|4|7|8|18|18|6|5|8|6|7|8|6|9|9|6|13|0|3|3|235|83|95|51|2024|4|25|14|17|52|4|N
30|10|1849|C|1|0|U|705|89|11|281|E3010|9|22|15|46|16|4|85|10|5|17|24|17|0|4|1|12|5|13|6|12|0|0|0|0|0|0|314|141|88|85|2024|4|25|15|18|13|4|N
30|10|1863|B|1|0|U|624|89|11|281|E3010|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|5|34|4|N
30|10|1865|C|1|0|U|509|89|11|281|E3010|24|13|8|35|6|4|67|5|6|13|15|14|1|3|1|8|3|9|4|9|5|7|6|0|3|4|249|99|76|67|2024|4|25|14|11|27|4|N
30|10|1878|B|1|0|U|714|89|11|281|E3010|29|24|13|38|14|7|89|7|12|15|21|18|1|5|1|13|8|9|5|10|7|19|3|0|8|1|348|130|120|89|2024|4|25|15|18|11|1|N
30|10|1895|B|1|0|U|745|89|11|281|E3010|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|0|18|4|N
30|10|1928|C|1|0|U|542|89|11|281|E3010|62|15|19|29|12|3|70|4|3|12|10|11|0|6|2|9|5|4|5|5|6|4|4|1|8|6|253|96|73|70|2024|4|25|15|44|10|4|N
30|10|1946|B|1|0|U|410|89|11|281|E3010|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|2|45|4|N
30|10|1962|B|1|0|U|507|89|11|281|E3010|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|52|49|1|N
30|10|2017|C|1|0|U|530|89|11|281|E3010|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|18|38|4|N
30|10|2028|B|1|0|U|529|89|10|281|E3010|132|22|20|36|6|2|70|4|1|10|10|11|0|3|1|7|3|4|5|12|3|2|5|0|5|3|245|109|58|70|2024|4|25|15|48|12|4|N
30|10|2029|C|1|0|U|464|89|10|281|E3010|132|14|9|26|7|8|60|4|7|7|19|9|1|2|2|6|2|3|4|8|16|7|4|0|3|1|229|85|80|60|2024|4|25|15|51|54|4|N
30|10|2044|B|1|0|U|557|89|11|281|E3010|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|13|31|4|N
30|10|2095|C|3|0|U|611|89|10|281|E3010|138|10|14|46|8|8|77|4|7|18|30|18|1|1|3|6|12|4|7|5|6|8|9|1|8|3|314|137|89|77|2024|4|25|14|16|40|4|N
30|10|2099|C|1|0|U|708|89|10|281|E3010|112|28|19|40|11|8|82|9|8|22|23|16|1|6|4|6|4|11|8|14|16|8|11|1|7|4|367|149|125|82|2024|4|25|15|8|15|4|N
30|10|4939|C|1|0|U|679|89|11|281|E3010|11|18|16|48|11|7|80|4|10|18|13|23|1|5|4|10|7|14|5|11|6|16|8|0|10|3|348|137|118|80|2024|4|25|14|6|53|1|N
30|10|4978|B|1|0|U|604|89|10|281|E3010|166|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|59|16|1|N
30|11|763|C|1|0|U|702|41|29|282|E3011|23|21|18|13|17|10|129|1|11|21|24|15|8|3|8|6|4|13|10|9|3|1|2|0|1|0|348|120|98|129|2024|4|25|15|15|31|4|N
30|11|775|C|1|0|U|672|41|29|282|E3011|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|2|6|4|N
30|11|844|B|1|0|U|537|41|29|282|E3011|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|3|56|4|N
30|11|891|C|2|0|U|718|41|29|282|E3011|46|16|26|21|6|6|126|8|5|19|13|7|6|6|7|4|7|17|9|9|10|3|11|0|5|0|347|108|108|126|2024|4|25|15|19|42|4|N
30|11|909|C|1|0|U|416|41|30|282|E3011|98|13|11|19|9|2|72|4|6|12|11|9|1|4|3|5|5|6|10|2|0|0|0|0|0|0|204|76|56|72|2024|4|25|15|28|14|4|N
30|11|4695|E|1|0|R|341|206|30|282|E3011|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|3|33|4|N
30|11|4742|C|1|0|U|522|41|29|282|E3011|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|38|4|N
30|11|4844|C|1|0|M|746|41|29|282|E3011|5|22|17|13|11|6|128|9|10|18|26|17|10|9|9|8|11|10|11|11|9|4|12|2|2|0|385|123|132|128|2024|4|25|15|31|20|4|N
30|11|4991|B|1|0|U|587|41|29|282|E3011|20|15|17|8|10|8|101|5|7|17|22|10|9|10|5|7|3|5|9|4|6|7|7|0|4|0|296|98|93|101|2024|4|25|15|15|10|4|N
30|12|4217|C|3|0|U|722|192|14|283|E3012|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|17|41|2|N
30|12|4228|C|2|0|U|684|192|14|283|E3012|10|10|10|11|1|4|143|13|4|12|13|7|0|14|9|11|7|14|9|5|13|11|9|1|6|2|339|63|125|143|2024|4|25|13|13|18|4|N
30|12|4279|B|1|0|U|509|192|14|283|E3012|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|59|49|1|N
30|12|4329|B|1|0|U|621|192|15|283|E3012|109|4|4|8|7|5|10|6|1|6|8|4|0|2|1|3|8|5|4|7|7|1|3|2|1|2|109|34|62|10|2024|4|25|15|6|23|4|N
30|12|4486|C|6|0|U|658|192|14|283|E3012|100|10|9|12|11|3|128|8|6|10|12|14|0|10|13|9|10|10|6|9|9|14|12|0|7|0|332|67|130|128|2024|4|25|15|19|27|1|N
30|12|4793|C|1|0|U|634|192|14|283|E3012|35|9|16|7|4|7|130|14|4|12|13|10|0|6|8|7|14|7|5|15|9|11|10|1|3|1|323|67|122|130|2024|4|25|15|17|6|4|N
30|13|107|E|1|0|R|474|7|17|284|E3013|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|25|3|N
30|13|978|B|1|0|R|579|45|18|284|E3013|23|33|23|19|9|8|35|5|10|16|18|30|11|7|5|5|8|11|4|4|19|5|8|0|9|1|303|150|108|35|2024|4|25|15|31|33|3|N
30|13|1604|C|1|0|U|570|73|18|284|E3013|41|39|20|20|4|2|41|6|3|20|13|27|11|8|4|11|13|7|6|3|9|3|3|0|12|1|286|150|82|41|2024|4|25|15|26|37|4|N
30|13|1767|C|2|0|M|537|83|18|284|E3013|56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|27|54|3|N
30|13|1769|B|1|0|U|581|83|18|284|E3013|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|23|3|3|N
30|13|1769|C|3|0|U|580|83|18|284|E3013|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|28|1|3|N
30|13|1770|B|1|0|R|663|83|18|284|E3013|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|22|14|3|N
30|13|2995|C|1|0|U|635|126|17|284|E3013|104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|1|41|3|N
30|13|3513|B|1|0|M|712|149|17|284|E3013|111|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|13|40|3|N
30|14|2123|C|1|0|U|464|91|27|285|E3014|108|10|9|11|4|20|62|4|4|9|5|5|1|4|5|5|6|9|11|3|5|1|3|1|7|0|204|50|85|62|2024|4|25|15|47|52|4|N
30|14|2127|C|1|0|U|484|91|27|285|E3014|113|13|18|10|10|11|75|3|8|10|7|19|1|8|8|8|1|7|2|2|10|8|2|1|14|0|256|78|89|75|2024|4|25|15|0|58|4|N
30|14|2423|B|1|0|U|514|109|28|285|E3014|76|15|10|20|5|18|69|6|5|9|13|20|2|7|3|6|3|2|12|0|8|7|3|0|13|1|257|89|85|69|2024|4|25|15|42|18|4|N
30|14|2471|B|1|0|U|410|109|28|285|E3014|66|18|15|11|4|9|58|6|3|7|7|12|1|11|8|12|1|5|8|4|4|3|3|0|6|1|217|71|81|58|2024|4|25|15|0|58|4|N
30|14|2472|B|1|0|U|384|109|28|285|E3014|59|10|13|10|4|7|50|4|7|6|8|13|1|7|3|5|2|5|8|5|2|7|6|0|11|1|195|61|72|50|2024|4|25|15|28|35|4|N
30|14|2499|C|1|0|R|714|109|28|285|E3014|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|45|4|N
30|15|415|B|1|0|U|527|23|20|286|E3015|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|14|45|4|N
30|15|2670|C|2|0|U|638|119|20|286|E3015|84|14|26|39|4|6|88|5|13|16|22|12|1|7|4|6|9|5|9|1|5|4|11|0|8|0|315|130|89|88|2024|4|25|15|25|11|4|N
30|15|2711|B|1|0|U|387|119|20|286|E3015|96|13|12|13|4|5|55|4|5|13|15|10|1|4|0|1|8|1|3|7|2|1|3|0|6|0|186|77|48|55|2024|4|25|15|8|9|4|N
30|15|2719|B|1|0|U|602|119|20|286|E3015|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|8|58|4|N
30|15|2757|B|1|0|U|653|119|20|286|E3015|125|26|26|32|8|11|91|7|10|14|22|11|1|12|2|3|6|3|8|5|3|4|12|0|1|2|320|132|94|91|2024|4|25|15|18|57|4|N
30|15|3308|B|1|0|U|582|139|21|286|E3015|79|15|25|35|8|5|86|6|7|15|26|8|1|10|3|10|4|8|3|4|7|6|7|0|5|0|304|125|88|86|2024|4|25|15|44|16|4|N
30|16|983|C|2|0|U|706|46|19|287|E3016|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|31|4|N
30|16|1010|C|1|0|U|550|46|19|287|E3016|75|24|20|11|9|12|62|10|4|36|17|12|0|6|5|13|6|5|10|6|1|2|7|0|0|0|278|120|96|62|2024|4|25|15|29|25|4|N
30|16|1025|B|1|0|U|512|46|19|287|E3016|71|18|24|8|9|4|49|5|6|33|17|5|0|1|10|3|6|11|8|3|4|6|11|1|0|0|242|105|88|49|2024|4|25|15|25|54|4|N
