80
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|FXM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA_FXM|PVEM_PT_MORENA|PVEM_PT_FXM|PVEM_MORENA_FXM|PT_MORENA_FXM|PVEM_PT|PVEM_MORENA|PVEM_FXM|PT_MORENA|PT_FXM|MORENA_FXM|CNR|NULOS|TOTAL|JFYZ|NRNG|HDEB|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
30|4|4461|C|3|0|U|564|192|15|275|E3004|27|13|20|8|3|1|117|3|4|8|15|15|1|8|7|6|5|5|2|5|0|4|4|0|25|1|280|80|57|117|2024|4|25|14|17|14|4|N
30|4|4468|B|1|0|U|722|192|15|275|E3004|131|15|13|7|5|5|190|7|6|8|16|11|5|3|5|5|4|2|5|7|2|2|4|0|27|5|359|75|62|190|2024|4|25|15|19|27|4|N
30|4|4490|C|3|0|U|692|192|15|275|E3004|1|18|21|9|4|6|186|8|6|10|17|12|6|1|4|4|9|5|4|4|3|5|8|0|24|2|376|93|71|186|2024|4|25|14|9|55|4|N
30|4|4494|C|4|0|U|691|192|15|275|E3004|11|14|25|6|5|5|149|2|2|17|20|13|5|8|9|3|6|3|5|5|2|2|8|0|32|3|349|100|65|149|2024|4|25|15|6|29|4|N
30|5|3118|C|2|0|U|641|132|5|276|E3005|8|34|38|25|6|7|53|4|3|38|19|42|2|5|3|8|5|8|2|4|5|4|9|0|0|0|324|198|73|53|2024|4|25|14|2|53|4|N
30|5|3129|B|1|0|U|696|132|5|276|E3005|15|35|30|27|5|11|76|1|2|44|24|42|2|3|4|7|4|5|5|3|8|12|9|0|1|0|360|204|79|76|2024|4|25|15|9|4|4|N
30|5|3139|B|1|0|U|622|132|5|276|E3005|19|34|38|23|7|8|56|3|5|38|24|36|4|3|2|4|4|10|5|4|7|5|3|1|0|0|324|197|71|56|2024|4|25|15|38|29|4|N
30|5|3144|C|5|0|U|632|132|5|276|E3005|22|29|33|40|6|5|58|2|5|40|27|39|4|6|5|5|3|7|6|4|6|2|4|0|0|0|336|212|66|58|2024|4|25|14|9|8|4|N
30|5|3155|C|1|0|U|414|132|5|276|E3005|31|24|23|22|5|5|27|4|5|29|9|21|0|3|1|3|3|5|1|3|3|6|1|0|0|0|203|128|48|27|2024|4|25|15|7|18|4|N
30|5|3166|C|2|0|U|516|132|5|276|E3005|35|18|19|19|3|6|57|2|2|39|16|29|1|1|4|3|1|5|2|1|6|5|5|0|0|0|244|141|46|57|2024|4|25|14|13|44|4|N
30|5|3568|C|1|0|R|474|152|3|276|E3005|70|20|14|20|5|7|46|1|3|39|26|30|2|5|2|3|3|4|2|4|5|2|7|0|0|0|250|151|53|46|2024|4|25|15|25|56|4|N
30|5|3932|C|1|0|M|492|174|3|276|E3005|73|20|23|21|5|40|40|1|4|25|24|34|0|8|3|7|1|7|1|3|7|4|3|1|0|0|282|147|95|40|2024|4|25|15|33|22|4|N
30|5|3936|C|1|0|R|410|174|3|276|E3005|74|20|19|24|4|5|42|1|4|25|20|32|2|2|4|2|2|7|4|2|1|2|1|0|0|0|225|142|41|42|2024|4|25|15|25|25|4|N
30|5|3949|C|1|0|M|596|174|3|276|E3005|87|28|27|19|8|12|61|1|3|30|21|40|1|3|2|5|6|5|1|5|7|5|4|0|0|0|294|166|67|61|2024|4|25|15|37|11|4|N
30|5|3950|B|1|0|R|701|174|3|276|E3005|82|23|34|33|16|9|65|6|3|38|29|41|1|10|5|6|8|12|3|4|6|4|6|0|0|0|362|199|98|65|2024|4|25|15|12|11|4|N
30|5|3961|B|1|0|U|511|174|3|276|E3005|95|21|31|28|5|5|40|2|5|40|26|21|3|6|5|4|4|4|2|2|4|8|4|1|1|0|272|170|61|40|2024|4|25|15|16|34|4|N
30|5|3970|B|1|0|U|584|174|3|276|E3005|100|29|31|25|4|7|44|3|4|37|18|48|4|4|1|4|1|10|6|2|5|7|10|1|0|0|305|192|69|44|2024|4|25|15|15|22|4|N
30|5|4138|C|1|0|U|642|188|3|276|E3005|108|34|30|27|5|7|61|5|6|42|24|35|4|6|2|4|3|9|3|1|6|9|2|0|0|0|325|196|68|61|2024|4|25|15|25|3|4|N
30|6|2375|B|1|0|U|680|104|6|277|E3006|113|15|25|40|11|19|65|11|11|24|13|14|1|5|15|15|7|8|8|12|7|17|13|0|0|0|356|132|159|65|2024|4|25|15|26|7|4|N
30|6|2957|C|1|0|R|531|125|6|277|E3006|52|17|25|27|7|11|55|2|7|8|20|12|2|7|5|7|6|15|8|9|6|7|10|0|0|0|273|111|107|55|2024|4|25|15|6|0|4|N
30|6|4765|B|1|0|U|453|158|7|277|E3006|143|22|28|21|7|7|35|6|8|15|11|7|0|3|4|7|6|6|10|8|14|9|6|0|1|0|241|104|101|35|2024|4|25|14|15|5|4|N
30|7|435|C|1|0|R|516|24|9|278|E3007|25|25|20|18|2|3|49|4|5|16|25|14|8|6|4|5|6|6|6|8|12|6|5|1|9|1|264|126|79|49|2024|4|25|14|17|5|4|N
30|7|450|E|1|0|R|735|24|9|278|E3007|34|25|39|18|5|5|75|7|7|27|31|19|7|9|9|9|7|5|6|5|11|9|9|0|10|2|356|166|103|75|2024|4|25|15|29|17|1|N
30|7|1840|B|1|0|R|665|88|9|278|E3007|49|21|37|18|5|4|67|10|7|18|25|18|7|7|9|5|4|6|6|14|19|5|4|1|10|3|330|144|106|67|2024|4|25|15|16|25|1|N
30|8|184|C|1|0|U|708|10|8|279|E3008|28|21|22|37|9|6|48|9|9|28|23|24|3|11|10|12|8|5|12|10|9|11|9|1|3|0|340|158|131|48|2024|4|25|15|27|30|4|N
30|8|969|B|1|0|R|521|44|8|279|E3008|12|14|22|26|5|3|46|6|4|25|17|15|0|14|9|6|3|6|16|12|6|1|6|1|4|0|267|119|98|46|2024|4|25|15|22|34|1|N
30|9|472|E|1|0|R|190|26|12|280|E3009|11|2|8|5|3|2|26|2|1|3|9|3|2|3|0|0|1|5|1|5|4|3|3|1|1|3|96|32|34|26|2024|4|25|15|35|24|4|N
30|9|728|B|1|0|U|562|40|12|280|E3009|36|16|23|19|6|7|58|5|3|14|12|21|1|7|5|8|12|16|6|7|8|3|10|0|5|2|274|106|103|58|2024|4|25|11|49|18|4|N
30|9|4513|C|1|0|U|483|194|12|280|E3009|121|10|17|6|3|4|51|4|7|8|18|18|6|5|8|6|7|8|6|9|9|6|13|0|3|3|235|83|95|51|2024|4|25|14|17|52|4|N
30|10|1849|C|1|0|U|705|89|11|281|E3010|9|22|15|46|16|4|85|10|5|17|24|17|0|4|1|12|5|13|6|12|0|0|0|0|0|0|314|141|88|85|2024|4|25|15|18|13|4|N
30|10|1865|C|1|0|U|509|89|11|281|E3010|24|13|8|35|6|4|67|5|6|13|15|14|1|3|1|8|3|9|4|9|5|7|6|0|3|4|249|99|76|67|2024|4|25|14|11|27|4|N
30|10|1878|B|1|0|U|714|89|11|281|E3010|29|24|13|38|14|7|89|7|12|15|21|18|1|5|1|13|8|9|5|10|7|19|3|0|8|1|348|130|120|89|2024|4|25|15|18|11|1|N
30|10|2095|C|3|0|U|611|89|10|281|E3010|138|10|14|46|8|8|77|4|7|18|30|18|1|1|3|6|12|4|7|5|6|8|9|1|8|3|314|137|89|77|2024|4|25|14|16|40|4|N
30|10|2099|C|1|0|U|708|89|10|281|E3010|112|28|19|40|11|8|82|9|8|22|23|16|1|6|4|6|4|11|8|14|16|8|11|1|7|4|367|149|125|82|2024|4|25|15|8|15|4|N
30|10|4939|C|1|0|U|679|89|11|281|E3010|11|18|16|48|11|7|80|4|10|18|13|23|1|5|4|10|7|14|5|11|6|16|8|0|10|3|348|137|118|80|2024|4|25|14|6|53|1|N
30|11|763|C|1|0|U|702|41|29|282|E3011|23|21|18|13|17|10|129|1|11|21|24|15|8|3|8|6|4|13|10|9|3|1|2|0|1|0|348|120|98|129|2024|4|25|15|15|31|4|N
30|11|891|C|2|0|U|718|41|29|282|E3011|46|16|26|21|6|6|126|8|5|19|13|7|6|6|7|4|7|17|9|9|10|3|11|0|5|0|347|108|108|126|2024|4|25|15|19|42|4|N
30|11|909|C|1|0|U|416|41|30|282|E3011|98|13|11|19|9|2|72|4|6|12|11|9|1|4|3|5|5|6|10|2|0|0|0|0|0|0|204|76|56|72|2024|4|25|15|28|14|4|N
30|11|4844|C|1|0|M|746|41|29|282|E3011|5|22|17|13|11|6|128|9|10|18|26|17|10|9|9|8|11|10|11|11|9|4|12|2|2|0|385|123|132|128|2024|4|25|15|31|20|4|N
30|11|4991|B|1|0|U|587|41|29|282|E3011|20|15|17|8|10|8|101|5|7|17|22|10|9|10|5|7|3|5|9|4|6|7|7|0|4|0|296|98|93|101|2024|4|25|15|15|10|4|N
30|12|4228|C|2|0|U|684|192|14|283|E3012|10|10|10|11|1|4|143|13|4|12|13|7|0|14|9|11|7|14|9|5|13|11|9|1|6|2|339|63|125|143|2024|4|25|13|13|18|4|N
30|12|4329|B|1|0|U|621|192|15|283|E3012|109|4|4|8|7|5|10|6|1|6|8|4|0|2|1|3|8|5|4|7|7|1|3|2|1|2|109|34|62|10|2024|4|25|15|6|23|4|N
30|12|4486|C|6|0|U|658|192|14|283|E3012|100|10|9|12|11|3|128|8|6|10|12|14|0|10|13|9|10|10|6|9|9|14|12|0|7|0|332|67|130|128|2024|4|25|15|19|27|1|N
30|12|4793|C|1|0|U|634|192|14|283|E3012|35|9|16|7|4|7|130|14|4|12|13|10|0|6|8|7|14|7|5|15|9|11|10|1|3|1|323|67|122|130|2024|4|25|15|17|6|4|N
30|13|978|B|1|0|R|579|45|18|284|E3013|23|33|23|19|9|8|35|5|10|16|18|30|11|7|5|5|8|11|4|4|19|5|8|0|9|1|303|150|108|35|2024|4|25|15|31|33|3|N
30|13|1604|C|1|0|U|570|73|18|284|E3013|41|39|20|20|4|2|41|6|3|20|13|27|11|8|4|11|13|7|6|3|9|3|3|0|12|1|286|150|82|41|2024|4|25|15|26|37|4|N
30|14|2127|C|1|0|U|484|91|27|285|E3014|113|13|18|10|10|11|75|3|8|10|7|19|1|8|8|8|1|7|2|2|10|8|2|1|14|0|256|78|89|75|2024|4|25|15|0|58|4|N
30|14|2471|B|1|0|U|410|109|28|285|E3014|66|18|15|11|4|9|58|6|3|7|7|12|1|11|8|12|1|5|8|4|4|3|3|0|6|1|217|71|81|58|2024|4|25|15|0|58|4|N
30|14|2472|B|1|0|U|384|109|28|285|E3014|59|10|13|10|4|7|50|4|7|6|8|13|1|7|3|5|2|5|8|5|2|7|6|0|11|1|195|61|72|50|2024|4|25|15|28|35|4|N
30|15|2670|C|2|0|U|638|119|20|286|E3015|84|14|26|39|4|6|88|5|13|16|22|12|1|7|4|6|9|5|9|1|5|4|11|0|8|0|315|130|89|88|2024|4|25|15|25|11|4|N
30|15|2711|B|1|0|U|387|119|20|286|E3015|96|13|12|13|4|5|55|4|5|13|15|10|1|4|0|1|8|1|3|7|2|1|3|0|6|0|186|77|48|55|2024|4|25|15|8|9|4|N
30|15|2757|B|1|0|U|653|119|20|286|E3015|125|26|26|32|8|11|91|7|10|14|22|11|1|12|2|3|6|3|8|5|3|4|12|0|1|2|320|132|94|91|2024|4|25|15|18|57|4|N
30|16|1010|C|1|0|U|550|46|19|287|E3016|75|24|20|11|9|12|62|10|4|36|17|12|0|6|5|13|6|5|10|6|1|2|7|0|0|0|278|120|96|62|2024|4|25|15|29|25|4|N
30|16|1025|B|1|0|U|512|46|19|287|E3016|71|18|24|8|9|4|49|5|6|33|17|5|0|1|10|3|6|11|8|3|4|6|11|1|0|0|242|105|88|49|2024|4|25|15|25|54|4|N
30|16|1044|B|1|0|U|403|46|19|287|E3016|40|14|23|14|6|4|40|10|3|22|16|10|0|6|3|5|7|4|7|4|8|0|4|0|0|0|210|99|71|40|2024|4|25|15|16|20|4|N
30|16|1063|C|1|0|U|733|46|19|287|E3016|68|34|27|19|9|7|73|7|9|44|16|7|2|7|13|7|8|10|10|8|9|6|14|1|1|0|348|149|125|73|2024|4|25|15|1|9|4|N
30|16|1533|B|1|0|U|521|70|20|287|E3016|111|30|26|14|6|4|41|14|5|19|18|9|0|5|7|6|10|8|6|6|5|6|9|1|1|0|256|116|98|41|2024|4|25|15|23|41|4|N
30|16|1535|B|1|0|U|716|70|20|287|E3016|112|36|35|8|8|7|90|14|3|43|19|14|0|2|11|14|6|6|8|9|9|8|14|0|3|1|368|155|119|90|2024|4|25|15|31|58|4|N
30|17|1681|C|1|0|R|375|77|17|288|E3017|63|7|8|17|8|1|52|7|6|16|8|26|1|3|3|1|4|5|1|9|4|2|6|3|0|0|198|83|63|52|2024|4|25|15|37|58|1|N
30|18|1287|B|1|0|M|535|54|23|289|E3018|27|17|7|41|9|9|34|14|8|24|19|19|1|5|3|6|6|6|7|5|2|8|2|0|14|0|266|128|90|34|2024|4|25|15|11|21|1|N
30|18|2240|C|2|0|U|561|100|21|289|E3018|31|27|19|34|13|9|45|10|10|17|14|21|1|2|2|6|6|6|6|10|2|6|6|2|11|0|285|133|96|45|2024|4|25|15|2|42|4|N
30|18|2581|E|1|0|R|609|111|22|289|E3018|39|24|10|36|13|9|45|7|13|25|25|19|1|6|5|5|11|5|8|5|0|0|0|0|0|0|272|140|87|45|2024|4|25|15|12|11|1|N
30|18|2623|C|1|0|U|490|116|21|289|E3018|44|21|6|27|14|10|39|10|5|9|18|14|1|2|8|7|8|3|8|9|3|8|5|2|4|0|241|96|102|39|2024|4|25|15|19|28|4|N
30|18|2629|C|1|0|U|535|116|21|289|E3018|47|30|10|37|6|10|44|7|20|22|18|16|2|3|3|5|7|5|6|6|3|8|4|0|9|0|281|135|93|44|2024|4|25|15|16|58|4|N
30|18|3282|C|1|0|R|415|135|22|289|E3018|72|15|8|33|13|10|39|3|9|13|8|15|0|0|6|5|4|1|6|3|0|7|2|0|6|0|206|92|69|39|2024|4|25|15|18|32|1|N
30|19|350|B|1|0|R|473|16|24|290|E3019|58|16|6|8|3|2|1|11|7|17|13|14|1|10|4|8|9|4|10|7|11|7|12|3|3|0|187|75|108|1|2024|4|25|15|12|34|4|N
30|19|636|B|1|0|U|596|34|25|290|E3019|88|19|7|6|6|17|78|9|10|20|14|16|3|13|10|11|8|2|14|11|11|9|11|2|1|0|308|85|144|78|2024|4|25|14|0|34|4|N
30|19|652|C|2|0|R|498|34|25|290|E3019|93|10|7|4|7|9|59|12|6|9|13|13|1|9|3|10|10|5|4|8|6|8|4|4|7|0|228|57|105|59|2024|4|25|15|17|25|4|N
30|19|655|C|2|0|R|562|34|25|290|E3019|95|19|7|9|1|9|70|6|9|16|15|17|2|17|8|10|15|8|9|8|11|5|17|1|8|1|298|85|134|70|2024|4|25|15|12|17|4|N
30|19|3398|C|1|0|R|557|142|25|290|E3019|29|21|4|9|3|1|61|6|4|11|20|19|4|11|6|14|14|7|10|7|8|6|5|7|8|0|266|88|109|61|2024|4|25|15|26|47|4|N
