sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
15|33|PAN_PRI|DALILA RODRIGUEZ GARCIA|PAULA MARIANA VELASCO MOLINA
15|33|PAN_PRD|DALILA RODRIGUEZ GARCIA|PAULA MARIANA VELASCO MOLINA
15|33|PRI_PRD|DALILA RODRIGUEZ GARCIA|PAULA MARIANA VELASCO MOLINA
15|34|PAN|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PRI|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PRD|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PVEM|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|PT|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|MOVIMIENTO CIUDADANO|JUAN ARMANDO RUIZ HERNANDEZ|ALBERTO GOMEZ ORTEGA
15|34|MORENA|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|PES|LIZETH MARLENE HERNANDEZ HERNANDEZ|CLAUDIA MONTENEGRO GONZALEZ
15|34|RSP|DORIA LOPEZ VAZQUEZ|KATYA CONTERO LOPEZ
15|34|FS X MÉXICO|MARISOL MEJIA DIAZ|VIOLETA MARLEN GUTIERREZ MORENO
15|34|PAN_PRI_PRD|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PAN_PRI|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PAN_PRD|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PRI_PRD|MARIA TERESA CASTELL DE ORO PALACIOS|ELMA YATZIRY MENDOZA PEREZ
15|34|PVEM_PT_MORENA|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|PVEM_PT|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|PVEM_MORENA|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|34|PT_MORENA|MARIA EUGENIA MUCIÑO MARTINEZ|DINORAH CAROLINA JEREZ RAMIREZ
15|35|PAN|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PRI|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PRD|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PVEM|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PT|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|MOVIMIENTO CIUDADANO|KARMYN MERCADO QUINTERO|NAYELY PEÑA SEGURA
15|35|MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PES|ARNOLD LLANOS SOLANO|MARCO ANTONIO ROSAS CRISOFORO
15|35|RSP|AMALIA DE JESUS FLORES HERNANDEZ|MAGALY MARISOL ARIZMENDI SANDOVAL
15|35|FS X MÉXICO|MARIA GUADALUPE MERCADO ENRIQUEZ|NATALI TRINIDAD VELAZCO GUZMAN
15|35|PAN_PRI_PRD|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PAN_PRI|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PAN_PRD|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PRI_PRD|ROBERTO ESPIRIDION SANCHEZ POMPA|JESUS SOTELO SOTELO
15|35|PVEM_PT_MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PVEM_PT|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PVEM_MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PT_MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|36|PAN|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PRI|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PRD|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PVEM|YOLANDA TOLEDO MONDRAGON|YADIRA BELEN GARDUÑO SEGUNDO
15|36|PT|DAVID JARAMILLO VENCES|JOSE IGNACIO CUEVAS ROJO
15|36|MOVIMIENTO CIUDADANO|VICTOR MANUEL GARCIA AGUIRRE|SIN CANDIDATURA
15|36|MORENA|JUAN CARLOS VARELA DOMINGUEZ|JUAN MONTES DE OCA GOMEZ TAGLE
15|36|PES|ANA KAREN ESPINOSA SOTO|SONIA SUAREZ MORENO
15|36|RSP|DIANA BERENICE RIOS GARCIA|ROCIO ANTONIO ARENAS
15|36|FS X MÉXICO|ANA PAULA JIMENEZ MEJIA|NELLY FALFAN MARTINEZ
15|36|PAN_PRI_PRD|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PAN_PRI|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PAN_PRD|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|36|PRI_PRD|JAZMIN JAIMES ALBARRAN|BERENICE MARIN BECERRIL
15|37|PAN|JAIR OCTAVIO MARTINEZ FLORES|RAFAEL VALDES ORTEGA
15|37|PRI|ABNER AGUSTIN ROJO ROJAS|HECTOR ISAIAS CASAS PEREZ
15|37|PRD|NORMA CALZADA SANCHEZ|JULIETA AIDA URRUTIA SUAREZ
15|37|PVEM|NATALIA LOPEZ VAZQUEZ|ALMA ROSA RODRIGUEZ MARTINEZ
15|37|PT|VERONICA IMELDA JIMENEZ VERA|HEIDI ARLIN ROJAS CANO
15|37|MOVIMIENTO CIUDADANO|ADRIANA GISELA MONROY CANALES|ROSA HEREDIA TLATUANI
15|37|MORENA|JAVIER HUERTA JURADO|JOSE MIGUEL VARGAS IBARRA
15|37|PES|JORGE JAVIER RODRIGUEZ GUIDO|SIN CANDIDATURA
15|37|RSP|BRENDA VAZQUEZ LOZA|VIVIANA BAUTISTA GONZALEZ
15|37|FS X MÉXICO|THANIA BUSTOS VILLAREAL|WENDOLINE VENEGAS GARCIA
15|38|PAN|IVONNE BUSTAMANTE ALDANA|OFELIA BURGOS SORIA
15|38|PRI|OSCAR MALDONADO OSORIO|JESUS RAMOS VAZQUEZ
15|38|PRD|CARLOS DANIEL TORRES ALVAREZ|FRANCISCO PADILLA CABRERA
15|38|PVEM|NORMA ELVIA MENDEZ ESPEJEL|MAGDALENA QUINTANA YAÑEZ
15|38|PT|JORGE SANCHEZ MARTINEZ|ROBERTO MARIO GUTIERREZ CRUZ
15|38|MOVIMIENTO CIUDADANO|CLAUDIA CARRASCO CARRETO|IRMA ADRIANA FLORES MORENO
15|38|MORENA|KARLA YURITZI ALMAZAN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PES|REYNA ARIAS PERALTA|VIRGINIA DIANA TORRES GARCIA
15|38|RSP|JOSE DANIEL JIMENEZ VARGAS|EZBAI URIEL JIMENEZ DE LA ROSA
15|38|FS X MÉXICO|IENEVITH SARAHI GARAY CEDEÑO|ANDREA EVELYN REYES FIGUEROA
15|39|PAN|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PRI|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PRD|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PVEM|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|PT|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|MOVIMIENTO CIUDADANO|MARIA CONCEPCION RAMIREZ CASTRO|BLANCA YEDITH MARTINEZ VILLEGAS
15|39|MORENA|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|PES|MARIELA TEJEDA FERNANDEZ|LESLY SKARLET HERNANDEZ HERRERA
15|39|RSP|SIN CANDIDATURA|CONCEPCION DIAZ RAMIREZ
15|39|FS X MÉXICO|IRIS MARLENE CERVANTES VIZCAYA|ROCIO DOLORES TORRES LOPEZ
15|39|PAN_PRI_PRD|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PAN_PRI|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PAN_PRD|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PRI_PRD|ALAN CASTELLANOS RAMIREZ|OSCAR ERNESTO SALAZAR LUCAS
15|39|PVEM_PT_MORENA|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|PVEM_PT|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|PVEM_MORENA|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|39|PT_MORENA|JOSE LUIS MONTALVO LUNA|ADRIAN HUEMATZIN RIVERA VILLA
15|40|PAN|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PRI|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PRD|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PVEM|ERIC CONZUELO GONZALEZ|ANA MARIA GONZALEZ ARAUJO
15|40|PT|CECILIA MIRANDA FIRO|IRMA VICENTA HERNANDEZ GALVAN
15|40|MOVIMIENTO CIUDADANO|LETICIA GONZALEZ HERRERA|ERIKA ESQUIVEL CRUZ
15|40|MORENA|ALEJANDRO CAMINO CALIXTO|MOISES TEOFILO ALCANTARA
15|40|PES|BENITO MANGU CHIGORA|EUSEBIO JULIO XINGU
15|40|RSP|YAZMIN DE LA VEGA BECERRIL|NOEMI GONZALEZ DE LA CRUZ
15|40|FS X MÉXICO|ABIGAIL BERNAL ESQUIVEL|ELIZABETH PINEDA MENDEZ
15|40|PAN_PRI_PRD|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PAN_PRI|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PAN_PRD|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|40|PRI_PRD|JAVIER GONZALEZ ZEPEDA|VICTOR MANUEL HERNANDEZ GOMEZ
15|41|PAN|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PRI|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PRD|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PVEM|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|PT|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|MOVIMIENTO CIUDADANO|JORGE ABEL VARGAS DE ARCOS|VICTOR MANUEL MACIAS SOTRES
15|41|MORENA|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|PES|SIN CANDIDATURA|SIN CANDIDATURA
15|41|RSP|NOELIA HERNANDEZ FIGUEROA|WENDY LORENA FLORES GARCIA
15|41|FS X MÉXICO|JOANA MARIANA ALVARADO ANAYA|MITZI ISABEL ENCISO VELAZQUEZ
15|41|PAN_PRI_PRD|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PAN_PRI|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PAN_PRD|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PRI_PRD|SUE ELLEN BERNAL BOLNIK|XENIA DEYANIRA BARBOSA SOL
15|41|PVEM_PT_MORENA|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|PVEM_PT|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|PVEM_MORENA|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
15|41|PT_MORENA|MARIA MAGDALENA ALARCON ISLAS|ANITA CAUDILLO VARGAS
16|1|PAN|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PRI|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PRD|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PVEM|JOSE MARIA MENDOZA BETANCOURT|HERIBERTO OROZCO GALLARDO
16|1|PT|PEDRO RAMIREZ MEDINA|JOSUE MANUEL SANCHEZ AGUILAR
16|1|MOVIMIENTO CIUDADANO|JORGE BENJAMIN PAGOLA MOTA|JOSE ANTONIO MALDONADO LIRA
16|1|MORENA|LEONEL GODOY RANGEL|ANTONIO DE JESUS MADRIZ ESTRADA
16|1|PES|MARIA ESBEIDE VILLANUEVA MONTAÑO|MA GUADALUPE BUSTOS NUÑEZ
16|1|RSP|ISIDRO ANTONIO RUBIO RODRIGUEZ|CARLOS ARIEL REYES RAMIREZ
16|1|FS X MÉXICO|MINERVA BERMUDEZ DUARTE|ENEDINA ALVAREZ PEÑALOZA
16|1|PAN_PRI_PRD|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PAN_PRI|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PAN_PRD|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|1|PRI_PRD|ISABEL SANCHEZ GALVAN|LORENA SOLORIO RESENDIZ
16|2|PAN|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PRI|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PRD|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PVEM|ABRAHAM SOLORZANO SUAREZ|ALEJANDRA ALVAREZ ROMERO
16|2|PT|CUAUHTEMOC ORTIZ GORDILLO|ROGER DE LA ROSA FERRA
16|2|MOVIMIENTO CIUDADANO|MAGDELIN GUZMAN GARCIA|SHEILA GUADALUPE CUEVAS SOSA
16|2|MORENA|BELINDA ITURBIDE DIAZ|CELESTE GARCIA ALFARO
16|2|PES|ANDREA NAHIELY RAMIREZ CHAVEZ|TANEA PAOLA LAZARO MEDINA
16|2|RSP|JOSE REYES RIOS|OSCAR GUIZA PEREZ
16|2|FS X MÉXICO|AGUSTIN FERREIRA ESCUTIA|JOSE RAZO ZAMORA
16|2|PAN_PRI_PRD|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PAN_PRI|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PAN_PRD|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|2|PRI_PRD|MAURICIO PRIETO GOMEZ|NAYELI RAMIREZ CHAVARRIA
16|3|PAN|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PRI|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PRD|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PVEM|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|PT|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|MOVIMIENTO CIUDADANO|LUCIO BARRUETA DURAN|SERGIO DANIEL CAMACHO CAMPOS
16|3|MORENA|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|PES|SERGIO PACHECO FREEMAN|MANLIO ADAD BARAJAS BACA
16|3|RSP|MARIA DEL ROSARIO FLORES CARRANZA|MARCELA CARMONA GIESE
16|3|FS X MÉXICO|JONNAS ELIAS DURAN GERARDO|SILVIA ROJAS RIVERA
16|3|PAN_PRI_PRD|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PAN_PRI|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PAN_PRD|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PRI_PRD|OCTAVIO OCAMPO CORDOVA|GUILLERMO ALBERTO HOPE GOMEZ
16|3|PVEM_PT_MORENA|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|PVEM_PT|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|PVEM_MORENA|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|3|PT_MORENA|MARY CARMEN BERNAL MARTINEZ|LILIANA YARET CARREÑO ROMERO
16|4|PAN|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PRI|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PRD|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PVEM|ISELA OCHOA FLORES|DORA IRMA MACIAS SILVA
16|4|PT|ELPIDIO ALVAREZ QUINTERO|ARMANDO MORALES FERREIRA
16|4|MOVIMIENTO CIUDADANO|LUISA VIRIDIANA MUÑOZ HERNANDEZ|VERONICA GUADALUPE ABARCA HERRERA
16|4|MORENA|LOURDES ESPERANZA TORRES VARGAS|MARIA GUADALUPE FLORES RAMIREZ
16|4|PES|SERGIO LEAL GONZALEZ|MIGUEL BARRAGAN VALDES
16|4|RSP|ANDRES DOMINGO VIERA LOPEZ|JOSE ALBERTO CHAVEZ NOVOA
16|4|FS X MÉXICO|MARIA DEL CARMEN HEMAN LOPEZ|LUISA SANCHEZ LIRA
16|4|PAN_PRI_PRD|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PAN_PRI|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PAN_PRD|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|4|PRI_PRD|RODRIGO SANCHEZ ZEPEDA|EDUARDO FRANCO GONZALEZ
16|5|PAN|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PRI|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PRD|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PVEM|LUIS AGUSTIN GUILLEN|CARLOS ALBERTO MARTINEZ VILLANUEVA
16|5|PT|PAULINA ALEJANDRA QUINTANA VELAZQUEZ|MARIA TRINIDAD CHAVEZ MENDOZA
16|5|MOVIMIENTO CIUDADANO|EDITH GRACIELA RIOS RODRIGUEZ|MARIA RAMIREZ TORRES
16|5|MORENA|YOLANDA GUERRERO BARRERA|MARTHA JHOANNA TELLES ALCALA
16|5|PES|BLANCA ESTELA CORTES SANCHEZ|MERCEDES MARTHA SALAZAR ARELLANO
16|5|RSP|ADELA ESPINOSA DIAZ|REBECA ADRIANA CALDERON ARGUELLO
16|5|FS X MÉXICO|ANITA BEATRIZ HERNANDEZ CABRERA|MARTHA EUGENIA VERDUZCO MARTINEZ
16|5|PAN_PRI_PRD|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PAN_PRI|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PAN_PRD|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|5|PRI_PRD|ENRIQUE GODINEZ DEL RIO|GUSTAVO LOPEZ RODRIGUEZ
16|6|PAN|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PRI|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PRD|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PVEM|IRAIDA CATALINA QUIROZ MONTES|MONICA PAMELA ALMAGUER BRISEÑO
16|6|PT|ALMA YURITZI JUAREZ MARTINEZ|DULCE MARIA CHAVEZ JIMENEZ
16|6|MOVIMIENTO CIUDADANO|EDITH MARIELA CONTRERAS GONZALEZ|ESMERALDA CRUZ GOMEZ
16|6|MORENA|MARGARITO FIERROS TANO|CARLOS VILLEGAS GARCIA
16|6|PES|SERGIO STEFANO GARCIA CARMONA|ALBERTO ISAIAS ARREOLA GARDUÑO
16|6|RSP|MARTHA ESCOBEDO HERNANDEZ|LIZET ESPINO GUZMAN
16|6|FS X MÉXICO|CRISTINA SAUCEDO ESPINAL|NAYELY RANGEL HERNANDEZ
16|6|PAN_PRI_PRD|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PAN_PRI|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PAN_PRD|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|6|PRI_PRD|BERENICE JUAREZ NAVARRETE|GEORGINA TORRES JIMENEZ
16|7|PAN|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PRI|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PRD|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PVEM|JOSE ELEAZAR APARICIO TERCERO|JOSE GERARDO CHAGOLLA LOPEZ
16|7|PT|RICARDO CHAVEZ MARTINEZ|LUIS JAVIER CERVANTES RODRIGUEZ
16|7|MOVIMIENTO CIUDADANO|RENE VALENCIA MENDOZA|JORGE ANTONIO TORRES VIVANCO
16|7|MORENA|JUAN PABLO PUEBLA AREVALO|JOSE NETZAHUALCOYOTL SANTOS IGNACIO
16|7|PES|AYARY CONTRERAS SILVA|FLORENCIA DE LA CRUZ VELAZQUEZ
16|7|RSP|DAVID TORRES PARAMO|DENISSE DEYANIRA OLVERA ROJAS
16|7|FS X MÉXICO|VIDAL IGNACIO APOLONIO|MIGUEL ANGEL RIOS MENDEZ
16|7|PAN_PRI_PRD|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PAN_PRI|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PAN_PRD|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|7|PRI_PRD|ADRIANA CAMPOS HUIRACHE|ALEJANDRA GUTIERREZ ZAPIEN
16|8|PAN|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PRI|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PRD|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PVEM|SILVIA TOCAVEN SOLORIO|MARIA DE LOURDES CEDEÑO TEJEDA
16|8|PT|MARIA SALUD CARMEN HERNANDEZ RODRIGUEZ|MARTHA HERNANDEZ CALDERON
16|8|MOVIMIENTO CIUDADANO|LUCERO CIRCE LOPEZ RIOFRIO|SISSI PAULINA PEREZ VEGA
16|8|MORENA|MYRIAM MARTINEZ RAMIREZ|LAURA ENRIQUETA SANCHEZ DOMINGUEZ
16|8|PES|DORAMITZI GONZALEZ HERNANDEZ|GEMMA MENDEZ DELGADO
16|8|RSP|FABIOLA PAOLA VILLA ESPINOZA|MARIA ISABEL GARCIA FERNANDEZ
16|8|FS X MÉXICO|LUCIA BERENICE CRUZ GARCIA|GUADALUPE CRUZ PARRA
16|8|PAN_PRI_PRD|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PAN_PRI|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PAN_PRD|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|8|PRI_PRD|ROBERTO CARLOS LOPEZ GARCIA|RUBI RANGEL REYES
16|9|PAN|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PRI|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PRD|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PVEM|GUADALUPE ARACELI MENDOZA ARIAS|MARLEN HERNANDEZ GUTIERREZ
16|9|PT|ADRIANA AMEZCUA GARIBAY|EULALIA LEDESMA ALVAREZ
16|9|MOVIMIENTO CIUDADANO|LORENA VALLADARES BARRAGAN|XOCHITL ATZIMBA MORALES DIAZ
16|9|MORENA|CARLOS ALBERTO MANZO RODRIGUEZ|ESTEBAN RAFAEL CONSTANTINO MAGAÑA
16|9|PES|FERNANDO ANAYA GARCIA|JOSE LUIS HUANTE COURCELLE
16|9|RSP|ALEJANDRO AGUILAR RUIZ|LUIS ANTONIO EQUIHUA VILLICAÑA
16|9|FS X MÉXICO|LAURA LOPEZ LUJAN|ALMA MICHEL RIVERA ZAVALA
16|9|PAN_PRI_PRD|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PAN_PRI|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PAN_PRD|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|PRI_PRD|EDNA GISEL DIAZ ACEVEDO|MARIA EMILIA REYES OSEGUERA
16|9|CI_3|CARLOS ALEJANDRO BAUTISTA TAFOLLA|MIREYA VIANEY MONTIEL BUCIO
16|10|PAN|CARLOS HUMBERTO QUINTANA MARTINEZ|OMAR FRANCISCO GUDIÑO MAGAÑA
16|10|PRI|CARLOS HUMBERTO QUINTANA MARTINEZ|OMAR FRANCISCO GUDIÑO MAGAÑA
16|10|PRD|CARLOS HUMBERTO QUINTANA MARTINEZ|OMAR FRANCISCO GUDIÑO MAGAÑA
16|10|PVEM|JORGE OSNAYA GONZALEZ|LUIS JAVIER LEMUS CONTRERAS
16|10|PT|ULISES MERINO GARCIA|CARLOS DIAZ ORTIZ
16|10|MOVIMIENTO CIUDADANO|BERNARDO MARIA LEON OLEA|MIRIAM HEREDIA ZERTUCHE
16|10|MORENA|GRACIELA CARMINA ANDRADE GARCIA PELAEZ|MARCELA BARRIENTOS GARCIA
16|10|PES|CARLOS GUILLERMO CASTELLANOS GARCIA ROJAS|ALVARO CORREA GARCIA
16|10|RSP|SALVADOR CARRILLO DURAN|JUAN PEDRO DE LOS REYES AGUILAR
16|10|FS X MÉXICO|ZOE TAMAR INFANTE JIMENEZ|ROMULO DUARTE DUARTE
16|10|PAN_PRI_PRD|CARLOS HUMBERTO QUINTANA MARTINEZ|OMAR FRANCISCO GUDIÑO MAGAÑA
16|10|PAN_PRI|CARLOS HUMBERTO QUINTANA MARTINEZ|OMAR FRANCISCO GUDIÑO MAGAÑA
