200
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|PAN_PRI|CNR|NULOS|TOTAL|LBS|JMFP|JMR|MIDLF|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
27|1|940|B|1|0|M|627|12|16|255|E2701|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|30|0|1|N
27|1|942|C|3|0|R|588|12|16|255|E2701|93|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|3|6|1|N
27|1|945|C|3|0|R|662|12|16|255|E2701|96|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|11|44|1|N
27|1|951|B|1|0|R|479|12|16|255|E2701|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|24|34|1|N
27|1|1091|B|1|0|U|438|17|21|255|E2701|103|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|46|1|4|N
27|1|1095|B|1|0|U|388|17|21|255|E2701|104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|24|10|1|N
27|1|1096|C|1|0|U|587|17|21|255|E2701|105|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|20|36|1|N
27|1|1099|C|1|0|U|534|17|21|255|E2701|107|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|19|5|4|N
27|1|1101|C|2|0|U|526|17|21|255|E2701|109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|33|53|1|N
27|1|1105|C|1|0|U|653|17|21|255|E2701|111|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|43|58|1|N
27|1|1111|B|1|0|R|717|17|21|255|E2701|116|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|44|34|1|N
27|1|1119|C|1|0|R|521|17|21|255|E2701|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|37|28|1|N
27|1|1128|C|1|0|R|419|17|21|255|E2701|123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|46|21|1|N
27|2|48|B|1|0|U|599|2|3|256|E2702|3|47|23|86|7|9|59|13|17|17|11|0|6|5|0|300|76|86|74|59|2024|4|25|14|12|50|1|N
27|2|49|B|1|0|U|521|2|3|256|E2702|3|49|20|77|7|7|36|18|11|14|17|0|5|0|0|261|74|77|74|36|2024|4|25|14|18|1|1|N
27|2|50|C|2|0|U|528|2|3|256|E2702|5|41|32|70|6|5|36|25|9|22|10|0|2|6|0|264|75|70|77|36|2024|4|25|14|8|3|4|N
27|2|59|B|1|0|U|456|2|2|256|E2702|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|34|44|4|N
27|2|66|B|1|0|U|670|2|3|256|E2702|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|23|4|4|N
27|2|68|B|1|0|U|650|2|2|256|E2702|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|26|33|1|N
27|2|69|B|1|0|U|618|2|2|256|E2702|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|34|44|4|N
27|2|71|C|6|0|U|660|2|1|256|E2702|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|32|11|1|N
27|2|73|B|1|0|U|409|2|2|256|E2702|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|14|39|4|N
27|2|74|B|1|0|U|663|2|3|256|E2702|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|17|10|4|N
27|2|81|C|2|0|U|640|2|1|256|E2702|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|24|21|1|N
27|2|87|B|1|0|U|582|2|3|256|E2702|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|34|38|1|N
27|2|87|C|2|0|U|581|2|3|256|E2702|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|19|51|4|N
27|2|90|C|1|0|R|665|2|2|256|E2702|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|15|34|1|N
27|2|92|C|1|0|U|522|2|2|256|E2702|64|46|24|69|6|4|41|13|15|10|10|0|2|1|0|241|72|69|58|41|2024|4|25|15|20|36|4|N
27|2|107|C|1|0|R|664|2|2|256|E2702|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|8|15|1|N
27|2|113|C|1|0|M|417|2|1|256|E2702|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|30|11|1|N
27|2|114|C|1|0|U|474|2|1|256|E2702|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|10|29|1|N
27|2|121|C|1|0|U|518|2|3|256|E2702|40|39|33|71|8|5|39|20|7|10|13|0|7|5|0|257|79|71|63|39|2024|4|25|15|41|52|1|N
27|2|146|B|1|0|R|655|2|3|256|E2702|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|24|28|1|N
27|2|148|C|3|0|U|591|2|2|256|E2702|57|57|31|86|12|10|46|17|8|14|16|0|4|6|0|307|92|86|77|46|2024|4|25|15|43|59|4|N
27|2|149|B|1|0|R|681|2|3|256|E2702|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|2|154|B|1|0|U|631|2|2|256|E2702|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|31|33|1|N
27|2|156|B|1|0|M|555|2|2|256|E2702|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|6|51|1|N
27|2|158|B|1|0|U|420|2|1|256|E2702|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|50|52|1|N
27|2|163|C|2|0|M|567|2|1|256|E2702|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|14|14|1|N
27|2|685|B|1|0|U|475|8|15|256|E2702|111|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|14|45|1|N
27|2|687|B|1|0|U|528|8|15|256|E2702|106|40|22|82|9|6|47|17|7|7|11|0|5|0|0|253|67|82|57|47|2024|4|25|14|10|36|4|N
27|2|701|B|1|0|U|390|8|1|256|E2702|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|46|37|4|N
27|2|713|C|1|0|R|558|8|1|256|E2702|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|23|38|1|N
27|2|718|C|1|0|U|508|8|1|256|E2702|97|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|56|42|1|N
27|2|733|C|2|0|R|601|8|1|256|E2702|113|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|9|43|1|N
27|2|737|C|1|0|R|397|8|15|256|E2702|112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|37|35|1|N
27|2|759|B|1|0|R|643|8|15|256|E2702|122|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|29|0|1|N
27|2|768|B|1|0|U|466|8|15|256|E2702|135|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|58|38|1|N
27|2|770|B|1|0|R|554|8|15|256|E2702|119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|25|29|1|N
27|2|780|B|1|0|R|537|8|15|256|E2702|139|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|40|58|1|N
27|3|515|B|1|0|U|660|5|11|257|E2703|67|88|31|108|16|9|52|10|12|6|7|5|0|3|1|348|119|108|65|52|2024|4|25|15|46|32|1|N
27|3|516|C|1|0|U|711|5|12|257|E2703|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|17|22|1|N
27|3|517|C|1|0|U|536|5|12|257|E2703|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|19|10|1|N
27|3|518|B|1|0|U|538|5|11|257|E2703|67|55|23|92|6|14|47|12|9|5|5|1|1|2|0|272|79|92|52|47|2024|4|25|15|43|30|1|N
27|3|532|C|1|0|U|413|5|11|257|E2703|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|56|44|4|N
27|3|536|C|1|0|U|634|5|12|257|E2703|41|60|34|101|6|15|60|16|13|3|6|2|1|0|0|317|95|101|61|60|2024|4|25|15|7|6|4|N
27|3|540|C|1|0|R|440|5|19|257|E2703|5|55|23|59|7|12|33|10|8|3|5|2|0|0|0|217|78|59|47|33|2024|4|25|14|9|15|1|N
27|3|542|C|2|0|R|507|5|19|257|E2703|2|47|19|77|16|17|36|15|13|3|2|4|0|3|0|252|66|77|70|36|2024|4|25|14|6|54|1|N
27|3|545|C|1|0|R|548|5|19|257|E2703|2|64|23|86|13|5|35|8|7|5|9|3|0|1|0|259|87|86|50|35|2024|4|25|14|3|56|1|N
27|3|550|B|1|0|R|619|5|11|257|E2703|43|69|31|102|11|11|59|11|14|3|11|2|0|0|0|324|100|102|63|59|2024|4|25|15|5|43|4|N
27|3|554|C|1|0|R|652|5|12|257|E2703|9|60|27|109|17|12|62|16|13|5|8|4|0|0|0|333|87|109|75|62|2024|4|25|15|36|3|4|N
27|3|565|C|2|0|U|558|5|12|257|E2703|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|32|41|1|N
27|3|568|C|2|0|U|616|5|12|257|E2703|12|47|23|122|9|14|55|13|7|3|7|2|0|2|0|304|70|122|55|55|2024|4|25|15|35|10|4|N
27|3|576|C|3|0|M|632|5|12|257|E2703|18|66|36|6|13|12|45|15|10|5|6|2|0|1|0|217|102|6|63|45|2024|4|25|15|39|43|4|N
27|3|582|C|1|0|R|550|5|12|257|E2703|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|23|1|1|N
27|3|582|C|2|0|R|550|5|12|257|E2703|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|16|50|1|N
27|3|584|B|1|0|U|732|5|12|257|E2703|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|23|23|4|N
27|3|592|C|1|0|R|621|5|11|257|E2703|56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|38|4|N
27|3|598|C|2|0|R|562|5|12|257|E2703|35|56|24|105|5|7|40|10|12|2|11|3|0|2|0|277|80|105|50|40|2024|4|25|15|5|1|4|N
27|3|601|C|1|0|U|626|5|12|257|E2703|24|67|32|106|11|15|53|15|5|5|8|13|0|1|0|331|99|106|72|53|2024|4|25|15|25|9|1|N
27|3|608|C|1|0|R|652|5|11|257|E2703|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|38|49|1|N
27|3|613|C|1|0|U|714|6|13|257|E2703|100|76|37|118|10|11|47|14|12|4|5|7|3|4|1|349|116|118|63|47|2024|4|25|14|3|41|4|N
27|3|626|C|1|0|R|568|6|11|257|E2703|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|52|1|N
27|3|642|C|3|0|U|633|6|13|257|E2703|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|37|18|4|N
27|3|643|B|1|0|R|600|6|13|257|E2703|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|9|1|1|N
27|3|645|C|3|0|R|574|6|13|257|E2703|81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|6|23|1|N
27|3|662|C|1|0|R|735|6|13|257|E2703|95|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|35|35|1|N
27|3|667|B|1|0|R|583|6|13|257|E2703|95|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|42|51|1|N
27|3|1147|B|1|0|U|726|5|12|257|E2703|36|72|26|155|11|10|53|17|8|3|13|7|0|3|0|378|98|155|69|53|2024|4|25|15|32|47|4|N
27|4|236|B|1|0|U|410|4|7|258|E2704|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|45|58|1|N
27|4|241|B|1|0|U|596|4|7|258|E2704|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|13|2|N
27|4|243|C|1|0|U|647|4|7|258|E2704|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|253|C|2|0|U|643|4|7|258|E2704|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|256|C|1|0|U|572|4|7|258|E2704|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|39|22|4|N
27|4|257|C|1|0|U|659|4|7|258|E2704|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|279|B|1|0|U|560|4|7|258|E2704|72|40|27|111|7|10|43|12|13|3|4|3|2|1|0|276|69|111|52|43|2024|4|25|14|16|24|4|N
27|4|294|B|1|0|U|739|4|7|258|E2704|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|58|57|1|N
27|4|300|C|1|0|U|491|4|9|258|E2704|105|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|5|8|4|N
27|4|313|B|1|0|U|604|4|9|258|E2704|111|44|36|112|11|8|49|12|11|4|12|3|0|2|0|304|80|112|61|49|2024|4|25|14|12|38|4|N
27|4|314|C|3|0|U|715|4|8|258|E2704|88|41|41|130|11|12|64|17|14|3|6|10|1|3|0|353|83|130|73|64|2024|4|25|14|13|15|4|N
27|4|319|B|1|0|U|403|4|9|258|E2704|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|43|14|1|N
27|4|323|B|1|0|U|443|4|9|258|E2704|114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|31|5|1|N
27|4|327|B|1|0|U|531|4|8|258|E2704|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|338|B|1|0|U|436|4|9|258|E2704|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|345|C|2|0|U|705|4|8|258|E2704|92|52|40|142|14|12|57|14|10|6|11|7|0|3|0|368|92|142|74|57|2024|4|25|14|11|13|4|N
27|4|352|C|1|0|U|477|4|9|258|E2704|128|29|26|98|6|4|29|4|6|4|9|7|0|4|0|226|55|98|40|29|2024|4|25|14|11|43|4|N
27|4|356|C|2|0|U|593|4|9|258|E2704|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|359|B|1|0|U|676|4|9|258|E2704|122|47|30|129|7|5|46|18|10|5|8|2|1|3|0|311|78|129|55|46|2024|4|25|15|10|48|4|N
27|4|359|C|2|0|U|676|4|9|258|E2704|122|47|43|127|14|7|50|18|10|5|12|7|0|2|0|342|90|127|73|50|2024|4|25|15|11|51|4|N
27|4|363|B|1|0|U|470|4|9|258|E2704|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|8|13|1|N
27|4|369|B|1|0|U|662|4|8|258|E2704|96|34|41|130|12|11|55|18|11|6|10|1|1|3|0|333|76|130|69|55|2024|4|25|15|29|2|4|N
27|4|379|B|1|0|U|527|4|9|258|E2704|134|51|33|97|9|10|36|12|10|1|8|2|1|3|0|273|85|97|52|36|2024|4|25|14|15|9|4|N
27|4|386|B|1|0|U|465|4|9|258|E2704|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|25|5|1|N
27|4|402|B|1|0|U|483|4|9|258|E2704|136|23|37|106|5|5|46|7|8|3|7|7|1|2|0|257|61|106|42|46|2024|4|25|15|17|26|4|N
27|4|416|C|3|0|U|690|4|9|258|E2704|139|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|3|59|4|N
27|4|426|C|1|0|U|589|4|6|258|E2704|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|49|4|N
27|4|428|C|2|0|U|508|4|6|258|E2704|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|22|28|1|N
27|4|429|C|2|0|U|710|4|6|258|E2704|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|44|31|1|N
27|4|438|C|1|0|R|592|4|6|258|E2704|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|438|C|3|0|R|591|4|6|258|E2704|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|443|B|1|0|M|664|4|6|258|E2704|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|28|25|1|N
27|4|446|C|2|0|U|646|4|6|258|E2704|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|4|448|C|1|0|R|557|4|6|258|E2704|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|1|43|1|N
27|4|1165|C|2|0|U|641|4|6|258|E2704|27|47|32|107|14|3|44|16|19|11|10|5|1|1|0|310|80|107|78|44|2024|4|25|14|12|55|4|N
27|4|1183|B|1|0|U|607|4|6|258|E2704|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|31|25|4|N
27|5|197|C|1|0|R|628|3|4|259|E2705|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|58|4|N
27|5|198|B|1|0|R|612|3|4|259|E2705|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|30|49|4|N
27|5|200|C|2|0|R|620|3|4|259|E2705|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|33|45|4|N
27|5|204|B|1|0|R|518|3|4|259|E2705|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|27|32|1|N
27|5|205|C|1|0|R|701|3|4|259|E2705|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|7|12|4|N
27|5|213|B|1|0|U|657|3|4|259|E2705|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|42|53|1|N
27|5|228|B|1|0|R|449|3|4|259|E2705|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|37|57|4|N
27|5|824|C|1|0|U|612|10|17|259|E2705|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|13|53|4|N
27|5|825|C|2|0|U|605|10|17|259|E2705|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|1|30|4|N
27|5|829|C|4|0|M|688|10|17|259|E2705|58|62|33|101|7|11|65|8|26|7|14|0|0|9|0|343|95|101|73|65|2024|4|25|15|47|46|1|N
27|5|838|C|1|0|U|603|10|17|259|E2705|66|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|55|34|4|N
27|5|840|C|1|0|U|696|10|17|259|E2705|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|5|840|C|2|0|U|696|10|17|259|E2705|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|32|24|1|N
27|5|842|C|3|0|R|672|10|17|259|E2705|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|58|45|4|N
27|5|956|C|2|0|U|687|13|18|259|E2705|81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|33|10|1|N
27|5|966|C|1|0|R|475|13|17|259|E2705|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|32|57|4|N
27|5|969|B|1|0|R|614|13|17|259|E2705|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|5|41|2|N
27|5|972|B|1|0|U|701|13|18|259|E2705|86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|59|37|1|N
27|5|973|C|1|0|R|541|13|18|259|E2705|87|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|58|10|1|N
27|5|999|B|1|0|U|533|14|19|259|E2705|122|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|44|42|4|N
27|5|1009|C|1|0|R|614|14|19|259|E2705|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|27|42|1|N
27|5|1014|C|3|0|R|608|14|19|259|E2705|109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|23|38|4|N
27|5|1017|B|1|0|U|649|14|19|259|E2705|112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|0|33|4|N
27|5|1019|B|1|0|R|588|14|19|259|E2705|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|30|17|1|N
27|5|1020|B|1|0|R|702|14|19|259|E2705|113|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|5|42|4|N
27|5|1022|C|3|0|R|713|14|19|259|E2705|135|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|54|17|1|N
27|5|1027|C|1|0|R|594|14|19|259|E2705|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|45|33|1|N
27|5|1029|C|1|0|R|720|14|19|259|E2705|137|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|6|9|1|N
27|5|1032|E|1|1|R|474|14|19|259|E2705|133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|51|7|1|N
27|5|1136|C|1|0|U|677|13|18|259|E2705|92|66|40|103|11|10|66|10|26|6|8|8|1|6|1|362|107|103|79|66|2024|4|25|12|29|45|4|N
