6345
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PT|PVEM|MC|MORENA|PES|RSP|FPM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI1|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|1|478|C|2|0|2|728|10|4|0|E0|0||104|84|34|38|15|0|9|114|2|13|2|2|2|0|1|0|0|0|0|0|0|15|331|2021|6|2|0|10|11|1|N
1|1|478|C|8|0|2|728|10|4|0|E0|0||106|25|42|27|21|11|1|174|9|12|2|4|1|0|1|0|0|0|0|0|3|7|340|2021|6|2|0|8|48|1|N
1|1|482|B|1|0|3|664|11|2|0|E0|0||131|90|66|12|0|15|4|52|16|0|0|0|0|0|1|0|0|0|0|0|0|21|277|2021|6|2|0|11|42|1|N
1|2|80|C|4|0|2|698|1|5|0|E0|0||2|39|75|0|8|16|8|121|15|7|15|0|0|0|0|0|0|0|1|0|0|11|316|2021|6|1|23|56|15|1|N
1|2|84|B|1|0|1|724|1|12|0|E0|0||112|102|57|7|11|14|11|122|4|12|7|0|0|0|0|0|0|0|1|0|1|9|358|2021|6|1|23|56|1|1|N
1|2|94|B|1|0|1|610|1|13|0|E0|0||46|89|64|8|10|17|11|60|0|9|14|0|0|0|0|0|0|0|1|0|0|13|296|2021|6|1|23|56|18|1|N
1|2|96|C|2|0|1|627|1|13|0|E0|0||48|73|79|18|4|22|11|70|7|11|6|0|0|0|0|0|0|0|1|0|0|11|313|2021|6|1|23|54|42|1|N
1|2|97|C|1|0|1|472|1|13|0|E0|0||67|152|51|12|10|22|5|39|20|6|12|0|0|0|0|0|0|0|1|0|0|17|347|2021|6|1|23|53|58|1|N
1|2|100|C|1|0|1|526|1|13|0|E0|0||67|176|69|12|11|8|12|96|12|7|8|0|0|0|0|0|0|0|1|0|0|12|424|2021|6|1|23|55|10|1|N
1|2|101|B|1|0|1|568|1|13|0|E0|0||57|59|97|9|14|13|10|100|9|5|10|0|0|0|0|0|0|0|2|0|0|12|340|2021|6|1|23|53|58|1|N
1|2|132|C|1|0|1|475|1|15|0|E0|0||100|96|26|5|6|12|6|54|8|2|7|0|0|0|0|0|0|0|1|0|0|11|234|2021|6|1|23|54|4|1|N
1|2|155|E|1|5|1|719|1|15|0|E0|0||130|119|28|14|16|6|5|93|9|15|8|0|0|0|0|0|0|0|0|0|1|9|323|2021|6|1|23|53|27|1|N
1|2|495|B|1|0|1|597|1|12|0|E0|0||31|47|62|8|0|9|8|50|13|15|4|0|0|0|0|0|0|0|1|0|1|17|235|2021|6|2|0|11|38|1|N
1|2|499|B|1|0|1|483|1|13|0|E0|0||71|179|78|15|1|17|5|69|0|11|9|0|0|0|0|0|0|0|0|0|0|17|401|2021|6|2|0|9|28|1|N
1|2|520|C|1|0|1|393|1|14|0|E0|0||120|110|79|15|10|5|11|106|21|10|12|0|0|0|0|0|0|0|0|0|0|8|387|2021|6|2|0|10|22|1|N
1|2|532|B|1|0|1|500|1|15|0|E0|0||127|66|106|26|9|19|12|90|9|11|11|0|0|0|0|0|0|0|1|0|0|16|376|2021|6|2|0|8|48|1|N
1|2|549|C|3|0|1|623|1|16|0|E0|0||79|26|21|3|12|13|8|53|12|6|2|0|0|0|0|0|0|0|1|0|2|8|167|2021|6|2|0|9|43|1|N
1|2|557|C|1|0|1|426|1|16|0|E0|0||83|119|77|4|4|10|5|139|5|6|9|0|0|0|0|0|0|0|3|0|0|8|389|2021|6|2|0|11|24|1|N
1|2|579|C|1|0|1|380|1|16|0|E0|0||137|76|56|8|12|8|10|112|19|9|13|0|0|0|0|0|0|0|0|0|0|5|328|2021|6|2|0|12|2|1|N
1|2|588|B|1|0|1|583|1|16|0|E0|0||134|82|55|3|9|12|11|60|2|9|8|0|0|0|0|0|0|0|1|0|0|9|261|2021|6|2|0|9|16|1|N
1|2|589|B|1|0|2|690|1|16|0|E0|0||92|125|42|12|14|16|4|124|13|4|9|0|0|0|0|0|0|0|2|0|1|10|376|2021|6|2|0|9|59|1|N
1|2|599|C|1|0|1|499|1|5|0|E0|0||5|142|70|15|17|19|12|102|7|3|5|0|0|0|0|0|0|0|0|0|0|9|401|2021|6|2|0|10|11|1|N
1|2|610|C|1|0|2|748|1|12|0|E0|0||23|99|43|13|10|7|8|126|22|8|8|0|0|0|0|0|0|0|2|0|1|6|353|2021|6|2|0|8|32|1|N
1|3|5|B|1|0|1|395|1|6|0|E0|0||18|44|73|5|6|10|10|72|0|11|14|0|0|0|0|0|0|0|2|0|1|18|266|2021|6|1|23|56|20|1|N
1|3|17|C|1|0|1|508|1|6|0|E0|0||31|198|50|5|12|22|0|90|8|12|8|0|0|0|0|0|0|0|1|0|2|12|420|2021|6|1|23|54|19|1|N
1|3|29|B|1|0|1|417|1|11|0|E0|0||28|175|69|3|15|10|14|68|6|16|12|0|0|0|0|0|0|0|1|0|0|19|408|2021|6|1|23|55|52|1|N
1|3|41|C|6|0|1|662|1|6|0|E0|0||4|51|53|4|15|17|9|110|10|10|1|0|0|0|0|0|0|0|0|0|1|14|295|2021|6|1|23|53|23|1|N
1|3|48|C|2|0|1|636|1|6|0|E0|0||13|44|73|5|6|10|10|72|0|11|14|0|0|0|0|0|0|0|2|0|1|18|266|2021|6|1|23|55|32|1|N
1|3|53|B|1|0|1|530|1|6|0|E0|0||16|174|53|0|12|23|5|104|10|13|13|0|0|0|0|0|0|0|1|0|1|18|427|2021|6|1|23|54|25|1|N
1|3|79|B|1|0|1|377|1|11|0|E0|0||37|109|91|6|4|11|6|91|14|15|8|0|0|0|0|0|0|0|0|0|0|22|377|2021|6|1|23|55|16|1|N
1|3|169|B|1|0|1|696|1|14|0|E0|0||111|171|73|8|1|7|9|77|6|12|2|0|0|0|0|0|0|0|0|0|0|15|381|2021|6|1|23|55|59|1|N
1|3|181|B|1|0|1|635|1|11|0|E0|0||52|95|92|4|7|21|7|76|10|15|7|0|0|0|0|0|0|0|1|0|0|6|341|2021|6|2|0|4|8|1|N
1|3|223|B|1|0|1|721|1|17|0|E0|0||83|238|20|4|2|15|9|86|10|8|9|0|0|0|0|0|0|0|0|0|0|12|413|2021|6|2|0|4|0|1|N
1|3|225|C|1|0|1|482|1|17|0|E0|0||87|144|39|4|12|20|12|114|7|9|9|0|0|0|0|0|0|0|0|0|1|14|385|2021|6|2|0|3|23|1|N
1|3|226|C|1|0|1|452|1|17|0|E0|0||93|109|91|6|4|11|6|91|14|15|8|0|0|0|0|0|0|0|0|0|0|22|377|2021|6|2|0|3|39|1|N
1|3|230|C|1|0|1|649|1|17|0|E0|0||88|0|72|1|5|19|13|87|3|3|4|0|0|0|0|0|0|0|1|0|0|11|219|2021|6|2|0|3|26|1|N
1|3|234|C|1|0|1|391|1|17|0|E0|0||90|88|43|5|8|9|5|66|2|2|4|0|0|0|0|0|0|0|2|0|1|8|243|2021|6|2|0|2|51|1|N
1|3|245|C|1|0|1|413|1|17|0|E0|0||92|112|55|0|16|22|7|93|8|9|10|0|0|0|0|0|0|0|0|0|0|14|346|2021|6|2|0|2|59|1|N
1|3|270|E|1|1|1|633|1|9|0|E0|0||99|110|90|8|8|2|4|123|8|10|4|0|0|0|0|0|0|0|3|0|3|15|388|2021|6|2|0|4|19|1|N
1|3|293|C|1|0|1|455|1|10|0|E0|0||49|60|22|2|11|11|2|78|13|6|5|0|0|0|0|0|0|0|0|0|1|21|232|2021|6|2|0|4|45|1|N
1|3|330|C|1|0|3|664|1|9|0|E0|0||129|101|85|3|7|14|4|99|8|3|7|0|0|0|0|0|0|0|0|0|1|5|337|2021|6|2|0|2|38|1|N
1|3|337|C|1|0|3|646|1|9|0|E0|0||128|146|61|2|7|16|8|80|11|12|8|0|0|0|0|0|0|0|0|0|1|24|376|2021|6|2|0|4|17|1|N
1|3|535|C|1|0|1|544|1|18|0|E0|0||118|104|81|5|16|14|4|106|13|16|1|0|0|0|0|0|0|0|0|0|1|10|371|2021|6|2|0|8|28|1|N
2|1|378|B|1|0|1|547|2|2|0|E0|0||6|91|42|3|18|8|3|210|5|15|13|4|1|0|0|0|0|0|2|0|0|22|437|2021|6|1|23|56|4|1|N
2|1|385|B|1|0|1|724|2|2|0|E0|0||3|120|26|1|13|29|2|184|7|12|12|0|0|0|0|0|0|0|1|0|0|11|418|2021|6|1|23|56|33|1|N
2|1|398|C|9|0|1|728|2|2|0|E0|0||13|64|18|4|12|17|7|193|5|0|8|0|0|0|0|0|0|0|2|0|0|11|341|2021|6|1|23|55|35|1|N
2|1|444|B|1|0|1|749|2|2|0|E0|0||18|91|23|4|9|1|12|209|11|12|6|1|0|1|0|0|0|0|3|0|1|6|390|2021|6|1|23|56|27|1|N
2|1|444|C|4|0|1|749|2|2|0|E0|0||18|105|11|6|11|6|15|143|10|11|3|6|0|0|0|0|0|0|0|0|0|5|332|2021|6|1|23|54|19|1|N
2|1|455|C|3|0|1|606|2|2|0|E0|0||21|13|21|1|18|5|7|183|17|12|5|2|2|0|0|0|0|0|3|0|0|5|294|2021|6|1|23|55|10|1|N
2|1|467|C|2|0|1|538|2|2|0|E0|0||23|80|15|3|12|14|1|117|11|14|15|0|2|1|1|0|0|0|3|0|1|10|300|2021|6|1|23|54|33|1|N
2|1|470|B|1|0|1|734|2|2|0|E0|0||57|44|12|4|7|7|5|189|10|14|8|1|1|0|0|0|0|0|2|0|0|7|311|2021|6|1|23|55|52|1|N
2|1|470|C|10|0|1|734|2|2|0|E0|0||59|46|13|0|4|2|4|91|2|4|5|0|0|0|0|0|0|0|0|0|0|5|176|2021|6|1|23|55|41|1|N
2|1|470|C|19|0|1|733|2|2|0|E0|0||60|132|21|3|3|13|4|157|5|14|5|1|3|0|0|0|0|0|2|0|1|9|373|2021|6|1|23|55|38|1|N
2|1|477|B|1|0|1|680|2|2|0|E0|0||55|11|15|2|19|24|6|146|18|10|4|0|2|0|1|0|0|0|0|0|0|8|266|2021|6|1|23|53|54|1|N
2|1|481|B|1|0|1|508|2|2|0|E0|0||30|45|21|4|7|4|8|182|9|14|10|1|4|0|1|0|0|0|2|0|0|10|322|2021|6|1|23|54|57|1|N
2|1|483|B|1|0|1|617|2|2|0|E0|0||56|99|40|3|9|0|2|141|11|5|5|1|0|0|0|0|0|0|1|0|1|12|330|2021|6|1|23|56|9|1|N
2|1|488|C|8|0|1|729|2|2|0|E0|0||45|52|21|2|14|7|4|51|9|6|5|2|1|0|1|0|0|0|0|0|0|11|186|2021|6|1|23|54|45|1|N
2|1|488|C|9|0|1|729|2|2|0|E0|0||45|100|9|2|15|10|9|95|11|16|15|0|1|0|0|0|0|0|0|0|1|7|291|2021|6|1|23|55|30|1|N
2|1|501|C|5|0|1|720|2|2|0|E0|0||64|44|33|1|5|7|3|125|13|0|5|2|2|0|1|0|0|0|5|0|0|12|258|2021|6|1|23|56|30|1|N
2|1|549|B|1|0|3|452|2|1|0|E0|0||112|111|26|7|9|2|13|92|13|8|14|1|2|1|1|0|0|0|1|0|0|5|306|2021|6|1|23|53|54|1|N
2|1|550|E|1|0|3|535|2|1|0|E0|0||114|127|36|6|12|12|8|172|8|2|9|2|1|0|0|0|0|0|2|0|0|19|416|2021|6|1|23|56|36|1|N
2|1|553|B|1|0|2|500|2|1|0|E0|0||97|64|28|4|12|7|7|215|2|11|6|1|1|0|1|0|0|0|2|0|2|3|366|2021|6|1|23|56|4|1|N
2|1|553|C|1|0|2|500|2|1|0|E0|0||97|90|15|5|16|0|6|158|16|9|11|0|1|0|0|0|0|0|5|0|1|16|349|2021|6|1|23|54|33|1|N
2|1|557|B|1|0|3|442|2|1|0|E0|0||109|92|26|6|11|11|16|189|12|14|14|1|2|2|0|0|0|0|0|0|0|0|396|2021|6|1|23|55|35|1|N
2|1|574|B|1|0|3|749|2|1|0|E0|0||113|92|18|3|16|10|5|127|16|9|7|1|1|0|1|0|0|0|0|0|0|5|311|2021|6|1|23|56|15|1|N
2|1|588|C|1|0|3|503|2|1|0|E0|0||106|31|22|4|7|15|9|80|9|8|4|3|1|0|1|0|0|0|4|0|0|12|210|2021|6|1|23|54|22|1|N
2|1|591|C|1|0|2|377|2|1|0|E0|0||115|74|15|0|9|21|16|158|9|16|5|0|1|0|0|0|0|0|0|0|1|5|330|2021|6|1|23|54|48|1|N
2|1|597|C|1|0|3|746|2|1|0|E0|0||127|64|18|3|16|24|5|140|11|11|7|1|0|0|1|0|0|0|1|0|1|2|305|2021|6|1|23|55|1|1|N
2|1|613|C|1|0|2|640|2|1|0|E0|0||124|71|28|5|3|11|5|145|11|8|7|2|1|1|1|0|0|0|2|0|0|15|316|2021|6|1|23|54|8|1|N
2|1|645|C|5|0|1|736|2|1|0|E0|0||147|78|26|3|5|17|14|192|15|5|7|0|4|0|0|0|0|0|0|0|1|12|379|2021|6|1|23|54|33|1|N
2|1|1825|B|1|0|1|388|2|1|0|E0|0||84|83|26|7|20|18|11|159|5|17|8|0|0|1|0|0|0|0|0|0|0|0|355|2021|6|2|0|10|7|1|N
2|1|1943|B|1|0|1|477|2|2|0|E0|0||70|53|34|5|15|8|13|11|0|9|8|1|0|1|1|0|0|0|6|0|0|16|181|2021|6|2|0|11|35|1|N
2|1|1948|C|2|0|1|741|2|1|0|E0|0||72|37|32|3|18|6|8|92|10|0|5|1|3|0|0|0|0|0|0|0|0|6|221|2021|6|2|0|8|36|1|N
2|2|215|B|1|0|1|644|2|4|0|E0|0||19|53|25|5|9|7|12|139|9|13|16|0|0|0|0|0|0|0|0|0|0|14|302|2021|6|1|23|53|51|1|N
2|2|221|B|1|0|1|699|2|3|0|E0|0||77|69|44|2|10|11|11|172|1|14|1|0|0|0|0|0|0|0|0|0|0|6|341|2021|6|1|23|55|32|1|N
2|2|233|B|1|0|1|657|2|4|0|E0|0||22|139|30|1|17|21|7|152|10|0|5|0|0|0|0|0|0|0|0|0|0|11|393|2021|6|1|23|54|12|1|N
2|2|239|B|1|0|1|361|2|4|0|E0|0||24|125|10|4|3|1|6|65|8|5|9|0|0|0|0|0|0|0|0|0|0|11|247|2021|6|1|23|56|33|1|N
2|2|240|C|1|0|1|418|2|3|0|E0|0||78|127|15|0|8|5|6|104|11|7|4|0|0|0|0|0|0|0|0|0|0|10|297|2021|6|1|23|54|22|1|N
2|2|247|B|1|0|1|457|2|3|0|E0|0||75|67|25|2|9|4|6|112|12|11|4|0|0|0|0|0|0|0|0|0|0|7|259|2021|6|1|23|54|36|1|N
2|2|270|B|1|0|1|454|2|3|0|E0|0||81|113|14|3|6|1|10|142|5|13|10|0|0|0|0|0|0|0|0|0|1|7|325|2021|6|1|23|53|27|1|N
2|2|297|C|1|0|1|430|2|3|0|E0|0||87|53|69|5|3|16|14|152|4|9|7|0|0|0|0|0|0|0|0|0|1|7|340|2021|6|1|23|55|3|1|N
2|2|324|C|1|0|1|530|2|4|0|E0|0||91|90|44|6|13|15|13|156|6|8|11|0|0|0|0|0|0|0|0|0|2|8|372|2021|6|1|23|56|24|1|N
2|2|331|C|2|0|1|567|2|4|0|E0|0||48|41|39|3|4|17|8|130|7|14|6|0|0|0|0|0|0|0|0|0|0|10|279|2021|6|1|23|55|44|1|N
2|2|341|C|1|0|1|660|2|3|0|E0|0||108|95|26|8|8|20|3|142|8|15|4|0|0|0|0|0|0|0|0|0|1|9|339|2021|6|1|23|54|39|1|N
2|2|345|C|1|0|1|483|2|3|0|E0|0||100|53|25|5|9|7|12|139|9|13|16|0|0|0|0|0|0|0|0|0|0|14|302|2021|6|1|23|54|36|1|N
2|2|352|C|1|0|1|550|2|4|0|E0|0||57|86|48|2|15|13|12|114|15|6|13|0|0|0|0|0|0|0|0|0|0|12|336|2021|6|1|23|55|47|1|N
2|2|354|C|1|0|1|467|2|4|0|E0|0||57|86|48|2|15|13|12|114|15|6|13|0|0|0|0|0|0|0|0|0|0|12|336|2021|6|1|23|56|30|1|N
2|2|355|C|1|0|1|573|2|4|0|E0|0||67|82|52|5|12|12|10|105|14|18|2|0|0|0|0|0|0|0|0|0|1|11|324|2021|6|1|23|55|3|1|N
2|2|357|C|3|0|1|738|2|3|0|E0|0||114|126|32|3|6|12|9|112|7|14|14|0|0|0|0|0|0|0|0|0|0|0|335|2021|6|1|23|54|40|1|N
2|2|367|C|1|0|1|606|2|3|0|E0|0||120|104|53|8|12|17|16|129|10|6|11|0|0|0|0|0|0|0|0|0|1|10|377|2021|6|1|23|55|59|1|N
2|2|368|C|1|0|1|688|2|3|0|E0|0||120|82|52|5|12|12|10|105|14|18|2|0|0|0|0|0|0|0|0|0|1|11|324|2021|6|1|23|55|49|1|N
2|2|392|B|1|0|1|535|2|3|0|E0|0||126|79|25|2|10|7|11|131|12|11|7|0|0|0|0|0|0|0|0|0|0|8|303|2021|6|1|23|53|32|1|N
2|2|393|C|1|0|1|519|2|3|0|E0|0||126|69|37|3|15|6|7|176|8|10|12|0|0|0|0|0|0|0|0|0|0|14|357|2021|6|1|23|55|24|1|N
2|2|438|C|1|0|1|565|2|3|0|E0|0||142|132|29|4|0|16|14|93|12|17|11|0|0|0|0|0|0|0|0|0|0|8|336|2021|6|1|23|54|22|1|N
2|2|446|B|1|0|1|736|2|3|0|E0|0||149|57|53|6|0|0|6|148|11|7|11|0|0|0|0|0|0|0|0|0|0|9|308|2021|6|1|23|54|22|1|N
2|2|459|S|1|0|1|0|2|3|0|E0|0||145|89|24|4|7|10|6|102|12|11|2|0|0|0|0|0|0|0|0|0|0|1|268|2021|6|1|23|53|32|1|N
2|2|520|B|1|0|1|693|2|4|0|E0|0||15|106|22|6|17|18|14|102|12|10|3|0|0|0|0|0|0|0|0|0|0|5|315|2021|6|1|23|55|59|1|N
2|2|521|B|1|0|1|555|2|4|0|E0|0||16|25|24|5|9|2|7|102|10|3|12|0|0|0|0|0|0|0|0|0|0|0|199|2021|6|1|23|53|51|1|N
2|2|544|C|13|0|2|737|2|5|0|E0|0||9|65|42|5|6|10|11|154|6|11|8|0|0|0|0|0|0|0|0|0|0|9|327|2021|6|1|23|53|35|1|N
2|2|685|B|1|0|1|673|2|3|0|E0|0||144|90|21|6|16|9|18|174|9|9|11|0|0|0|0|0|0|0|0|0|0|12|375|2021|6|2|0|3|23|1|N
2|2|1645|B|1|0|1|513|2|3|0|E0|0||113|95|26|8|8|20|3|142|8|15|4|0|0|0|0|0|0|0|0|0|1|9|339|2021|6|2|0|11|38|1|N
2|2|1648|C|1|0|1|667|2|3|0|E0|0||112|50|24|9|8|17|12|130|5|6|10|0|0|0|0|0|0|0|0|0|0|9|280|2021|6|2|0|11|9|1|N
2|2|1652|B|1|0|1|728|2|4|0|E0|0||73|78|18|4|4|18|9|209|3|5|19|0|0|0|0|0|0|0|0|0|1|12|380|2021|6|2|0|10|3|1|N
2|3|18|B|1|0|1|683|1|16|0|E0|0||40|115|38|1|25|18|4|150|14|20|5|2|1|0|0|0|0|0|0|0|2|9|404|2021|6|1|23|56|18|1|N
2|3|31|B|1|0|1|395|1|16|0|E0|0||49|41|6|12|17|0|11|164|4|7|6|3|2|1|1|0|0|0|2|0|1|12|290|2021|6|1|23|55|47|1|N
2|3|34|B|1|0|1|739|1|16|0|E0|0||44|64|45|13|18|0|12|91|12|14|6|4|2|1|0|0|0|0|4|0|0|19|305|2021|6|1|23|53|46|1|N
2|3|35|C|3|0|1|669|1|16|0|E0|0||45|35|20|10|17|12|7|108|4|8|7|0|1|0|0|0|0|0|2|0|1|10|242|2021|6|1|23|53|32|1|N
2|3|36|B|1|0|1|724|1|16|0|E0|0||56|30|51|13|24|0|5|95|7|12|6|5|0|1|1|0|0|0|1|0|0|11|262|2021|6|1|23|54|28|1|N
2|3|54|B|1|0|1|437|1|15|0|E0|0||22|30|51|13|24|0|5|95|7|12|6|5|0|1|1|0|0|0|1|0|0|11|262|2021|6|1|23|55|24|1|N
2|3|64|B|1|0|1|730|1|16|0|E0|0||77|52|53|16|22|18|10|150|7|28|11|0|0|0|1|0|0|0|4|0|1|6|379|2021|6|1|23|54|1|1|N
2|3|75|C|1|0|1|426|1|16|0|E0|0||75|92|54|17|6|28|6|92|4|12|5|1|2|0|0|0|0|0|1|0|0|15|335|2021|6|1|23|54|15|1|N
2|3|91|B|1|0|1|418|1|16|0|E0|0||73|32|45|10|36|0|10|121|6|30|12|1|2|0|1|0|0|0|2|0|0|9|317|2021|6|1|23|54|1|1|N
2|3|98|C|2|0|1|694|1|16|0|E0|0||64|40|24|2|10|7|1|54|1|10|2|0|0|1|0|0|0|0|1|0|0|5|158|2021|6|1|23|54|54|1|N
2|3|99|C|1|0|1|600|1|16|0|E0|0||68|102|54|4|8|15|8|145|8|20|9|3|3|0|1|0|0|0|3|0|2|5|390|2021|6|1|23|53|23|1|N
2|3|104|B|1|0|1|708|1|16|0|E0|0||80|33|46|17|3|32|5|101|5|11|5|2|3|0|1|0|0|0|4|0|0|7|275|2021|6|1|23|55|24|1|N
2|3|109|C|1|0|1|638|1|16|0|E0|0||65|66|15|3|27|14|11|139|9|12|4|2|2|0|0|0|0|0|1|0|1|12|318|2021|6|1|23|56|7|1|N
2|3|109|C|3|0|1|638|1|16|0|E0|0||65|58|68|7|24|16|9|92|4|2|14|0|0|1|1|0|0|0|9|0|2|4|311|2021|6|1|23|54|45|1|N
2|3|135|B|1|0|1|565|1|17|0|E0|0||99|77|18|10|13|4|7|163|9|30|14|1|1|0|0|0|0|0|4|0|0|4|355|2021|6|1|23|53|54|1|N
2|3|141|C|2|0|1|521|1|17|0|E0|0||102|46|38|0|14|14|15|188|7|7|3|3|1|2|0|0|0|0|4|0|1|17|360|2021|6|1|23|55|1|1|N
2|3|148|C|2|0|1|708|1|17|0|E0|0||119|46|26|4|18|13|3|94|2|32|9|0|1|0|2|0|0|0|1|0|0|7|258|2021|6|1|23|53|32|1|N
2|3|151|C|1|0|1|735|1|17|0|E0|0||121|51|29|4|16|19|6|175|12|17|4|1|1|1|1|0|0|0|0|0|0|6|343|2021|6|1|23|53|42|1|N
2|3|152|C|2|0|1|570|1|17|0|E0|0||126|46|50|16|38|16|13|95|8|19|11|4|1|0|2|0|0|0|2|0|2|8|331|2021|6|1|23|56|33|1|N
2|3|161|S|1|0|1|0|1|17|0|E0|0||141|72|52|11|22|14|11|158|5|10|12|1|0|2|0|0|0|0|1|0|0|5|376|2021|6|1|23|54|22|1|N
2|3|178|C|2|0|3|714|1|17|0|E0|0||111|16|50|16|29|11|8|127|6|19|12|0|1|0|2|0|0|0|4|0|1|10|312|2021|6|1|23|54|1|1|N
2|3|178|C|5|0|3|713|1|17|0|E0|0||112|0|40|5|9|24|6|55|6|28|9|1|2|1|1|0|0|0|8|0|0|5|200|2021|6|1|23|53|55|1|N
2|3|185|C|3|0|3|718|1|17|0|E0|0||116|35|26|10|19|4|8|88|6|15|12|0|2|1|2|0|0|0|5|0|0|14|247|2021|6|1|23|55|30|1|N
2|3|189|B|1|0|3|610|1|17|0|E0|0||130|51|29|4|16|19|6|175|12|17|4|1|1|1|1|0|0|0|0|0|0|6|343|2021|6|1|23|55|24|1|N
2|3|192|C|5|0|3|700|1|17|0|E0|0||136|61|56|12|31|20|10|137|4|17|5|2|3|1|0|0|0|0|2|0|0|12|373|2021|6|1|23|53|46|1|N
2|3|195|C|3|0|3|689|1|17|0|E0|0||142|28|33|13|13|17|12|109|10|27|8|0|2|0|2|0|0|0|3|0|0|14|291|2021|6|1|23|56|1|1|N
2|3|209|E|1|1|1|585|1|15|0|E0|0||27|61|56|12|31|20|10|137|4|17|5|2|3|1|0|0|0|0|2|0|0|12|373|2021|6|1|23|56|4|1|N
