27
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PT|PVEM|MC|MORENA|NAM|PES|MAS|PROGRESA|RSP|PAN_PRI_PRD_RSP_M|PAN_PRI_PRD_RSP_N|PAN_PRI_PRD_RSP_O|PAN_PRI_PRD_RSP_P|PAN_PRI_PRD_RSP_Q|PAN_PRI_PRD_RSP_R|PAN_PRI_PRD_RSP_S|PAN_PRI_PRD_RSP_T|PAN_PRI_PRD_RSP_U|PAN_PRI_PRD_RSP_V|PAN_PRI_PRD_RSP_W|PT_PVEM_MORENA_NAM_MAS_PES_X|PT_PVEM_MORENA_NAM_MAS_PES_Y|PT_PVEM_MORENA_NAM_MAS_PES_Z|PT_PVEM_MORENA_NAM_MAS_PES_AA|PT_PVEM_MORENA_NAM_MAS_PES_AB|PT_PVEM_MORENA_NAM_MAS_PES_AC|PT_PVEM_MORENA_NAM_MAS_PES_AD|PT_PVEM_MORENA_NAM_MAS_PES_AE|PT_PVEM_MORENA_NAM_MAS_PES_AF|PT_PVEM_MORENA_NAM_MAS_PES_AG|PT_PVEM_MORENA_NAM_MAS_PES_AH|PT_PVEM_MORENA_NAM_MAS_PES_AI|PT_PVEM_MORENA_NAM_MAS_PES_AJ|PT_PVEM_MORENA_NAM_MAS_PES_AK|PT_PVEM_MORENA_NAM_MAS_PES_AL|PT_PVEM_MORENA_NAM_MAS_PES_AM|PT_PVEM_MORENA_NAM_MAS_PES_AN|PT_PVEM_MORENA_NAM_MAS_PES_AO|PT_PVEM_MORENA_NAM_MAS_PES_AP|PT_PVEM_MORENA_NAM_MAS_PES_AQ|PT_PVEM_MORENA_NAM_MAS_PES_AR|PT_PVEM_MORENA_NAM_MAS_PES_AS|PT_PVEM_MORENA_NAM_MAS_PES_AT|PT_PVEM_MORENA_NAM_MAS_PES_AU|PT_PVEM_MORENA_NAM_MAS_PES_AV|MC_PROGRESA|CNR|NULOS|TOTAL|LVMG|MGSC|JMGOD|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
17|3|97|C|2|0|U|647|6|7|178|E1703|66|13|6|9|11|9|21|7|6|11|5|18|15|10|9|9|5|10|8|14|0|0|13|9|8|10|7|8|3|9|9|9|7|6|8|6|4|10|10|12|5|12|9|9|7|4|8|11|6|20|0|2|437|130|266|39|2024|4|25|14|12|49|4|N
17|3|117|B|1|0|U|523|6|7|178|E1703|74|10|16|8|6|6|4|8|6|4|6|3|11|20|11|14|14|11|11|8|10|10|8|11|7|1|5|12|8|3|3|9|7|5|5|8|3|9|6|6|5|3|4|7|5|5|5|1|8|0|1|12|369|173|176|7|2024|4|25|15|8|19|4|N
17|3|135|C|1|0|U|646|6|7|178|E1703|95|10|10|6|15|7|8|11|5|4|4|9|5|9|4|14|5|8|3|2|4|7|8|5|12|6|9|5|11|8|6|5|5|4|11|9|7|16|6|2|9|5|14|9|6|17|16|5|11|14|2|13|406|100|274|17|2024|4|25|15|17|4|4|N
17|3|142|C|1|0|U|620|6|7|178|E1703|104|10|11|10|4|8|9|3|7|8|6|11|11|9|12|15|14|13|9|13|19|11|8|12|5|8|8|10|6|6|3|8|12|8|8|11|4|3|7|2|7|7|5|8|4|5|7|4|7|7|0|7|410|177|206|20|2024|4|25|15|4|46|4|N
17|3|149|B|1|0|U|386|6|7|178|E1703|96|4|5|6|4|9|1|4|3|5|5|4|8|10|9|8|6|6|4|2|9|5|11|5|4|4|5|2|3|5|7|1|5|1|5|3|3|5|7|5|8|3|2|3|6|7|3|3|7|4|2|4|250|98|141|5|2024|4|25|15|1|18|4|N
17|3|152|C|2|0|U|539|6|7|178|E1703|126|15|10|10|2|2|20|4|3|8|6|16|17|12|10|4|10|8|13|6|7|10|12|5|4|4|2|6|4|7|3|2|4|2|1|4|3|7|6|6|4|6|2|5|3|3|2|9|6|13|34|7|369|149|143|36|2024|4|25|14|12|29|4|N
17|4|514|B|1|0|U|420|12|11|179|E1704|20|8|3|6|3|4|8|8|8|5|3|4|8|10|3|7|5|8|5|10|3|11|7|4|3|7|3|4|3|6|5|2|2|3|2|3|7|5|1|6|2|6|0|7|4|6|4|1|3|9|7|7|259|98|135|12|2024|4|25|15|15|34|1|N
17|4|518|B|1|0|U|740|12|11|179|E1704|21|10|7|6|13|11|9|14|6|8|4|5|10|11|4|7|9|13|10|14|10|13|16|8|14|17|13|9|8|10|5|9|7|10|12|5|10|7|6|11|6|5|10|5|4|3|7|11|7|9|15|10|463|148|276|14|2024|4|25|15|10|4|4|N
17|4|528|B|1|0|U|607|12|11|179|E1704|26|12|6|5|6|6|2|8|9|7|8|4|8|9|7|4|13|3|6|14|8|11|7|10|8|5|4|4|3|6|6|10|6|7|6|9|6|6|6|4|4|8|5|5|4|3|10|5|6|1|24|10|354|123|191|6|2024|4|25|15|13|33|4|N
17|4|557|C|3|0|U|564|15|5|179|E1704|43|13|8|11|6|7|4|3|6|6|5|10|8|9|9|7|8|13|3|4|3|6|11|5|7|4|5|5|4|9|6|12|5|5|7|6|2|3|4|6|3|1|4|4|7|3|9|3|9|11|4|12|325|118|177|14|2024|4|25|15|10|45|4|N
17|4|560|C|2|0|U|590|15|5|179|E1704|44|8|2|8|4|7|21|9|5|9|11|11|8|9|6|9|5|8|8|12|7|6|11|8|10|3|5|7|4|9|8|6|6|9|2|4|11|2|8|12|4|4|10|5|1|5|8|11|8|17|5|9|385|115|224|32|2024|4|25|15|8|37|4|N
17|4|727|B|1|0|U|744|24|9|179|E1704|73|20|16|15|11|5|18|8|8|11|9|9|19|18|16|20|12|23|14|9|14|14|19|15|6|7|8|8|5|7|6|13|9|9|14|10|7|10|11|7|15|8|11|8|12|11|8|7|12|7|3|6|568|244|288|27|2024|4|25|14|8|56|4|N
17|4|728|C|1|0|U|519|24|9|179|E1704|75|11|9|8|7|5|11|10|7|2|4|8|8|10|9|4|6|10|8|8|6|10|10|11|6|4|5|7|4|4|3|3|1|5|4|2|5|3|5|2|4|3|8|6|3|5|5|7|4|7|3|4|304|128|150|19|2024|4|25|14|14|59|4|N
17|4|734|C|2|0|U|709|25|11|179|E1704|81|8|6|9|7|6|9|6|6|11|8|13|16|10|15|10|15|13|7|11|10|11|13|11|9|4|6|12|9|5|9|5|7|8|12|7|9|9|9|5|3|8|8|9|11|4|5|4|6|12|0|27|453|165|239|22|2024|4|25|15|18|19|4|N
17|5|858|C|1|0|U|748|30|10|180|E1705|98|12|21|15|6|6|19|7|9|3|12|14|9|13|15|16|14|17|21|15|17|16|18|21|3|11|7|7|8|8|9|8|10|8|6|11|6|6|7|6|7|5|9|6|7|2|12|6|6|15|2|13|527|240|239|33|2024|4|25|15|7|20|4|N
17|5|858|C|2|0|U|748|30|10|180|E1705|98|23|12|9|7|4|13|7|5|7|9|5|19|10|5|12|16|21|20|13|10|11|13|15|6|8|4|8|6|4|5|14|3|9|5|10|6|11|6|7|2|5|8|9|8|10|6|4|8|4|2|15|459|209|215|18|2024|4|25|15|15|27|4|N
17|5|895|C|1|0|U|518|32|4|180|E1705|107|12|10|5|3|9|9|5|3|4|9|21|12|7|9|6|12|9|5|7|8|9|8|12|9|3|3|3|2|3|7|9|4|8|5|3|4|6|10|7|8|1|2|6|9|7|5|7|6|14|3|19|367|131|184|30|2024|4|25|11|57|39|4|N
