152
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PT|PVEM|MC|MORENA|NAM|PES|MAS|PROGRESA|RSP|PAN_PRI_PRD_RSP_M|PAN_PRI_PRD_RSP_N|PAN_PRI_PRD_RSP_O|PAN_PRI_PRD_RSP_P|PAN_PRI_PRD_RSP_Q|PAN_PRI_PRD_RSP_R|PAN_PRI_PRD_RSP_S|PAN_PRI_PRD_RSP_T|PAN_PRI_PRD_RSP_U|PAN_PRI_PRD_RSP_V|PAN_PRI_PRD_RSP_W|PT_PVEM_MORENA_NAM_MAS_PES_X|PT_PVEM_MORENA_NAM_MAS_PES_Y|PT_PVEM_MORENA_NAM_MAS_PES_Z|PT_PVEM_MORENA_NAM_MAS_PES_AA|PT_PVEM_MORENA_NAM_MAS_PES_AB|PT_PVEM_MORENA_NAM_MAS_PES_AC|PT_PVEM_MORENA_NAM_MAS_PES_AD|PT_PVEM_MORENA_NAM_MAS_PES_AE|PT_PVEM_MORENA_NAM_MAS_PES_AF|PT_PVEM_MORENA_NAM_MAS_PES_AG|PT_PVEM_MORENA_NAM_MAS_PES_AH|PT_PVEM_MORENA_NAM_MAS_PES_AI|PT_PVEM_MORENA_NAM_MAS_PES_AJ|PT_PVEM_MORENA_NAM_MAS_PES_AK|PT_PVEM_MORENA_NAM_MAS_PES_AL|PT_PVEM_MORENA_NAM_MAS_PES_AM|PT_PVEM_MORENA_NAM_MAS_PES_AN|PT_PVEM_MORENA_NAM_MAS_PES_AO|PT_PVEM_MORENA_NAM_MAS_PES_AP|PT_PVEM_MORENA_NAM_MAS_PES_AQ|PT_PVEM_MORENA_NAM_MAS_PES_AR|PT_PVEM_MORENA_NAM_MAS_PES_AS|PT_PVEM_MORENA_NAM_MAS_PES_AT|PT_PVEM_MORENA_NAM_MAS_PES_AU|PT_PVEM_MORENA_NAM_MAS_PES_AV|MC_PROGRESA|CNR|NULOS|TOTAL|LVMG|MGSC|JMGOD|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
17|1|251|B|1|0|U|423|7|2|176|E1701|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|50|55|4|N
17|1|264|B|1|0|U|411|7|2|176|E1701|62|7|4|6|9|1|3|3|3|6|4|8|6|2|5|6|6|9|5|7|12|8|7|5|7|4|7|3|1|4|7|6|4|2|4|5|4|6|4|6|5|2|4|3|3|3|3|4|5|2|1|10|251|95|134|11|2024|4|25|15|13|41|4|N
17|1|282|B|1|0|U|547|7|2|176|E1701|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|48|32|1|N
17|1|297|B|1|0|U|448|7|1|176|E1701|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|36|1|N
17|1|311|C|1|0|U|692|7|2|176|E1701|87|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|49|28|1|N
17|1|325|B|1|0|U|403|7|1|176|E1701|95|11|8|5|4|4|6|8|3|4|5|4|6|9|8|7|5|11|6|10|8|1|3|6|3|4|5|6|4|3|2|3|8|2|2|1|4|5|1|4|0|3|2|2|1|3|2|0|2|5|6|6|231|104|105|10|2024|4|25|15|36|28|4|N
17|1|330|S|1|0|U|0|7|1|176|E1701|97|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|55|15|1|N
17|1|353|C|1|0|U|430|7|1|176|E1701|110|4|9|7|6|4|8|5|5|1|6|6|6|3|9|10|9|12|5|5|9|9|8|6|1|2|2|1|3|4|1|3|4|4|4|3|1|6|4|4|4|3|6|4|3|4|2|5|3|14|1|20|268|111|122|14|2024|4|25|15|47|13|4|N
17|1|356|B|1|0|U|543|7|1|176|E1701|106|12|9|7|2|7|3|4|5|4|7|10|16|11|7|14|8|10|11|11|13|9|10|8|5|8|5|11|3|3|4|6|4|5|6|5|8|2|8|7|5|10|6|6|5|3|6|3|8|10|1|11|362|156|181|13|2024|4|25|15|13|46|1|N
17|1|358|B|1|0|U|462|7|1|176|E1701|112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|3|17|1|N
17|1|367|C|1|0|U|526|7|1|176|E1701|118|9|7|12|7|9|3|4|5|8|8|5|8|13|10|13|14|9|8|8|8|9|9|11|8|8|8|8|7|3|8|3|7|10|8|10|4|10|2|2|3|8|5|4|2|10|13|4|8|9|1|2|372|148|213|8|2024|4|25|15|19|25|4|N
17|1|612|B|1|0|U|519|7|1|176|E1701|128|7|9|6|4|9|6|2|1|10|3|8|11|6|8|11|8|6|8|11|10|7|10|10|5|9|6|11|8|4|3|6|5|3|5|4|5|5|4|2|3|5|5|4|12|9|6|12|7|8|3|6|336|128|185|14|2024|4|25|15|37|43|4|N
17|2|403|C|1|0|U|750|8|9|177|E1702|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|40|16|4|N
17|2|448|B|1|0|U|716|11|6|177|E1702|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|55|1|N
17|2|448|C|1|0|U|716|11|6|177|E1702|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|49|0|1|N
17|2|466|C|1|0|U|448|11|6|177|E1702|94|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|3|45|1|N
17|2|469|B|1|0|U|681|11|6|177|E1702|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|36|24|1|N
17|2|481|B|1|0|U|659|11|6|177|E1702|103|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|57|15|1|N
17|2|496|C|4|0|U|707|11|12|177|E1702|71|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|55|20|4|N
17|2|497|C|2|0|M|741|11|12|177|E1702|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|26|35|1|N
17|2|498|B|1|0|U|615|11|12|177|E1702|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|11|35|1|N
17|2|613|C|1|0|U|547|18|5|177|E1702|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|11|11|4|N
17|2|623|C|1|0|U|718|18|5|177|E1702|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|58|42|1|N
17|2|625|C|1|0|U|670|18|5|177|E1702|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|38|47|1|N
17|2|636|C|1|0|U|624|18|5|177|E1702|27|6|8|13|5|4|11|3|9|5|3|12|11|6|15|11|6|7|13|6|11|10|5|11|10|7|14|5|5|7|7|5|2|8|4|8|7|7|7|5|9|4|3|8|3|5|6|7|7|15|8|5|379|139|204|23|2024|4|25|15|3|23|4|N
17|2|637|B|1|0|U|716|18|5|177|E1702|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|30|4|N
17|2|648|B|1|0|U|686|18|5|177|E1702|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|22|4|N
17|2|916|C|2|0|R|584|18|5|177|E1702|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|2|14|1|N
17|2|920|C|1|0|U|578|18|5|177|E1702|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|54|57|1|N
17|2|930|B|1|0|U|575|11|6|177|E1702|75|7|7|2|7|10|7|8|5|3|6|5|13|7|10|12|9|6|11|14|8|17|6|7|5|4|5|9|13|7|3|4|3|7|3|11|11|8|6|8|8|8|5|7|6|4|4|6|5|3|6|11|367|136|202|12|2024|4|25|15|35|43|4|N
17|2|948|B|1|0|M|601|18|5|177|E1702|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|21|58|1|N
17|2|948|C|1|0|M|600|18|5|177|E1702|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|40|1|1|N
17|2|960|S|2|0|U|0|18|5|177|E1702|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|47|24|4|N
17|3|24|C|1|0|U|678|3|4|178|E1703|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|16|40|4|N
17|3|47|C|1|0|U|552|4|10|178|E1703|43|7|7|6|8|5|17|2|5|7|3|8|10|7|10|8|5|7|6|8|8|6|6|7|6|9|11|9|10|8|8|10|5|12|7|15|6|7|6|5|7|5|12|12|2|10|8|4|8|16|0|6|387|108|248|25|2024|4|25|14|16|23|4|N
17|3|48|C|2|0|U|606|4|10|178|E1703|47|14|10|10|13|12|11|8|8|7|9|11|9|6|5|8|14|7|10|6|12|4|9|10|6|7|6|9|5|3|10|9|10|6|9|8|7|8|8|5|8|9|6|11|5|8|9|4|17|10|4|3|423|134|260|22|2024|4|25|14|4|42|4|N
17|3|51|C|1|0|U|495|4|10|178|E1703|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|1|24|4|N
17|3|66|B|1|0|U|522|4|10|178|E1703|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|47|55|1|N
17|3|69|C|1|0|M|619|4|10|178|E1703|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|55|46|1|N
17|3|78|B|1|0|R|238|4|10|178|E1703|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|53|31|4|N
17|3|79|B|1|0|R|471|4|10|178|E1703|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|55|40|4|N
17|3|84|C|1|0|U|502|4|10|178|E1703|22|9|8|12|4|4|4|3|5|6|9|3|9|0|9|13|18|7|5|6|11|8|7|12|4|8|5|8|10|5|5|3|5|4|5|7|4|3|6|5|4|5|5|10|4|6|6|6|2|6|1|12|326|134|172|7|2024|4|25|15|50|10|4|N
17|3|97|C|2|0|U|647|6|7|178|E1703|66|13|6|9|11|9|21|7|6|11|5|18|15|10|9|9|5|10|8|14|0|0|13|9|8|10|7|8|3|9|9|9|7|6|8|6|4|10|10|12|5|12|9|9|7|4|8|11|6|20|0|2|437|130|266|39|2024|4|25|14|12|49|4|N
17|3|97|E|1|1|U|695|6|7|178|E1703|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|53|4|N
17|3|106|B|1|0|U|610|6|7|178|E1703|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|7|24|1|N
17|3|109|C|2|0|U|646|6|7|178|E1703|76|10|8|11|10|4|11|7|6|5|4|12|17|17|9|9|15|11|13|12|13|11|7|11|4|5|8|11|7|7|8|4|6|9|5|9|8|11|7|3|4|7|8|7|9|6|4|5|12|13|1|15|436|174|223|23|2024|4|25|15|36|38|4|N
17|3|117|B|1|0|U|523|6|7|178|E1703|74|10|16|8|6|6|4|8|6|4|6|3|11|20|11|14|14|11|11|8|10|10|8|11|7|1|5|12|8|3|3|9|7|5|5|8|3|9|6|6|5|3|4|7|5|5|5|1|8|0|1|12|369|173|176|7|2024|4|25|15|8|19|4|N
17|3|118|B|1|0|U|509|6|7|178|E1703|89|5|12|10|12|5|7|3|8|10|5|7|10|8|3|8|13|10|8|7|7|7|18|12|11|5|6|6|2|6|4|2|3|2|6|6|5|4|8|2|3|6|0|5|4|7|5|4|10|7|2|9|335|138|172|14|2024|4|25|15|40|3|1|N
17|3|131|B|1|0|U|612|6|7|178|E1703|101|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|0|47|4|N
17|3|135|C|1|0|U|646|6|7|178|E1703|95|10|10|6|15|7|8|11|5|4|4|9|5|9|4|14|5|8|3|2|4|7|8|5|12|6|9|5|11|8|6|5|5|4|11|9|7|16|6|2|9|5|14|9|6|17|16|5|11|14|2|13|406|100|274|17|2024|4|25|15|17|4|4|N
17|3|140|B|1|0|U|621|6|7|178|E1703|98|10|12|7|5|6|16|5|6|6|6|17|7|16|11|9|12|8|10|8|12|7|4|15|5|5|6|5|5|7|7|5|2|9|4|8|5|9|7|7|14|10|11|9|8|3|4|4|6|14|1|35|430|148|213|33|2024|4|25|15|50|11|4|N
17|3|142|C|1|0|U|620|6|7|178|E1703|104|10|11|10|4|8|9|3|7|8|6|11|11|9|12|15|14|13|9|13|19|11|8|12|5|8|8|10|6|6|3|8|12|8|8|11|4|3|7|2|7|7|5|8|4|5|7|4|7|7|0|7|410|177|206|20|2024|4|25|15|4|46|4|N
17|3|146|B|1|0|U|501|6|7|178|E1703|109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|59|45|1|N
17|3|149|B|1|0|U|386|6|7|178|E1703|96|4|5|6|4|9|1|4|3|5|5|4|8|10|9|8|6|6|4|2|9|5|11|5|4|4|5|2|3|5|7|1|5|1|5|3|3|5|7|5|8|3|2|3|6|7|3|3|7|4|2|4|250|98|141|5|2024|4|25|15|1|18|4|N
