209
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
25|5|1103|B|1|0|U|486|6|14|245|E2505|92|34|60|3|0|0|44|21|0|0|2|0|0|5|0|2|4|0|31|206|2024|4|25|11|7|39|4|N
26|1|699|B|1|0|U|398|55|1|248|E2601|92|41|70|14|17|8|0|68|4|0|0|0|0|1|0|0|0|2|11|236|2024|4|25|14|6|8|4|N
26|2|22|C|9|0|U|691|2|7|249|E2602|12|44|98|2|3|6|8|207|8|0|0|0|0|8|0|0|0|0|23|407|2024|4|25|13|0|32|4|N
26|2|191|C|1|0|U|597|30|5|249|E2602|109|9|141|0|8|2|35|226|0|0|3|0|1|3|0|0|0|2|27|457|2024|4|25|13|2|45|4|N
28|8|226|C|1|0|U|466|9|20|268|E2808|59|57|52|5|8|10|6|126|2|0|4|1|0|8|0|0|0|1|23|303|2024|4|25|14|5|8|4|N
28|8|1382|B|1|0|U|392|38|22|268|E2808|123|50|41|3|0|7|0|29|0|0|2|0|0|2|0|0|0|0|29|163|2024|4|25|14|5|23|4|N
20|2|962|B|1|0|M|593|170|1|199|E2002|1|185|0|23|103|0|0|0|36|0|11|4|0|5|0|0|0|3|42|412|2024|4|25|14|4|8|1|N
22|2|577|C|1|0|U|520|16|11|225|E2202|35|49|58|0|7|33|16|59|8|0|2|0|1|0|0|0|0|0|25|258|2024|4|25|10|49|18|4|N
32|1|1273|C|1|0|U|418|40|7|297|E3201|117|46|22|0|146|0|0|0|8|32|0|0|1|3|22|1|0|0|0|281|2024|4|25|13|19|37|4|N
27|4|292|C|1|0|U|407|4|9|258|E2704|104|119|12|0|0|2|2|56|1|5|0|0|0|0|0|0|0|0|5|202|2024|4|25|14|2|47|4|N
27|4|1156|B|1|0|U|740|4|7|258|E2704|79|224|89|4|13|0|2|118|2|5|4|0|0|0|0|0|0|0|4|465|2024|4|25|14|5|10|4|N
30|14|2110|C|1|0|U|443|91|27|285|E3014|105|13|20|6|3|0|10|147|20|24|12|0|0|6|14|0|0|0|0|275|2024|4|25|13|48|37|4|N
30|14|4897|B|1|0|U|656|109|28|285|E3014|48|39|0|8|7|6|0|233|8|9|9|2|0|16|9|0|0|0|35|381|2024|4|25|12|24|20|4|N
28|1|819|B|1|0|U|523|27|2|261|E2801|78|39|84|3|14|0|37|86|4|0|0|2|1|8|0|1|0|0|29|308|2024|4|25|13|3|16|4|N
19|9|869|B|1|0|U|588|34|24|192|E1909|86|0|222|8|24|4|26|47|9|18|0|0|0|12|5|1|0|0|0|376|2024|4|25|13|19|36|4|N
19|9|884|C|1|0|U|537|34|24|192|E1909|79|0|240|4|5|4|0|33|7|0|1|0|0|11|0|0|0|0|19|324|2024|4|25|12|54|57|4|N
9|11|5511|C|2|0|U|604|17|10|59|E0911|75|221|41|10|8|1|4|2|43|3|11|5|0|50|33|0|0|0|9|441|2024|4|25|14|4|8|4|N
29|2|83|B|1|0|U|660|6|1|270|E2902|19|60|27|0|17|0|32|93|40|0|9|2|2|7|0|3|0|0|84|376|2024|4|25|14|5|26|4|N
29|2|301|C|1|0|M|660|21|1|270|E2902|36|0|45|8|13|6|0|63|29|0|3|3|0|8|0|0|0|0|33|211|2024|4|25|14|3|59|1|N
29|2|448|C|2|0|U|630|33|7|270|E2902|109|0|83|5|17|0|106|46|17|0|8|1|0|64|0|1|0|1|27|376|2024|4|25|14|3|56|1|N
29|2|449|C|1|0|U|679|33|7|270|E2902|107|0|133|6|58|32|0|0|21|0|1|6|0|70|0|6|0|2|39|374|2024|4|25|14|5|28|4|N
9|16|3333|C|1|0|U|712|10|32|64|E0916|114|135|2|7|7|0|19|63|125|6|14|0|4|89|44|1|0|0|6|522|2024|4|25|13|45|34|4|N
21|5|1678|C|2|0|U|697|123|7|212|E2105|37|58|89|0|3|9|0|206|10|11|9|0|0|0|45|0|0|0|0|440|2024|4|25|14|5|23|4|N
21|5|1726|C|1|0|U|417|133|7|212|E2105|44|17|19|0|11|7|37|69|0|25|5|0|2|21|34|0|0|0|4|251|2024|4|25|14|4|54|4|N
21|5|2246|C|1|0|U|738|180|7|212|E2105|120|167|0|9|0|19|0|252|0|76|0|6|2|13|0|0|0|0|39|583|2024|4|25|14|5|28|4|N
9|19|578|B|1|0|U|398|3|30|67|E0919|42|98|4|14|7|19|9|43|32|13|11|2|1|8|13|0|0|0|13|287|2024|4|25|14|3|56|4|N
9|19|2394|B|1|0|U|641|7|24|67|E0919|147|126|2|15|10|11|17|48|43|5|24|3|0|26|1|4|0|0|17|352|2024|4|25|14|5|13|4|N
9|19|2411|B|1|0|U|489|7|24|67|E0919|140|105|14|26|0|13|8|19|49|25|14|3|3|68|23|0|0|0|6|376|2024|4|25|14|4|9|4|N
14|12|3468|C|5|0|M|741|98|12|116|E1412|91|26|162|79|14|48|0|64|10|35|3|4|2|0|26|3|0|0|28|504|2024|4|25|12|11|8|4|N
14|12|3468|C|6|0|M|740|98|12|116|E1412|91|37|101|80|9|18|16|28|10|37|0|3|0|21|79|3|0|0|25|467|2024|4|25|12|16|10|4|N
3|1|151|B|1|0|U|667|3|2|13|E0301|88|0|0|0|11|35|0|0|57|0|2|0|4|52|0|0|0|0|168|329|2024|4|25|13|56|7|4|N
3|1|168|B|1|0|U|494|3|2|13|E0301|86|2|66|0|6|0|0|69|13|0|2|1|0|0|0|0|0|1|31|191|2024|4|25|13|47|47|4|N
14|20|2030|C|8|0|U|709|72|20|124|E1420|55|25|8|80|7|5|0|264|0|38|0|0|0|6|59|2|0|0|75|569|2024|4|25|13|5|46|4|N
14|20|2719|C|1|0|U|750|102|20|124|E1420|1|0|0|0|3|26|0|374|18|40|0|0|0|20|0|0|0|0|84|565|2024|4|25|14|4|28|4|N
5|8|1718|B|1|0|U|743|27|12|24|E0508|93|14|165|17|5|10|1|210|0|0|0|2|0|5|0|1|0|2|0|432|2024|4|25|11|20|51|4|N
32|2|968|B|1|0|U|709|34|15|298|E3202|145|0|218|6|22|0|10|0|0|0|5|0|0|0|111|3|0|1|41|417|2024|4|25|10|48|5|4|N
11|12|343|C|1|0|U|739|7|16|86|E1112|25|39|39|0|15|34|48|115|11|15|3|1|0|3|2|0|0|0|19|344|2024|4|25|13|37|17|4|N
11|12|414|C|1|0|U|467|7|15|86|E1112|62|26|59|3|0|6|14|97|7|8|1|0|0|4|5|2|0|0|16|248|2024|4|25|13|57|47|4|N
9|1|840|C|2|0|U|521|5|1|49|E0901|89|134|0|12|5|24|12|41|17|10|0|1|0|48|17|0|0|0|0|321|2024|4|25|12|30|39|4|N
9|1|5563|C|2|0|U|724|5|2|49|E0901|118|75|42|13|36|22|12|27|54|18|0|2|0|49|5|1|0|0|2|358|2024|4|25|14|3|52|4|N
15|29|3312|B|1|0|U|573|60|25|153|E1529|98|75|37|1|5|6|11|61|5|10|2|0|0|0|0|0|0|0|1|214|2024|4|25|14|2|34|4|N
15|29|3342|C|1|0|U|616|60|25|153|E1529|130|104|64|7|0|8|4|137|9|15|2|0|0|0|0|0|0|2|8|360|2024|4|25|14|2|25|4|N
15|29|3406|C|1|0|U|465|60|25|153|E1529|43|51|52|0|0|7|0|95|2|3|3|0|0|0|0|0|0|0|7|220|2024|4|25|14|2|53|4|N
19|3|2152|B|1|0|U|498|21|25|186|E1903|28|0|173|5|0|0|33|37|5|5|1|0|1|0|23|0|0|0|5|288|2024|4|25|14|4|26|4|N
12|4|30|C|1|0|U|585|1|4|93|E1204|20|133|11|0|3|8|69|93|0|0|5|1|0|4|0|1|0|0|50|378|2024|4|25|13|29|46|4|N
12|4|32|C|1|0|U|481|1|4|93|E1204|32|23|0|0|9|7|42|138|0|0|7|2|0|6|0|0|0|0|21|255|2024|4|25|13|9|15|4|N
12|4|33|C|2|0|U|577|1|4|93|E1204|32|133|1|18|0|19|108|0|0|0|15|0|0|4|0|0|0|1|45|344|2024|4|25|13|12|33|4|N
12|4|45|C|1|0|U|483|1|4|93|E1204|35|44|26|0|3|3|40|153|11|0|6|2|0|2|0|1|0|0|16|307|2024|4|25|12|7|17|4|N
9|6|3006|C|1|0|U|453|8|33|54|E0906|68|96|19|0|9|12|2|105|25|16|8|1|2|19|0|0|0|1|3|318|2024|4|25|14|4|2|4|N
9|6|3014|C|2|0|U|593|8|33|54|E0906|79|99|58|5|11|4|0|113|33|8|3|4|3|0|25|0|0|0|5|371|2024|4|25|14|5|20|4|N
14|3|2871|C|3|0|M|616|118|3|107|E1403|135|34|199|11|0|0|11|149|4|5|1|0|0|0|0|0|0|1|8|423|2024|4|25|11|2|6|4|N
2|4|1156|C|2|0|U|674|4|8|7|E0204|23|54|66|7|36|12|15|82|10|14|7|5|0|0|0|0|0|0|4|312|2024|4|25|14|4|9|4|N
2|4|1380|B|1|0|U|579|4|8|7|E0204|27|37|209|0|35|0|17|27|13|2|4|1|0|0|0|0|0|0|0|345|2024|4|25|13|26|33|4|N
2|4|1439|C|1|0|U|553|4|6|7|E0204|153|28|181|12|10|0|17|43|2|0|10|3|0|0|0|0|0|1|0|307|2024|4|25|11|47|45|4|N
15|37|1963|C|10|0|U|688|36|12|161|E1537|47|230|0|0|34|8|0|0|0|25|22|4|0|16|32|0|0|0|10|381|2024|4|25|14|3|55|4|N
15|37|6527|C|1|0|U|686|36|12|161|E1537|37|211|0|0|0|5|3|134|0|28|13|0|1|0|55|1|0|0|28|479|2024|4|25|14|5|21|4|N
2|3|100|B|1|0|U|730|1|16|6|E0203|51|110|128|8|4|8|0|20|3|30|3|3|0|0|0|0|0|1|0|318|2024|4|25|14|6|0|4|N
5|2|494|B|1|0|U|417|20|6|18|E0502|91|0|191|14|4|0|18|20|21|0|0|3|1|0|0|3|0|3|13|291|2024|4|25|14|5|27|4|N
6|2|186|B|1|0|U|559|6|9|26|E0602|3|58|33|0|0|54|13|16|2|11|2|0|0|0|0|0|0|0|40|229|2024|4|25|14|4|31|4|N
6|2|282|C|1|0|U|688|10|10|26|E0602|95|0|330|20|0|0|0|90|0|0|26|2|0|10|18|0|0|1|0|497|2024|4|25|14|4|3|4|N
9|10|4922|B|1|0|U|743|16|13|58|E0910|101|71|31|10|21|15|4|95|25|18|8|7|1|1|74|0|0|1|2|384|2024|4|25|10|59|15|4|N
9|10|5109|C|2|0|U|616|16|5|58|E0910|6|100|46|16|13|15|0|97|5|11|13|3|2|0|22|1|0|0|0|344|2024|4|25|14|4|50|1|N
9|10|5175|B|1|0|U|391|16|13|58|E0910|74|50|45|10|12|17|0|46|14|8|4|0|1|31|24|0|0|0|1|263|2024|4|25|11|14|21|4|N
9|12|4622|C|2|0|U|625|15|9|60|E0912|22|72|81|7|22|8|5|46|17|20|5|0|1|10|8|2|0|0|12|316|2024|4|25|14|4|31|4|N
11|1|2549|C|1|0|U|681|33|2|75|E1101|82|35|183|0|0|0|0|0|0|0|2|2|0|65|0|0|0|2|152|441|2024|4|25|14|3|7|4|N
1|3|56|B|1|0|U|467|1|6|3|E0103|15|34|51|0|5|20|34|53|0|0|0|0|2|0|0|0|0|0|14|213|2024|4|25|14|5|27|4|N
17|2|453|C|3|0|U|700|11|6|177|E1702|114|90|39|0|7|5|23|148|47|0|8|7|0|8|0|0|0|1|0|383|2024|4|25|14|1|7|4|N
25|2|354|C|4|0|U|700|1|4|242|E2502|52|73|146|6|10|3|61|39|7|0|5|0|0|0|0|0|5|1|0|356|2024|4|25|14|5|8|4|N
25|2|3871|C|3|0|U|648|1|4|242|E2502|53|124|71|0|3|0|0|132|7|0|9|0|0|0|0|0|5|1|15|367|2024|4|25|14|2|14|4|N
30|7|2610|C|1|0|M|508|115|8|278|E3007|154|34|0|0|7|8|3|67|7|28|1|0|0|0|23|0|0|1|13|192|2024|4|25|13|16|16|4|N
15|16|1383|C|3|0|U|739|34|37|140|E1516|16|101|348|1|4|14|14|1|1|0|0|1|0|21|44|0|0|0|21|571|2024|4|25|14|4|55|4|N
30|19|3359|B|1|0|R|536|142|25|290|E3019|15|67|78|0|0|2|9|28|10|57|4|0|0|0|62|0|0|0|1|318|2024|4|25|10|6|19|4|N
14|13|884|C|1|0|U|705|41|13|117|E1413|20|5|68|74|8|17|26|195|0|0|0|0|0|0|48|5|0|0|27|473|2024|4|25|14|5|25|4|N
14|13|914|C|1|0|U|510|41|13|117|E1413|52|0|0|93|8|25|20|167|15|0|0|0|3|7|36|2|0|0|9|385|2024|4|25|13|22|50|4|N
14|13|925|C|2|0|U|725|41|13|117|E1413|31|18|0|143|21|32|17|171|0|3|0|6|1|0|120|4|0|1|30|567|2024|4|25|11|56|19|4|N
15|24|2625|B|1|0|U|519|58|30|148|E1524|84|60|0|12|0|5|14|81|8|63|1|1|0|5|0|2|0|1|49|302|2024|4|25|14|3|58|4|N
15|24|2995|C|2|0|U|624|58|32|148|E1524|14|10|61|11|11|11|39|198|0|18|12|2|1|8|41|2|0|1|10|436|2024|4|25|12|25|53|4|N
19|7|347|C|15|0|U|724|18|12|190|E1907|92|36|35|2|0|0|29|137|42|30|1|0|4|32|66|2|0|1|67|484|2024|4|25|13|41|21|4|N
19|7|2291|B|1|0|U|644|18|12|190|E1907|50|21|60|11|0|5|0|171|30|0|12|1|4|32|55|1|0|0|52|455|2024|4|25|11|41|7|4|N
19|7|2304|B|1|0|U|483|18|12|190|E1907|60|7|64|2|38|8|20|145|6|0|4|0|0|14|11|1|0|0|23|343|2024|4|25|10|35|39|4|N
19|7|2552|C|5|0|M|666|18|20|190|E1907|37|0|156|1|8|13|20|229|5|19|9|3|2|1|5|1|0|0|13|485|2024|4|25|12|30|25|4|N
19|7|2825|B|1|0|M|552|18|12|190|E1907|46|4|108|1|14|7|5|68|0|13|0|1|1|6|22|1|0|1|9|261|2024|4|25|12|9|49|4|N
19|7|2826|C|2|0|M|710|18|12|190|E1907|47|0|110|3|43|6|16|91|18|45|0|1|1|0|51|1|0|5|28|419|2024|4|25|11|31|21|4|N
19|7|3003|C|1|0|U|666|18|12|190|E1907|98|0|0|1|11|22|1|230|14|4|0|0|0|25|61|1|0|5|26|401|2024|4|25|13|45|20|4|N
19|7|3008|C|3|0|M|609|18|12|190|E1907|100|0|8|4|0|0|10|155|10|4|3|0|1|30|25|0|0|2|30|282|2024|4|25|13|7|50|4|N
20|3|798|C|2|0|U|585|112|21|200|E2003|112|151|11|34|11|0|8|149|0|0|7|1|0|35|0|0|0|0|4|411|2024|4|25|10|16|33|4|N
24|6|1073|C|13|0|U|748|28|7|239|E2406|54|69|80|0|22|0|10|230|0|0|3|0|1|0|0|1|0|3|64|483|2024|4|25|14|5|21|4|N
16|8|1200|C|5|0|U|735|54|10|172|E1608|41|130|71|18|14|6|8|0|17|0|0|4|0|0|0|0|0|1|60|329|2024|4|25|12|53|9|4|N
23|1|288|E|1|0|R|620|6|1|230|E2301|14|19|34|9|54|14|36|133|45|4|0|2|1|14|58|0|0|0|0|423|2024|4|25|14|5|2|1|N
23|1|896|B|1|0|U|644|8|10|230|E2301|109|45|34|3|0|1|24|258|0|15|6|1|0|0|37|1|0|1|0|426|2024|4|25|11|0|37|4|N
8|6|805|C|2|0|U|742|19|18|45|E0806|144|15|113|0|13|0|64|280|4|0|0|0|0|6|0|0|0|0|31|526|2024|4|25|13|58|45|4|N
8|6|3294|B|1|0|U|716|19|17|45|E0806|5|25|201|6|0|0|24|100|0|0|1|0|0|9|0|0|0|0|0|366|2024|4|25|14|2|10|4|N
9|20|2139|C|1|0|U|612|7|22|68|E0920|32|299|0|22|10|0|0|112|37|0|0|6|0|35|6|2|0|0|21|550|2024|4|25|14|3|12|1|N
19|13|232|E|1|2|M|652|12|21|196|E1913|98|19|50|0|2|8|0|152|5|8|0|0|0|4|13|0|0|1|0|262|2024|4|25|13|57|8|4|N
19|13|232|E|1|4|M|651|12|21|196|E1913|98|31|0|7|11|35|15|193|31|15|3|1|0|19|0|0|0|0|10|371|2024|4|25|14|0|33|4|N
19|13|232|E|3|5|M|710|12|21|196|E1913|102|30|78|2|9|23|0|210|7|9|0|1|0|1|15|1|0|1|8|395|2024|4|25|13|27|28|4|N
19|13|1734|C|1|0|M|563|45|21|196|E1913|25|48|0|3|8|13|42|178|4|18|1|1|0|8|19|1|0|0|32|376|2024|4|25|13|42|24|4|N
1|2|555|C|3|0|U|649|1|16|2|E0102|32|17|27|0|18|13|30|180|4|0|0|1|0|14|0|1|0|0|38|343|2024|4|25|11|10|57|4|N
11|4|851|C|1|0|U|557|15|8|78|E1104|11|56|180|4|5|21|3|24|0|0|0|0|0|5|12|0|0|0|13|323|2024|4|25|14|3|8|4|N
2|5|1053|B|1|0|U|656|4|9|8|E0205|68|145|146|3|21|0|9|119|33|31|11|0|0|0|0|0|0|3|0|521|2024|4|25|14|5|57|4|N
2|5|1103|C|2|0|U|657|4|9|8|E0205|101|89|135|5|14|17|29|122|22|23|6|0|0|0|0|0|0|2|0|464|2024|4|25|14|6|39|4|N
11|6|1346|C|1|0|U|491|20|7|80|E1106|17|26|190|5|0|7|20|4|0|0|0|0|1|4|0|0|0|0|18|275|2024|4|25|13|48|41|4|N
27|5|1140|C|1|0|U|739|13|18|259|E2705|92|386|2|0|9|11|8|27|0|2|0|4|0|0|0|0|0|0|13|462|2024|4|25|12|38|41|4|N
18|3|80|B|1|0|U|578|3|13|183|E1803|13|118|0|7|16|5|2|0|66|0|12|7|2|5|0|0|0|0|33|273|2024|4|25|13|43|5|4|N
19|4|1895|C|1|0|U|658|47|9|187|E1904|79|33|194|9|12|0|16|99|0|32|0|0|0|2|0|2|0|0|0|399|2024|4|25|14|4|50|4|N
30|4|4400|B|1|0|U|283|192|15|275|E3004|67|0|46|0|2|0|3|64|8|6|0|0|0|8|8|0|0|0|0|145|2024|4|25|14|4|48|4|N
15|20|4245|C|2|0|U|530|82|22|144|E1520|20|86|101|2|5|0|0|51|5|31|2|0|2|5|19|0|0|3|33|345|2024|4|25|14|3|9|4|N
15|20|6291|C|4|0|U|741|82|22|144|E1520|78|0|159|3|0|4|11|132|31|5|6|1|0|0|39|0|0|0|43|434|2024|4|25|14|3|0|4|N
15|20|6296|B|1|0|U|494|82|22|144|E1520|95|0|99|5|6|3|0|22|29|3|0|0|0|11|71|0|0|0|14|263|2024|4|25|14|3|58|4|N
15|20|6311|C|1|0|U|683|82|22|144|E1520|70|181|89|16|14|0|31|66|10|5|0|1|0|59|26|1|0|6|20|525|2024|4|25|14|4|53|4|N
15|20|6579|C|4|0|U|652|82|22|144|E1520|68|77|76|0|0|15|15|81|6|40|0|0|3|27|36|0|0|4|16|396|2024|4|25|14|2|58|4|N
8|2|2932|B|1|0|U|507|37|8|41|E0802|49|11|162|8|10|14|0|73|0|0|1|1|0|8|0|4|0|1|47|340|2024|4|25|14|1|26|4|N
14|16|3615|B|1|0|U|451|99|16|120|E1416|122|9|86|41|6|13|0|45|7|16|1|1|0|6|2|1|0|1|1|236|2024|4|25|14|5|12|4|N
24|5|805|C|3|0|U|695|28|8|238|E2405|47|17|17|17|17|17|17|17|17|17|17|17|17|17|17|17|0|17|17|289|2024|4|25|12|18|36|4|N
8|5|966|C|2|0|U|711|21|19|44|E0805|55|42|93|1|10|36|45|201|1|0|2|3|0|6|0|0|0|1|32|473|2024|4|25|13|29|31|4|N
8|5|2289|C|1|0|U|620|45|11|44|E0805|115|21|86|6|17|20|21|187|5|0|2|2|0|4|0|0|0|1|10|382|2024|4|25|11|4|31|4|N
14|17|458|B|1|0|U|642|31|17|121|E1417|74|0|172|73|20|24|45|0|2|29|0|0|6|0|13|5|0|1|9|399|2024|4|25|14|5|2|4|N
15|4|3733|C|3|0|U|733|61|44|128|E1504|50|0|66|0|12|41|18|194|0|43|4|7|0|23|30|0|0|0|19|457|2024|4|25|14|3|19|4|N
15|19|4932|C|1|0|U|425|105|18|143|E1519|93|36|62|4|0|0|6|82|5|10|2|0|0|0|10|0|0|0|7|224|2024|4|25|14|4|14|4|N
15|9|5703|B|1|0|R|690|112|10|133|E1509|89|95|33|25|9|7|5|128|0|28|3|2|1|27|16|0|0|0|15|394|2024|4|24|21|43|37|4|N
9|22|2812|B|1|0|U|704|7|27|70|E0922|39|101|0|7|16|3|3|27|20|27|10|3|12|36|9|4|0|0|7|285|2024|4|25|14|4|29|4|N
7|6|11|C|1|0|U|532|2|3|32|E0706|4|45|0|0|0|229|7|86|1|0|4|0|0|0|0|0|0|0|27|399|2024|4|25|13|55|49|4|N
7|6|12|B|1|0|U|546|2|3|32|E0706|5|35|10|4|45|0|18|33|6|0|0|0|0|3|0|0|0|3|0|157|2024|4|25|13|56|13|4|N
7|6|404|B|1|0|U|622|27|3|32|E0706|12|52|16|0|9|246|0|93|36|0|10|0|0|0|0|0|0|3|14|479|2024|4|25|13|12|40|4|N
7|6|1623|C|3|0|U|648|102|1|32|E0706|90|13|72|0|2|0|50|0|15|0|20|1|2|0|0|0|0|6|46|227|2024|4|25|12|49|51|4|N
5|5|1201|C|1|0|U|539|35|8|21|E0505|47|7|237|0|12|9|6|66|12|0|3|2|1|19|0|0|0|0|41|415|2024|4|25|12|21|55|4|N
5|5|1338|C|1|0|U|551|35|9|21|E0505|43|87|86|0|1|14|14|80|9|0|3|0|0|1|0|0|0|0|36|331|2024|4|25|12|23|50|4|N
9|21|3135|C|1|0|U|729|9|7|69|E0921|112|39|17|21|0|4|2|88|32|0|5|5|0|28|35|1|0|0|8|285|2024|4|25|14|4|59|4|N
9|21|4172|C|2|0|U|602|13|25|69|E0921|41|6|170|0|8|0|11|68|6|5|9|0|0|41|30|2|0|3|6|365|2024|4|25|14|4|6|4|N
29|3|382|C|2|0|U|571|28|12|271|E2903|47|72|0|0|8|0|0|213|12|47|2|1|0|0|14|1|0|1|15|386|2024|4|25|14|4|20|4|N
29|3|396|C|2|0|U|658|47|12|271|E2903|62|65|83|0|3|4|4|105|12|19|0|0|1|11|48|0|0|0|11|366|2024|4|25|14|0|32|4|N
17|1|308|B|1|0|U|693|7|2|176|E1701|84|0|19|7|8|36|0|243|27|0|0|2|3|1|0|1|0|5|66|418|2024|4|25|11|21|19|4|N
21|6|1396|C|3|0|U|697|115|10|213|E2106|54|40|140|14|28|0|30|40|17|70|0|0|2|0|27|1|0|0|8|417|2024|4|25|14|5|24|4|N
21|6|1548|C|1|0|U|516|115|16|213|E2106|98|0|118|8|19|2|47|0|7|48|13|3|0|13|49|1|0|1|28|357|2024|4|25|14|2|50|4|N
21|7|5|C|4|0|M|630|1|12|214|E2107|5|0|114|5|19|15|1|68|18|25|0|0|3|20|21|0|0|0|22|331|2024|4|25|14|3|36|1|N
21|7|1643|C|3|0|U|639|119|13|214|E2107|67|46|99|8|34|0|35|80|29|52|20|0|1|33|16|3|0|0|0|456|2024|4|25|14|5|2|4|N
8|3|1963|B|1|0|U|320|37|3|42|E0803|73|0|179|6|12|0|0|54|5|0|0|0|1|3|0|2|0|1|3|266|2024|4|25|12|28|44|4|N
8|3|2182|C|1|0|U|414|37|6|42|E0803|129|33|134|0|0|18|9|42|4|0|0|1|0|0|0|0|0|1|57|299|2024|4|25|13|10|13|4|N
25|6|2577|B|1|0|U|235|12|21|246|E2506|9|19|11|0|15|8|16|37|1|0|0|1|0|0|0|0|0|1|25|134|2024|4|25|11|31|0|4|N
19|8|621|B|1|0|U|577|26|14|191|E1908|80|76|0|11|16|37|0|0|16|104|16|2|5|0|0|9|0|2|37|331|2024|4|25|13|31|18|4|N
19|8|2953|C|1|0|U|710|6|7|191|E1908|10|0|274|28|0|20|0|165|3|22|9|3|3|4|11|0|0|4|0|546|2024|4|25|13|59|35|4|N
15|33|992|C|7|0|U|746|26|1|157|E1533|18|77|21|0|13|19|6|79|36|47|0|6|0|0|0|0|0|0|3|307|2024|4|25|10|4|8|4|N
26|3|387|B|1|0|U|609|49|6|250|E2603|89|30|111|0|17|10|31|126|6|0|3|0|0|6|0|2|0|1|29|372|2024|4|25|13|39|54|4|N
20|4|1873|B|1|0|U|463|420|9|201|E2004|93|6|0|0|9|6|0|1|0|0|6|0|0|0|0|0|0|1|0|29|2024|4|25|13|11|25|4|N
15|10|1830|B|1|0|U|683|34|6|134|E1510|46|37|40|0|23|1|8|136|3|8|0|0|1|9|11|0|0|0|5|282|2024|4|25|10|37|56|4|N
15|12|2089|C|9|0|U|730|40|40|136|E1512|59|0|140|14|25|40|0|91|0|61|0|0|3|44|59|0|0|3|0|480|2024|4|25|14|5|5|4|N
15|12|6733|B|1|0|U|640|40|40|136|E1512|63|3|22|3|11|11|25|169|24|22|5|1|1|24|12|0|0|0|4|337|2024|4|25|14|4|39|4|N
16|9|2260|C|3|0|U|618|103|20|173|E1609|57|16|0|7|2|13|13|240|12|35|0|0|1|3|40|1|0|0|0|383|2024|4|25|14|2|23|4|N
16|9|2284|B|1|0|U|545|103|20|173|E1609|79|39|85|13|7|0|23|130|3|19|0|2|0|4|33|0|12|0|0|370|2024|4|25|14|3|59|4|N
