916
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
14|15|1636|C|1|0|U|737|49|15|119|E1415|138|52|67|59|12|8|2|289|3|51|0|1|0|12|33|0|0|1|7|597|2024|4|25|14|16|53|4|N
14|15|1643|C|3|0|U|637|49|15|119|E1415|139|3|4|8|5|3|1|13|4|9|0|3|3|9|11|0|0|0|0|76|2024|4|25|14|0|48|4|N
25|1|2601|B|1|0|U|567|12|23|241|E2501|119|0|0|5|0|28|89|256|2|0|2|2|0|0|0|1|0|0|35|420|2024|4|25|15|6|14|4|N
25|1|2891|B|1|0|U|369|12|22|241|E2501|113|97|40|0|9|0|50|31|11|0|4|0|0|8|0|1|0|1|50|302|2024|4|25|15|10|32|4|N
25|5|1103|B|1|0|U|486|6|14|245|E2505|92|34|60|3|0|0|44|21|0|0|2|0|0|5|0|2|4|0|31|206|2024|4|25|11|7|39|4|N
14|18|551|C|1|0|U|639|39|18|122|E1418|85|31|9|17|11|18|7|101|0|25|1|2|1|5|47|1|0|1|4|281|2024|4|25|15|7|5|4|N
26|1|633|C|1|0|U|619|53|2|248|E2601|48|1|286|0|0|6|18|0|28|0|2|0|2|15|0|1|0|6|0|365|2024|4|25|15|12|54|1|N
26|1|676|C|1|0|U|433|55|1|248|E2601|76|1|5|0|1|0|2|18|4|0|0|2|1|9|0|0|0|7|6|56|2024|4|25|15|14|30|4|N
26|1|689|C|1|0|U|385|55|1|248|E2601|76|4|2|8|3|6|0|10|0|0|1|3|1|0|0|1|0|0|0|39|2024|4|25|15|10|57|4|N
26|1|699|B|1|0|U|398|55|1|248|E2601|92|41|70|14|17|8|0|68|4|0|0|0|0|1|0|0|0|2|11|236|2024|4|25|14|6|8|4|N
26|2|22|C|9|0|U|691|2|7|249|E2602|12|44|98|2|3|6|8|207|8|0|0|0|0|8|0|0|0|0|23|407|2024|4|25|13|0|32|4|N
26|2|191|C|1|0|U|597|30|5|249|E2602|109|9|141|0|8|2|35|226|0|0|3|0|1|3|0|0|0|2|27|457|2024|4|25|13|2|45|4|N
26|2|218|C|1|0|U|658|30|5|249|E2602|75|28|126|0|1|4|0|168|2|0|1|0|0|10|0|0|0|0|24|364|2024|4|25|14|14|35|4|N
26|2|1597|C|2|0|U|681|30|4|249|E2602|91|24|185|2|3|2|16|218|0|0|6|0|0|5|0|0|0|0|34|495|2024|4|25|15|10|52|4|N
28|7|723|B|1|0|U|713|25|3|267|E2807|6|89|0|17|0|8|18|253|5|0|3|1|3|15|0|2|0|0|32|446|2024|4|25|14|17|29|4|N
28|7|1755|C|1|0|U|719|32|5|267|E2807|89|87|17|8|11|0|27|286|10|0|28|4|3|0|0|4|0|0|50|535|2024|4|25|14|8|36|1|N
28|7|1756|C|1|0|U|491|32|5|267|E2807|90|38|141|7|2|19|4|89|3|0|0|0|5|24|0|1|0|1|18|352|2024|4|25|14|6|18|4|N
28|7|2091|C|1|0|U|734|32|8|267|E2807|111|71|50|5|1|4|25|189|10|0|4|2|0|8|0|1|0|0|19|389|2024|4|25|14|9|27|4|N
28|5|1573|C|7|0|U|719|41|14|265|E2805|82|44|0|0|24|10|79|277|8|0|0|0|1|13|0|0|0|4|52|512|2024|4|25|14|15|53|4|N
28|5|1631|B|1|0|U|670|41|15|265|E2805|157|39|0|4|0|37|105|0|0|0|0|1|1|16|0|0|0|0|97|300|2024|4|25|14|11|30|4|N
28|5|1642|B|1|0|U|514|41|15|265|E2805|157|0|5|5|0|64|68|130|0|0|2|0|2|12|0|2|0|3|35|328|2024|4|25|14|15|45|4|N
28|5|1676|B|1|0|U|448|41|15|265|E2805|116|26|105|0|7|40|40|18|8|0|0|1|0|15|0|1|0|1|36|298|2024|4|25|14|7|47|4|N
28|5|1692|B|1|0|U|740|41|15|265|E2805|128|0|222|9|6|0|0|0|43|0|25|3|6|31|0|0|0|9|124|478|2024|4|25|14|17|6|4|N
28|8|189|C|6|0|U|671|9|20|268|E2808|29|9|176|6|2|0|27|148|0|0|1|3|2|7|0|0|0|1|44|426|2024|4|25|15|5|27|4|N
28|8|226|C|1|0|U|466|9|20|268|E2808|59|57|52|5|8|10|6|126|2|0|4|1|0|8|0|0|0|1|23|303|2024|4|25|14|5|8|4|N
28|8|238|B|1|0|U|641|9|20|268|E2808|63|68|61|7|17|9|17|45|0|0|2|0|0|10|0|0|0|0|26|262|2024|4|25|15|1|17|4|N
28|8|1325|B|1|0|U|567|38|21|268|E2808|87|28|36|13|6|25|0|105|0|0|3|0|1|0|0|2|0|1|47|267|2024|4|25|14|15|53|4|N
28|8|1382|B|1|0|U|392|38|22|268|E2808|123|50|41|3|0|7|0|29|0|0|2|0|0|2|0|0|0|0|29|163|2024|4|25|14|5|23|4|N
28|8|1419|B|1|0|U|645|38|22|268|E2808|147|142|21|2|15|17|73|153|0|0|0|1|1|15|0|0|0|0|40|480|2024|4|25|14|7|12|4|N
28|8|1483|B|1|0|U|382|38|22|268|E2808|176|29|32|5|1|7|49|76|5|0|1|1|1|7|0|0|0|0|19|233|2024|4|25|15|4|33|4|N
19|10|1331|C|2|0|U|542|40|8|193|E1910|98|17|228|0|4|6|0|34|4|10|1|1|1|0|19|0|0|0|4|329|2024|4|25|14|8|46|4|N
19|10|1679|B|1|0|U|430|40|6|193|E1910|27|11|202|2|3|0|0|45|0|26|2|0|0|1|19|1|0|0|1|313|2024|4|25|14|6|13|4|N
29|1|103|B|1|0|M|741|7|11|269|E2901|22|13|54|14|43|43|0|82|5|0|0|0|2|28|0|1|0|0|26|311|2024|4|25|15|13|54|4|N
29|1|470|B|1|0|U|549|34|2|269|E2901|68|0|137|6|27|0|0|127|0|0|16|0|4|14|0|0|0|0|32|363|2024|4|25|14|16|7|4|N
20|8|1424|B|1|0|U|547|291|9|205|E2008|146|143|93|0|24|27|24|0|33|0|0|0|0|23|0|0|0|1|12|380|2024|4|25|15|1|41|4|N
20|2|962|B|1|0|M|593|170|1|199|E2002|1|185|0|23|103|0|0|0|36|0|11|4|0|5|0|0|0|3|42|412|2024|4|25|14|4|8|1|N
20|6|2373|E|1|0|M|397|553|8|203|E2006|48|0|0|0|0|2|0|3|0|0|1|0|0|2|0|0|0|0|5|13|2024|4|25|15|12|31|4|N
22|3|284|C|1|0|U|499|14|1|226|E2203|1|47|62|11|16|26|0|68|0|38|5|0|0|0|0|0|0|0|35|308|2024|4|25|14|5|51|4|N
22|3|309|B|1|0|U|571|14|1|226|E2203|6|27|108|8|0|7|47|47|5|54|0|0|0|0|0|0|0|0|13|316|2024|4|25|14|16|23|4|N
22|3|328|C|4|0|U|623|14|1|226|E2203|33|27|0|8|17|6|85|133|0|59|1|0|0|0|0|0|0|1|9|346|2024|4|25|15|13|26|4|N
22|3|936|C|1|0|U|591|14|1|226|E2203|15|25|80|11|0|12|74|56|11|28|1|0|0|0|0|0|0|0|0|298|2024|4|25|14|8|40|1|N
22|2|8|C|1|0|R|692|1|9|225|E2202|4|73|27|0|17|17|48|186|3|0|1|2|0|0|0|0|0|0|6|380|2024|4|25|14|11|31|1|N
22|2|11|E|1|0|R|710|1|9|225|E2202|14|27|33|22|3|0|32|253|0|0|0|1|0|0|0|0|0|0|10|381|2024|4|25|14|16|9|4|N
22|2|577|C|1|0|U|520|16|11|225|E2202|35|49|58|0|7|33|16|59|8|0|2|0|1|0|0|0|0|0|25|258|2024|4|25|10|49|18|4|N
22|2|586|C|5|0|U|695|16|10|225|E2202|40|0|164|33|3|4|17|225|0|0|0|0|0|0|0|0|0|0|24|470|2024|4|25|15|10|8|4|N
30|10|1853|B|1|0|U|543|89|11|281|E3010|12|23|19|2|2|0|0|125|54|0|4|1|0|18|21|0|0|1|0|270|2024|4|25|14|9|28|4|N
30|10|1872|C|5|0|U|744|89|11|281|E3010|4|104|22|0|5|7|15|156|77|5|3|2|1|0|42|2|0|0|11|452|2024|4|25|14|12|56|1|N
30|10|1910|C|1|0|U|675|89|10|281|E3010|151|111|63|5|3|8|4|173|51|17|7|0|0|12|32|0|0|0|14|500|2024|4|25|15|8|21|4|N
30|10|1971|B|1|0|U|724|89|10|281|E3010|117|168|84|7|7|0|2|43|16|62|1|2|4|75|47|0|0|0|5|523|2024|4|25|15|6|5|4|N
30|10|2039|B|1|0|U|408|89|10|281|E3010|87|126|0|6|2|4|0|42|64|13|0|0|0|7|56|0|0|0|0|320|2024|4|25|14|7|18|4|N
30|10|2099|C|4|0|U|708|89|10|281|E3010|113|113|3|4|4|0|0|112|26|35|8|0|0|24|35|0|0|0|8|372|2024|4|25|15|5|58|4|N
2|6|795|B|1|0|U|611|4|10|9|E0206|19|34|125|18|8|7|15|150|0|0|0|3|0|0|0|0|0|0|16|376|2024|4|25|14|15|14|4|N
2|6|843|C|4|0|U|690|4|11|9|E0206|112|14|117|0|6|19|18|83|0|40|9|3|0|0|0|0|0|0|14|323|2024|4|25|15|5|52|4|N
2|6|854|C|2|0|U|644|4|11|9|E0206|134|0|100|16|0|6|0|117|6|0|1|3|0|0|0|0|0|0|2|251|2024|4|25|15|14|15|4|N
2|6|947|B|1|0|U|622|4|10|9|E0206|77|0|127|13|11|3|0|51|21|0|0|9|0|0|0|0|0|0|35|270|2024|4|25|15|1|50|4|N
2|6|947|C|1|0|U|621|4|10|9|E0206|77|56|59|5|13|0|31|65|0|5|2|0|0|0|0|0|0|1|11|248|2024|4|25|15|5|8|4|N
2|6|1499|E|1|1|M|630|4|11|9|E0206|145|0|226|0|12|16|0|0|12|18|8|8|0|0|0|0|0|1|31|332|2024|4|25|15|14|18|4|N
2|6|1508|B|1|0|U|744|4|11|9|E0206|155|34|186|0|37|25|56|129|25|0|0|0|0|0|0|0|0|1|0|493|2024|4|25|15|13|58|4|N
31|1|38|C|1|0|M|535|8|18|291|E3101|2|72|1|3|0|3|0|166|3|5|4|2|0|0|14|0|0|0|0|273|2024|4|25|14|5|33|1|N
31|1|139|B|1|0|R|569|32|17|291|E3101|8|57|0|6|1|2|4|123|9|0|0|1|0|9|5|0|0|0|9|226|2024|4|25|14|14|31|1|N
31|1|954|C|1|0|U|604|96|17|291|E3101|52|45|27|0|0|2|2|128|0|8|2|0|0|22|5|0|0|0|1|242|2024|4|25|15|13|8|4|N
31|1|972|B|1|0|M|750|96|17|291|E3101|47|120|166|21|0|23|0|59|0|106|9|0|1|49|32|0|0|1|22|609|2024|4|25|15|11|54|4|N
5|3|331|B|1|0|U|593|18|5|19|E0503|59|23|100|0|0|22|6|0|29|0|12|0|3|30|0|0|0|4|67|296|2024|4|25|15|3|54|4|N
5|3|713|C|2|0|U|674|28|3|19|E0503|41|54|200|0|4|19|6|83|6|0|0|2|0|3|0|0|0|0|17|394|2024|4|25|15|12|13|4|N
6|1|78|B|1|0|M|368|1|6|25|E0601|32|45|98|2|0|72|0|50|0|6|0|0|0|6|4|0|0|0|0|283|2024|4|25|14|15|2|4|N
6|1|155|B|1|0|U|683|5|7|25|E0601|105|124|77|2|0|152|0|0|0|14|14|1|0|22|5|0|0|0|20|431|2024|4|25|14|17|43|4|N
32|1|114|B|1|0|M|601|9|18|297|E3201|1|48|113|0|145|6|0|0|0|0|0|1|2|23|38|1|0|0|9|386|2024|4|25|14|16|57|2|N
32|1|155|C|1|0|M|723|10|6|297|E3201|12|63|78|1|208|0|14|0|1|0|16|1|0|17|31|0|0|0|3|433|2024|4|25|14|16|18|1|N
32|1|1273|C|1|0|U|418|40|7|297|E3201|117|46|22|0|146|0|0|0|8|32|0|0|1|3|22|1|0|0|0|281|2024|4|25|13|19|37|4|N
27|4|292|C|1|0|U|407|4|9|258|E2704|104|119|12|0|0|2|2|56|1|5|0|0|0|0|0|0|0|0|5|202|2024|4|25|14|2|47|4|N
27|4|301|B|1|0|U|402|4|9|258|E2704|106|78|28|3|0|2|6|90|4|7|6|1|0|0|0|0|0|0|6|231|2024|4|25|14|13|5|4|N
27|4|1156|B|1|0|U|740|4|7|258|E2704|79|224|89|4|13|0|2|118|2|5|4|0|0|0|0|0|0|0|4|465|2024|4|25|14|5|10|4|N
27|4|1159|B|1|0|U|699|4|7|258|E2704|81|120|58|40|0|0|0|68|29|44|18|1|0|0|0|0|0|0|25|403|2024|4|25|14|7|50|4|N
30|14|1413|C|1|0|U|669|63|30|285|E3014|1|49|0|2|1|12|15|307|11|0|15|0|1|4|46|1|0|1|38|503|2024|4|25|15|5|25|4|N
30|14|1419|C|1|0|U|718|63|30|285|E3014|3|52|7|6|3|18|14|262|12|27|8|2|0|3|0|1|0|0|10|425|2024|4|25|15|0|58|4|N
30|14|2110|C|1|0|U|443|91|27|285|E3014|105|13|20|6|3|0|10|147|20|24|12|0|0|6|14|0|0|0|0|275|2024|4|25|13|48|37|4|N
30|14|2161|B|1|0|U|636|93|28|285|E3014|41|25|0|7|1|17|13|209|26|16|5|0|1|25|17|2|0|1|9|374|2024|4|25|14|11|48|1|N
30|14|4897|B|1|0|U|656|109|28|285|E3014|48|39|0|8|7|6|0|233|8|9|9|2|0|16|9|0|0|0|35|381|2024|4|25|12|24|20|4|N
11|14|64|B|1|0|U|392|2|22|88|E1114|13|0|183|3|2|17|0|20|11|20|0|2|0|3|26|0|0|0|7|294|2024|4|25|14|14|43|1|N
11|14|86|C|1|0|U|725|2|22|88|E1114|19|2|290|0|8|0|0|144|0|31|0|0|1|0|20|1|0|0|5|502|2024|4|25|14|11|37|4|N
28|1|765|E|1|4|U|728|27|1|261|E2801|30|58|98|9|2|79|140|128|20|0|0|0|0|0|0|2|0|0|50|586|2024|4|25|14|3|22|4|N
28|1|819|B|1|0|U|523|27|2|261|E2801|78|39|84|3|14|0|37|86|4|0|0|2|1|8|0|1|0|0|29|308|2024|4|25|13|3|16|4|N
28|1|884|C|1|0|U|483|27|2|261|E2801|104|18|42|3|8|0|0|149|8|0|1|0|0|3|0|0|0|0|17|249|2024|4|25|14|15|21|1|N
28|1|898|C|4|0|U|725|27|3|261|E2801|130|49|172|10|11|39|0|188|0|0|0|1|1|4|0|2|0|2|17|496|2024|4|25|13|19|33|4|N
28|1|901|C|3|0|U|693|27|3|261|E2801|134|15|134|6|7|34|8|41|1|0|0|1|0|9|0|1|0|0|0|257|2024|4|25|13|20|28|4|N
28|1|1831|B|1|0|U|496|27|1|261|E2801|47|0|0|4|11|33|39|51|0|0|0|0|0|7|0|0|0|0|28|173|2024|4|25|14|11|11|1|N
19|9|866|C|1|0|U|653|34|24|192|E1909|90|4|305|4|0|0|0|136|6|1|6|1|0|15|0|0|0|0|0|478|2024|4|25|14|16|41|4|N
19|9|869|B|1|0|U|588|34|24|192|E1909|86|0|222|8|24|4|26|47|9|18|0|0|0|12|5|1|0|0|0|376|2024|4|25|13|19|36|4|N
19|9|884|C|1|0|U|537|34|24|192|E1909|79|0|240|4|5|4|0|33|7|0|1|0|0|11|0|0|0|0|19|324|2024|4|25|12|54|57|4|N
19|9|2101|C|2|0|U|666|49|24|192|E1909|130|25|0|8|0|26|45|238|0|0|0|0|1|1|0|0|0|1|0|345|2024|4|25|15|1|3|4|N
9|11|5191|B|1|0|U|585|17|10|59|E0911|4|91|36|6|19|0|0|13|39|2|14|0|1|19|27|0|0|0|7|274|2024|4|25|14|17|1|4|N
9|11|5249|C|1|0|U|618|17|10|59|E0911|23|156|24|7|5|0|10|14|18|14|0|4|2|34|19|2|0|1|4|314|2024|4|25|15|5|49|4|N
9|11|5259|C|1|0|U|728|17|10|59|E0911|44|202|58|8|11|4|14|0|81|16|12|1|2|19|29|0|0|1|0|458|2024|4|25|15|4|36|4|N
9|11|5511|C|2|0|U|604|17|10|59|E0911|75|221|41|10|8|1|4|2|43|3|11|5|0|50|33|0|0|0|9|441|2024|4|25|14|4|8|4|N
29|2|1|C|1|0|U|641|1|5|270|E2902|1|41|81|21|18|2|19|107|62|0|4|3|0|0|0|1|0|0|55|414|2024|4|25|15|1|58|4|N
29|2|78|C|1|0|M|695|6|1|270|E2902|13|11|97|4|23|28|109|35|46|0|5|0|0|66|0|2|0|0|58|484|2024|4|25|14|10|15|1|N
29|2|83|B|1|0|U|660|6|1|270|E2902|19|60|27|0|17|0|32|93|40|0|9|2|2|7|0|3|0|0|84|376|2024|4|25|14|5|26|4|N
29|2|301|C|1|0|M|660|21|1|270|E2902|36|0|45|8|13|6|0|63|29|0|3|3|0|8|0|0|0|0|33|211|2024|4|25|14|3|59|1|N
29|2|448|C|2|0|U|630|33|7|270|E2902|109|0|83|5|17|0|106|46|17|0|8|1|0|64|0|1|0|1|27|376|2024|4|25|14|3|56|1|N
29|2|449|C|1|0|U|679|33|7|270|E2902|107|0|133|6|58|32|0|0|21|0|1|6|0|70|0|6|0|2|39|374|2024|4|25|14|5|28|4|N
29|2|463|C|1|0|U|622|33|7|270|E2902|116|2|152|18|12|11|0|63|0|0|2|2|0|44|0|0|0|0|80|386|2024|4|25|14|14|18|1|N
29|2|575|C|2|0|U|609|43|2|270|E2902|141|0|67|1|8|30|40|173|52|0|9|0|0|5|0|1|0|0|27|413|2024|4|25|14|12|35|4|N
29|2|579|B|1|0|U|702|43|2|270|E2902|143|36|154|1|14|29|0|176|45|0|5|0|0|0|0|0|0|2|69|531|2024|4|25|15|8|40|4|N
29|2|629|B|1|0|U|737|33|7|270|E2902|114|68|122|10|0|0|63|86|10|0|0|2|1|50|0|0|0|1|58|471|2024|4|25|14|8|23|4|N
29|2|642|B|1|0|U|749|43|2|270|E2902|150|0|144|6|24|16|0|88|29|0|2|3|1|44|0|1|0|1|61|420|2024|4|25|14|6|15|4|N
9|16|3199|C|1|0|U|464|10|18|64|E0916|24|69|28|8|6|9|7|43|32|18|4|0|8|29|16|9|0|1|10|297|2024|4|25|14|13|17|4|N
9|16|3287|B|1|0|U|522|10|32|64|E0916|81|86|35|10|19|1|58|22|42|54|0|4|0|0|5|5|0|1|22|364|2024|4|25|14|15|7|4|N
