2030
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
12|2|2838|B|1|0|U|568|1|6|91|E1202|19|76|0|25|0|35|8|46|8|0|0|0|1|29|0|0|0|0|18|246|2024|4|25|15|13|41|4|N
11|11|1585|C|1|0|U|718|20|21|85|E1111|76|24|64|6|2|19|1|109|0|0|0|0|0|0|28|0|0|1|17|271|2024|4|25|15|3|32|4|N
11|11|1613|C|1|0|U|709|20|6|85|E1111|96|2|154|6|0|1|22|180|0|0|0|0|1|7|44|1|0|3|19|440|2024|4|25|14|1|39|4|N
11|11|1633|C|7|0|U|690|20|21|85|E1111|45|26|181|8|4|11|15|53|0|0|0|0|0|6|17|1|0|1|26|349|2024|4|25|15|11|15|4|N
11|11|1644|C|4|0|U|723|20|4|85|E1111|39|20|204|2|1|0|16|128|0|0|0|0|0|7|16|0|0|0|2|396|2024|4|25|14|2|57|4|N
11|13|1931|C|4|0|U|680|23|18|87|E1113|48|20|36|0|24|95|23|61|5|44|0|0|0|6|30|0|0|0|19|363|2024|4|25|11|13|29|4|N
7|2|145|C|3|0|U|701|13|11|28|E0702|8|102|89|0|16|39|0|56|13|17|0|3|2|20|73|0|0|2|43|475|2024|4|25|14|12|34|4|N
7|2|561|B|1|0|R|717|38|8|28|E0702|92|0|78|2|5|51|31|84|34|0|0|0|0|17|44|0|0|0|41|387|2024|4|25|15|42|20|1|N
7|2|627|C|2|0|U|739|44|3|28|E0702|118|0|115|0|32|71|0|42|0|29|42|0|1|43|23|2|0|0|32|432|2024|4|25|14|10|21|4|N
7|2|684|E|1|1|R|414|49|8|28|E0702|10|8|52|2|5|38|42|0|5|0|7|0|1|4|7|2|0|0|6|179|2024|4|25|15|26|3|1|N
7|2|1209|C|5|0|U|651|82|8|28|E0702|69|30|1|0|3|52|29|75|2|28|0|2|0|0|36|1|0|0|15|274|2024|4|25|13|59|52|4|N
15|7|712|B|1|0|U|685|25|43|131|E1507|105|110|15|13|0|11|13|129|8|38|0|0|1|0|43|1|0|0|3|385|2024|4|25|15|38|24|4|N
15|7|725|B|1|0|U|539|25|43|131|E1507|74|32|127|12|0|0|22|5|1|45|0|0|1|0|48|0|0|1|0|294|2024|4|25|15|15|46|4|N
15|7|789|C|3|0|U|654|25|43|131|E1507|124|8|119|15|2|13|0|77|0|90|0|0|0|8|112|1|0|0|0|445|2024|4|25|15|28|43|4|N
15|7|790|C|2|0|U|535|25|43|131|E1507|125|87|50|7|0|5|23|101|17|41|0|1|0|2|17|1|0|1|3|356|2024|4|25|15|14|26|4|N
15|7|829|C|1|0|U|514|25|43|131|E1507|12|82|29|7|1|9|18|62|36|27|0|2|0|0|16|0|0|0|0|289|2024|4|25|15|35|40|4|N
15|7|857|C|3|0|U|694|25|43|131|E1507|10|83|80|6|0|9|0|121|23|46|4|1|0|9|55|1|0|0|3|441|2024|4|25|14|18|16|1|N
15|7|6187|C|1|0|U|620|25|43|131|E1507|109|113|98|4|8|11|16|49|25|31|6|1|0|0|33|0|0|0|0|395|2024|4|25|15|51|35|4|N
15|7|6202|B|1|0|U|493|25|43|131|E1507|112|68|76|5|6|15|36|52|11|31|0|3|1|7|21|0|0|0|9|341|2024|4|25|15|44|53|4|N
15|7|6465|B|1|0|U|426|25|43|131|E1507|135|98|48|7|12|0|22|33|0|36|1|1|0|4|0|0|0|1|11|274|2024|4|25|15|19|55|4|N
15|7|6468|B|1|0|U|712|25|43|131|E1507|133|107|136|27|9|14|0|97|18|54|4|0|1|7|56|1|0|0|0|531|2024|4|25|15|52|22|4|N
15|7|6593|C|2|0|U|681|25|43|131|E1507|80|74|104|1|1|6|27|74|15|35|4|0|1|0|0|0|0|0|16|358|2024|4|25|15|9|51|4|N
15|7|6713|B|1|0|U|700|25|43|131|E1507|123|45|0|20|9|14|31|184|30|30|0|0|0|15|0|0|0|1|0|379|2024|4|25|14|47|45|4|N
7|4|48|E|1|1|R|416|5|11|30|E0704|4|19|29|2|0|29|10|45|0|17|0|0|0|7|0|0|0|1|9|168|2024|4|25|15|7|13|4|N
7|4|678|B|1|0|R|620|48|12|30|E0704|26|3|66|6|0|125|25|84|8|28|4|0|0|11|0|0|0|0|7|367|2024|4|25|15|21|30|4|N
7|4|1405|E|1|0|R|303|91|11|30|E0704|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|28|4|N
15|40|130|C|1|0|U|712|5|45|164|E1540|31|25|0|57|4|28|18|75|35|46|0|0|0|50|20|1|0|0|4|363|2024|4|25|14|17|12|4|N
15|40|143|C|2|0|U|548|5|45|164|E1540|50|85|0|26|5|17|33|68|26|11|1|3|3|33|23|0|0|0|21|355|2024|4|25|15|49|56|1|N
15|40|5828|B|1|0|U|684|119|36|164|E1540|128|98|0|23|3|15|24|88|12|52|14|4|0|30|16|1|0|0|11|391|2024|4|25|15|7|32|4|N
15|14|36|B|1|0|R|534|2|39|138|E1514|35|99|27|6|11|3|6|104|14|18|0|3|1|14|31|0|0|3|1|341|2024|4|25|15|13|59|4|N
15|14|45|C|1|0|U|612|2|39|138|E1514|28|98|48|2|8|2|7|126|0|4|1|2|3|38|28|0|0|1|8|376|2024|4|25|15|22|13|4|N
15|14|49|B|1|0|U|673|2|39|138|E1514|24|63|10|5|2|2|0|103|11|0|2|2|0|7|10|3|0|1|12|233|2024|4|25|14|15|26|4|N
15|14|55|C|3|0|U|680|2|39|138|E1514|14|156|38|8|4|6|11|90|0|60|3|1|4|22|32|3|0|0|11|449|2024|4|25|15|42|26|4|N
15|14|3880|C|2|0|M|534|66|39|138|E1514|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|53|41|1|N
15|14|4108|C|3|0|U|602|76|33|138|E1514|80|74|48|4|0|0|4|4|2|8|4|0|1|3|0|0|0|1|1|154|2024|4|25|15|14|53|4|N
15|14|4108|C|4|0|U|602|76|33|138|E1514|80|116|16|5|1|2|1|4|7|3|2|1|0|2|6|1|0|0|5|172|2024|4|25|15|16|47|4|N
15|14|4110|C|3|0|M|678|76|33|138|E1514|79|104|77|6|9|16|10|129|8|5|3|7|0|7|52|1|0|0|11|445|2024|4|25|15|16|57|4|N
15|14|4696|C|9|0|U|695|101|39|138|E1514|56|130|41|7|6|2|0|133|0|66|0|3|0|40|32|0|0|0|29|489|2024|4|25|14|17|30|4|N
15|14|6701|B|1|0|U|632|2|39|138|E1514|11|89|62|4|0|3|0|116|15|27|0|0|1|20|31|0|0|1|8|377|2024|4|25|15|2|31|4|N
15|14|6702|C|2|0|U|701|2|39|138|E1514|10|126|50|13|8|1|12|53|0|27|0|4|4|76|44|0|0|0|18|436|2024|4|25|15|51|35|1|N
15|35|2170|B|1|0|U|733|41|9|159|E1535|30|67|92|0|7|17|15|187|0|0|0|0|0|14|46|1|0|0|22|468|2024|4|25|15|11|26|4|N
15|35|4481|C|2|0|U|602|91|7|159|E1535|61|46|61|4|0|17|10|150|0|9|4|2|0|15|37|1|0|1|6|363|2024|4|25|14|17|23|4|N
15|35|4482|C|2|0|U|640|91|7|159|E1535|62|53|68|6|8|10|16|58|0|33|1|0|1|6|27|0|0|0|18|305|2024|4|25|15|42|43|4|N
15|35|4484|B|1|0|U|651|91|7|159|E1535|82|40|71|10|7|23|9|121|0|34|0|4|3|6|40|0|0|0|18|386|2024|4|25|14|13|47|4|N
15|35|4493|C|1|0|M|729|91|7|159|E1535|67|7|102|7|15|29|15|168|25|32|17|1|3|0|17|0|0|0|52|490|2024|4|25|15|32|51|1|N
15|35|5451|B|1|0|R|400|108|9|159|E1535|117|32|63|2|0|16|11|55|8|11|2|0|2|3|25|1|0|0|10|241|2024|4|25|15|14|39|4|N
16|1|150|C|1|0|M|481|9|19|165|E1601|10|82|0|2|29|8|0|205|3|6|0|0|0|0|0|0|0|1|5|341|2024|4|25|15|15|54|4|N
16|1|161|C|1|0|R|691|9|19|165|E1601|4|104|63|0|5|5|0|185|0|0|1|1|0|0|0|0|0|0|23|387|2024|4|25|15|38|41|1|N
16|1|473|C|1|0|U|548|33|22|165|E1601|33|7|46|18|0|8|22|206|0|0|3|0|0|0|0|0|0|0|5|315|2024|4|25|15|23|7|4|N
16|1|574|B|1|0|U|622|35|22|165|E1601|41|46|39|0|12|12|0|207|0|21|6|0|0|0|0|0|0|0|8|351|2024|4|25|14|12|59|4|N
16|1|576|B|1|0|R|326|35|22|165|E1601|61|12|54|15|0|8|0|68|5|9|0|0|0|0|0|0|0|0|5|176|2024|4|25|15|48|32|4|N
16|1|813|C|5|0|U|673|50|24|165|E1601|91|26|100|1|37|8|4|128|17|31|0|0|0|0|0|0|0|0|1|353|2024|4|25|15|51|52|1|N
16|1|849|C|5|0|U|659|50|24|165|E1601|120|87|34|12|0|11|0|218|0|0|0|0|0|0|0|0|0|0|17|379|2024|4|25|15|36|22|4|N
16|1|853|C|1|0|U|534|50|24|165|E1601|82|114|6|0|6|11|19|140|7|24|3|0|0|0|0|0|0|0|0|330|2024|4|25|15|50|54|4|N
16|1|1308|S|1|0|U|0|56|22|165|E1601|55|124|0|6|46|20|0|362|2|36|3|0|0|0|0|0|0|0|0|599|2024|4|25|15|34|23|4|N
16|1|1315|C|2|0|R|734|56|22|165|E1601|60|104|133|0|0|16|8|268|0|0|0|0|0|0|0|0|0|1|14|544|2024|4|25|15|1|44|4|N
16|1|1366|E|1|0|R|194|60|22|165|E1601|69|36|11|6|0|8|1|41|0|2|0|0|0|0|0|0|0|0|1|106|2024|4|25|15|48|23|4|N
16|1|1432|C|1|0|U|624|65|23|165|E1601|77|0|0|5|0|12|11|373|2|7|0|1|0|0|0|0|0|1|9|421|2024|4|25|15|50|30|1|N
16|11|619|B|1|0|R|657|38|18|175|E1611|25|88|31|23|2|94|0|0|29|24|0|4|2|0|89|5|0|7|0|398|2024|4|25|15|14|42|4|N
16|11|1768|B|1|0|M|546|78|18|175|E1611|98|0|0|0|0|3|1|0|0|0|0|0|0|0|3|0|0|0|1|8|2024|4|25|15|22|56|4|N
16|11|1802|B|1|0|M|695|80|15|175|E1611|86|62|99|7|13|23|10|75|9|20|2|0|2|0|85|0|0|1|52|460|2024|4|25|15|50|5|1|N
16|11|1867|B|1|0|R|731|83|19|175|E1611|115|212|57|13|0|65|0|0|0|93|0|4|0|0|35|1|0|3|18|501|2024|4|25|15|52|13|1|N
16|11|2155|E|1|0|R|469|101|15|175|E1611|78|52|88|12|0|22|15|0|23|0|1|1|0|3|70|0|0|0|0|287|2024|4|25|15|43|26|1|N
16|4|2055|B|1|0|M|721|96|9|168|E1604|130|66|155|0|20|20|11|89|4|0|0|2|1|25|0|1|0|0|0|394|2024|4|25|15|50|15|4|N
14|9|635|B|1|0|U|611|41|9|113|E1409|117|2|131|69|17|1|0|30|12|69|2|3|1|30|17|1|0|0|0|385|2024|4|25|14|10|35|4|N
14|9|652|C|1|0|U|694|41|9|113|E1409|143|33|99|103|6|25|0|94|0|53|3|4|0|15|41|4|0|1|3|484|2024|4|25|15|9|20|4|N
14|9|1192|C|2|0|U|640|41|9|113|E1409|7|0|161|79|16|28|0|58|11|29|0|0|0|15|47|3|0|0|0|447|2024|4|25|14|9|0|4|N
14|9|1328|C|1|0|U|700|41|9|113|E1409|112|0|139|71|13|7|2|67|2|0|4|0|1|30|57|1|0|0|54|448|2024|4|25|13|30|25|4|N
14|9|1372|C|1|0|U|663|41|9|113|E1409|95|31|145|71|10|12|3|85|5|0|0|0|0|16|45|3|0|0|3|429|2024|4|25|15|50|8|4|N
18|2|607|C|2|0|U|741|17|8|182|E1802|21|3|208|17|40|15|14|31|15|10|1|2|0|12|1|1|0|1|6|377|2024|4|25|15|16|53|4|N
18|2|900|B|1|0|U|622|17|11|182|E1802|70|88|159|14|32|16|7|46|18|0|1|0|0|0|0|1|0|1|4|387|2024|4|25|15|52|11|4|N
18|2|941|B|1|0|U|643|17|6|182|E1802|120|124|115|5|0|33|1|65|6|0|12|4|0|25|7|0|0|0|13|410|2024|4|25|15|47|21|1|N
18|2|970|B|1|0|U|450|17|6|182|E1802|146|46|113|1|2|5|1|18|12|0|0|0|0|3|1|0|0|0|1|203|2024|4|25|15|41|58|4|N
18|2|1004|B|1|0|U|684|17|7|182|E1802|130|0|90|0|61|24|43|46|53|28|0|0|4|9|0|1|0|0|0|359|2024|4|25|15|29|11|4|N
14|6|3047|B|1|0|U|432|120|6|110|E1406|23|10|59|38|7|12|9|104|8|20|0|2|0|6|36|1|0|0|0|312|2024|4|25|15|46|59|4|N
14|6|3378|B|1|0|U|510|120|6|110|E1406|35|18|71|84|3|9|1|0|9|41|1|0|5|0|35|1|0|1|14|293|2024|4|25|15|20|1|4|N
14|6|3628|C|4|0|U|622|120|6|110|E1406|94|5|114|42|3|4|33|33|4|22|0|4|0|9|31|4|0|1|13|322|2024|4|25|15|35|44|4|N
14|10|3053|B|1|0|U|736|120|10|114|E1410|9|6|225|32|3|14|5|134|9|28|0|0|0|14|11|0|0|1|7|489|2024|4|25|15|10|51|4|N
14|10|3058|B|1|0|U|558|120|10|114|E1410|7|0|0|47|14|14|17|222|0|11|0|0|0|20|30|1|0|0|0|376|2024|4|25|15|5|5|4|N
14|10|3069|B|1|0|U|586|120|10|114|E1410|14|0|56|27|3|15|1|159|3|18|0|0|0|5|9|2|0|0|9|307|2024|4|25|15|16|45|1|N
14|10|3094|C|2|0|U|642|120|10|114|E1410|36|15|89|38|26|30|41|143|12|36|3|0|1|4|0|3|0|4|7|452|2024|4|25|15|19|54|1|N
14|10|3120|C|2|0|U|693|120|10|114|E1410|114|0|216|45|19|15|9|82|10|37|4|0|2|2|59|2|0|2|21|525|2024|4|25|15|37|31|1|N
14|10|3122|C|7|0|U|671|120|10|114|E1410|111|21|0|62|0|17|11|207|1|26|0|4|2|21|40|2|0|1|6|421|2024|4|25|15|40|52|1|N
14|10|3157|C|7|0|U|716|120|10|114|E1410|127|16|155|18|0|18|3|125|8|20|0|3|0|9|23|1|0|0|0|399|2024|4|25|15|26|44|4|N
14|10|3162|C|2|0|U|662|120|10|114|E1410|103|0|101|22|10|4|11|146|13|67|2|0|0|12|19|1|0|1|1|410|2024|4|25|15|42|44|4|N
14|10|3193|B|1|0|U|495|120|10|114|E1410|87|9|67|21|0|18|0|64|9|16|0|0|0|10|0|1|0|1|0|216|2024|4|25|15|28|16|4|N
14|10|3197|C|1|0|U|561|120|10|114|E1410|85|0|95|20|11|7|21|104|8|26|0|2|0|0|0|1|0|0|20|315|2024|4|25|15|42|3|4|N
14|10|3213|C|4|0|U|686|120|10|114|E1410|137|0|15|16|8|20|30|329|7|3|1|0|0|10|19|0|0|0|5|463|2024|4|25|15|24|6|4|N
14|15|172|C|2|0|U|719|13|15|119|E1415|74|25|89|66|0|14|1|237|4|36|1|4|1|1|0|4|0|2|0|485|2024|4|25|13|40|47|4|N
14|15|174|C|1|0|U|474|13|15|119|E1415|82|7|56|53|6|6|2|167|6|16|0|3|2|0|4|2|0|0|0|330|2024|4|25|15|9|11|4|N
14|15|228|C|1|0|M|539|16|15|119|E1415|98|35|43|67|0|4|3|121|7|11|1|0|0|0|22|0|0|2|0|316|2024|4|25|15|40|36|4|N
14|15|237|B|1|0|R|254|16|15|119|E1415|96|10|13|20|0|0|0|47|2|10|0|2|0|1|9|3|0|0|1|118|2024|4|25|14|14|48|4|N
14|15|290|C|1|0|U|648|18|15|119|E1415|106|28|53|86|5|10|7|153|0|22|1|1|0|3|31|2|0|1|0|403|2024|4|25|15|11|37|4|N
14|15|1636|C|1|0|U|737|49|15|119|E1415|138|52|67|59|12|8|2|289|3|51|0|1|0|12|33|0|0|1|7|597|2024|4|25|14|16|53|4|N
14|15|1643|C|3|0|U|637|49|15|119|E1415|139|3|4|8|5|3|1|13|4|9|0|3|3|9|11|0|0|0|0|76|2024|4|25|14|0|48|4|N
14|15|1648|C|2|0|M|553|50|15|119|E1415|40|12|8|28|5|6|4|93|5|27|0|2|0|8|10|3|0|0|6|217|2024|4|25|15|18|44|4|N
14|15|3883|B|1|0|R|268|74|15|119|E1415|63|3|22|7|0|6|2|64|0|11|1|1|0|0|1|1|0|1|4|124|2024|4|25|15|15|43|4|N
14|14|3415|B|1|0|U|748|98|14|118|E1414|38|48|139|62|6|18|27|95|20|5|1|0|1|2|27|0|0|1|3|455|2024|4|25|15|40|20|4|N
14|14|3424|C|1|0|M|614|98|14|118|E1414|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|52|44|1|N
25|1|2601|B|1|0|U|567|12|23|241|E2501|119|0|0|5|0|28|89|256|2|0|2|2|0|0|0|1|0|0|35|420|2024|4|25|15|6|14|4|N
25|1|2807|B|1|0|U|749|12|23|241|E2501|93|0|57|1|8|43|168|140|10|0|0|3|0|0|0|0|0|0|0|430|2024|4|25|15|27|2|1|N
25|1|2869|C|1|0|U|390|12|22|241|E2501|115|106|0|9|2|0|73|0|11|0|0|2|0|23|0|2|0|3|0|231|2024|4|25|15|36|24|4|N
25|1|2891|B|1|0|U|369|12|22|241|E2501|113|97|40|0|9|0|50|31|11|0|4|0|0|8|0|1|0|1|50|302|2024|4|25|15|10|32|4|N
25|5|888|C|4|0|U|707|6|12|245|E2505|30|65|49|0|20|31|138|0|1|0|5|0|0|21|0|1|0|2|84|417|2024|4|25|15|34|52|4|N
25|5|1004|B|1|0|U|435|6|15|245|E2505|147|15|25|5|2|18|5|100|8|0|1|2|0|25|0|1|5|0|46|258|2024|4|25|15|25|2|1|N
25|5|1103|B|1|0|U|486|6|14|245|E2505|92|34|60|3|0|0|44|21|0|0|2|0|0|5|0|2|4|0|31|206|2024|4|25|11|7|39|4|N
25|5|1194|C|2|0|U|559|6|15|245|E2505|136|46|16|13|25|46|119|0|0|0|4|1|0|0|0|0|6|0|71|347|2024|4|25|15|16|59|4|N
25|5|3892|C|2|0|U|668|6|15|245|E2505|148|35|21|8|2|0|44|160|6|0|2|0|0|19|0|0|5|1|23|326|2024|4|25|15|47|42|4|N
14|18|146|B|1|0|M|636|10|18|122|E1418|46|24|164|21|10|5|17|93|5|9|2|0|2|4|39|0|0|1|6|402|2024|4|25|15|30|36|4|N
14|18|248|C|1|0|U|548|17|18|122|E1418|38|43|72|6|7|20|16|132|3|14|1|1|0|14|39|1|0|0|6|375|2024|4|25|15|22|57|4|N
14|18|551|C|1|0|U|639|39|18|122|E1418|85|31|9|17|11|18|7|101|0|25|1|2|1|5|47|1|0|1|4|281|2024|4|25|15|7|5|4|N
26|1|232|B|1|0|M|446|31|3|248|E2601|5|71|70|9|45|59|0|0|11|0|0|2|4|0|0|2|0|0|0|273|2024|4|25|15|35|7|1|N
26|1|298|C|2|0|U|730|46|3|248|E2601|20|0|175|0|1|44|12|201|12|0|0|1|1|6|0|1|0|2|0|456|2024|4|25|15|37|41|4|N
26|1|633|C|1|0|U|619|53|2|248|E2601|48|1|286|0|0|6|18|0|28|0|2|0|2|15|0|1|0|6|0|365|2024|4|25|15|12|54|1|N
26|1|652|S|1|0|U|0|55|1|248|E2601|85|12|321|17|0|0|2|339|18|0|0|1|0|1|0|2|0|2|0|715|2024|4|25|15|38|50|4|N
26|1|676|C|1|0|U|433|55|1|248|E2601|76|1|5|0|1|0|2|18|4|0|0|2|1|9|0|0|0|7|6|56|2024|4|25|15|14|30|4|N
26|1|689|C|1|0|U|385|55|1|248|E2601|76|4|2|8|3|6|0|10|0|0|1|3|1|0|0|1|0|0|0|39|2024|4|25|15|10|57|4|N
26|1|699|B|1|0|U|398|55|1|248|E2601|92|41|70|14|17|8|0|68|4|0|0|0|0|1|0|0|0|2|11|236|2024|4|25|14|6|8|4|N
26|2|22|C|9|0|U|691|2|7|249|E2602|12|44|98|2|3|6|8|207|8|0|0|0|0|8|0|0|0|0|23|407|2024|4|25|13|0|32|4|N
26|2|191|C|1|0|U|597|30|5|249|E2602|109|9|141|0|8|2|35|226|0|0|3|0|1|3|0|0|0|2|27|457|2024|4|25|13|2|45|4|N
26|2|218|C|1|0|U|658|30|5|249|E2602|75|28|126|0|1|4|0|168|2|0|1|0|0|10|0|0|0|0|24|364|2024|4|25|14|14|35|4|N
26|2|1597|C|2|0|U|681|30|4|249|E2602|91|24|185|2|3|2|16|218|0|0|6|0|0|5|0|0|0|0|34|495|2024|4|25|15|10|52|4|N
28|2|1057|C|1|0|U|700|32|6|262|E2802|68|69|162|4|0|10|0|137|6|0|0|0|0|10|0|0|0|2|15|415|2024|4|25|15|48|26|1|N
28|2|1787|C|1|0|U|449|32|4|262|E2802|83|39|103|9|0|1|0|87|15|0|2|2|0|2|0|1|0|0|11|272|2024|4|25|15|27|19|4|N
28|2|1817|C|1|0|U|658|32|7|262|E2802|125|48|74|3|6|5|13|79|11|0|0|2|0|6|0|1|0|0|18|266|2024|4|25|15|42|18|4|N
28|7|130|B|1|0|U|486|7|3|267|E2807|16|28|89|4|6|6|7|119|4|0|0|0|0|6|0|1|0|0|18|288|2024|4|25|14|15|48|4|N
28|7|723|B|1|0|U|713|25|3|267|E2807|6|89|0|17|0|8|18|253|5|0|3|1|3|15|0|2|0|0|32|446|2024|4|25|14|17|29|4|N
